,Unnamed: 0,event_source.hash,ONNET_OUTGOING_Categorical,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,ONNET_INCOMING_Categorical,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,OFFNET_OUTGOING_Categorical,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,OFFNET_INCOMING_Categorical,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,IDD_INCOMING_Categorical,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_OUTGOING_Categorical,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,Peo_TV_Package,PEO_TV_Categorical,PEO_TV_Scaled,BB_Categorical,BB_Scaled,Location_Identifier,ONNET_Overall_Categorical,OFFNET_Overall_Categorical,IDD_Overall_Categorical,VOICE_Categorical,Play_Type,Play_Usage,Voice_Packages,Other_Packages,Household_Types,Having_Insurance,Cluster
0,0,00221451f705ebe26051158bb14f567a,LOW,0.009321036106750393,NO,LOW,0.01751373626373626,NO,LOW,0.04881279434850864,NO,LOW,0.08583529565672422,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMX-NODE5391821,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
1,1,002fb47f60400713c854b0f69ff78c0a,LOW,0.05133928571428571,NO,LOW,0.05631868131868133,NO,LOW,0.05342425431711146,NO,LOW,0.07998920722135007,NO,LOW,0.014423076923076926,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
2,2,00567a4a3c474aca1ce5cd6570648932,LOW,0.002403846153846154,NO,LOW,0.0013736263736263735,NO,LOW,0.003605769230769232,NO,LOW,0.002403846153846154,NO,NO,0.0,NO,NO,0.0,NO,PEO_ENTERTAINMENT,MEDIUM,0.625,MEDIUM,0.6197916666666666,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_MEDIUM']",NO,NO,NO,NO,1
3,3,00724ae2470df1ed0fe919800d02517d,LOW,0.003139717425431711,NO,LOW,0.002747252747252747,NO,LOW,0.004807692307692308,NO,LOW,0.010817307692307692,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.03125,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
4,4,007400db8afa996e788d23986739f3db,LOW,0.025755494505494504,NO,LOW,0.017857142857142853,NO,LOW,0.039197409733124015,NO,LOW,0.08136283359497645,NO,LOW,0.04326923076923077,NO,LOW,0.004807692307692308,NO,NO,NO,0.0,NO,0.0,ZXDSL9806H-ISLKL-PRC-NODE482361,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
5,5,0074ca4eb00b4faae08701181b27895b,MEDIUM,0.22453885400313967,NO,MEDIUM,0.14423076923076922,NO,LOW,0.03522370486656201,NO,LOW,0.08444531658817372,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMH-POL-NODE491451,MEDIUM,LOW,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
6,6,00768613dcde5cd5723a25a7234b9a9f,LOW,0.0221006671899529,NO,LOW,0.014766483516483516,NO,LOW,0.003605769230769232,NO,LOW,0.013360151753008894,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
7,7,009f305bf85a71012c0e343233e611ba,MEDIUM,0.2499509419152276,NO,HIGH,0.5934065934065933,YES,HIGH,0.5755494505494505,YES,HIGH,0.9487179487179488,YES,HIGH,0.6794871794871794,YES,LOW,0.014423076923076926,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,HIGH,HIGH,MEDIUM,HIGH,SINGLE_PLAY,"['VOICE_HIGH', 'BB_NO', 'TV_NO']","['V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_IDD', 'V_SLT Voice Service', 'V_Single VAS Bundle', 'V_SLT CLI', 'V_DQ Contact Details', 'V_Absentee service']",NO,NO,NO,0
8,8,00a8c3e3baed0557c31ab9b68a086ed2,MEDIUM,0.17189952904238615,NO,MEDIUM,0.16380494505494506,NO,MEDIUM,0.17288069073783358,NO,MEDIUM,0.13723181580324434,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.1753472222222222,C300MTP-NODE8700911,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
9,9,00c67d66625de3ab6a003af1935c53bc,LOW,0.04800333594976452,NO,LOW,0.05048076923076924,NO,LOW,0.0747890502354788,NO,MEDIUM,0.12308673469387756,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.96875,NO,0.0,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
10,10,00cc5a820586ce291c0fa4c2a99a4816,LOW,0.0216100863422292,NO,LOW,0.014938186813186812,NO,LOW,0.054454474097331236,NO,LOW,0.04079997383568812,NO,NO,0.0,NO,LOW,0.03205128205128205,NO,PEO_SILVER,MEDIUM,0.5,LOW,0.07291666666666667,MSAG5200BG-NODE431391,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",NO,NO,NO,NO,1
11,11,00cdc20b1406e0a11c7500d5ef716d20,LOW,0.07410223704866561,NO,LOW,0.06679258241758243,NO,MEDIUM,0.11759222919937205,NO,LOW,0.026376896912611195,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.8125,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
12,12,00cdeaab12b17d169d170538c9af9594,MEDIUM,0.11894132653061225,NO,LOW,0.02369505494505494,NO,LOW,0.046408948194662486,NO,LOW,0.030432365253793826,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.96875,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
13,13,00d1f690ec4af27702febbd0db6942c2,LOW,0.07108516483516482,NO,LOW,0.04790521978021978,NO,LOW,0.03161793563579278,NO,LOW,0.01799614076399791,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.1284722222222222,UA5000(IPMB)SL-NODE385341,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
14,14,00d258d092429ff11d3e3f533f098177,MEDIUM,0.13532672684458394,NO,LOW,0.04155219780219781,NO,LOW,0.01839678178963893,NO,LOW,0.012730572998430141,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.59375,LOW,0.1284722222222222,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",NO,NO,NO,NO,1
15,15,00d4474d7b8abcb71cc114a564769182,HIGH,0.3203492935635793,YES,MEDIUM,0.2534340659340659,NO,HIGH,0.5248233908948194,YES,HIGH,0.31917189952904235,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200BG-NODE431391,HIGH,HIGH,NO,HIGH,SINGLE_PLAY,"['VOICE_HIGH', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
16,16,00f9d91d2fbd14503d108b2e4e27a96d,LOW,0.033997252747252744,NO,LOW,0.049793956043956034,NO,LOW,0.026810243328100468,NO,LOW,0.0983042255363684,NO,NO,0.0,NO,NO,0.0,NO,PEO_UTHAYAM,HIGH,1.0,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
17,17,01074f7e1de84242b01282ed7bf234b1,LOW,0.003605769230769232,NO,LOW,0.0013736263736263735,NO,LOW,0.05205062794348509,NO,LOW,0.09183673469387754,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
18,18,0114c953f918a091d5b1456b610ae529,LOW,0.0015698587127158554,NO,LOW,0.005494505494505494,NO,NO,0.0,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.375,MSAG5200-ISLJA-PKV-NODE460421,LOW,NO,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
19,19,011adeeaef79aeac706a2e7fc225e8f8,MEDIUM,0.11197507849293564,NO,MEDIUM,0.18423763736263726,NO,MEDIUM,0.27752158555729983,NO,MEDIUM,0.2228954081632653,NO,LOW,0.03205128205128205,NO,LOW,0.00641025641025641,NO,NO,NO,0.0,LOW,0.14583333333333334,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,MEDIUM,LOW,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
20,20,013736757d2ddad83cdfaa418921605c,LOW,0.002403846153846154,NO,LOW,0.005494505494505494,NO,LOW,0.018028846153846152,NO,LOW,0.03365384615384615,NO,LOW,0.00641025641025641,NO,NO,0.0,NO,PEO_SILVER,NO,0.0,LOW,0.15104166666666666,MSAG5200-ISLHK-OCC-NODE506561,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
21,21,013a894927cf011c702e75a9b9336f95,MEDIUM,0.10164835164835163,NO,MEDIUM,0.10885989010989007,NO,MEDIUM,0.14089481946624804,NO,MEDIUM,0.2338108320251177,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.10590277777777778,MSAG5200-ISLMH-POL-NODE491451,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
22,22,0152d7723febc8f6913e91db4887a75e,LOW,0.051609105180533764,NO,MEDIUM,0.19780219780219785,NO,LOW,0.06767562794348507,NO,MEDIUM,0.11364305337519626,NO,MEDIUM,0.15064102564102566,YES,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
23,23,01acfb3e4e446a8d612c584398d56859,LOW,0.01623822605965463,NO,LOW,0.011847527472527474,NO,LOW,0.01201923076923077,NO,LOW,0.010784602302459444,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.0972222222222222,UA5000(IPMB)IM-NODE391531,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
24,24,01cdd813d9a8bea5d70455a917c91e63,LOW,0.031323587127158554,NO,LOW,0.002747252747252747,NO,LOW,0.019598704866562008,NO,LOW,0.009582679225536371,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.8125,LOW,0.2361111111111111,ZXDSL9806H-ISLAG-PNP-NODE529761,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']","['V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding']",NO,['Kids'],NO,1
25,25,01ce983dcf27d1231539e5827f8ad6af,MEDIUM,0.08624411302982732,NO,MEDIUM,0.12225274725274725,NO,HIGH,0.3448292778649922,NO,MEDIUM,0.26332744636316063,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,MEDIUM,HIGH,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
26,26,01ea5b5f35ccdf07cc053cd55b28c4a2,LOW,0.0053473312401883825,NO,LOW,0.0025755494505494505,NO,LOW,0.038461538461538464,NO,MEDIUM,0.21823489010989008,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMH-POL-NODE491451,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
27,27,0201ee9b60de662cdd16c885f178feea,LOW,0.07091346153846155,NO,MEDIUM,0.2403846153846154,NO,MEDIUM,0.1185243328100471,NO,MEDIUM,0.13196624803767662,NO,MEDIUM,0.11378205128205128,YES,LOW,0.03044871794871795,NO,PEO_SILVER_PLUS,HIGH,0.96875,LOW,0.19791666666666666,MSAG5200PH-AKG-NODE431631,LOW,MEDIUM,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
28,28,0217107a96feeb21fe9977c1ffc5d9c9,LOW,0.0778061224489796,NO,LOW,0.05305631868131866,NO,MEDIUM,0.09235184458398746,NO,MEDIUM,0.10460818942961801,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.6145833333333334,MSAG5200-ISLMX-NODE5391821,LOW,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
29,29,02412c414f4d01c5c8c3bfa1fa44af0e,LOW,0.013098508634222916,NO,LOW,0.0013736263736263735,NO,LOW,0.003605769230769232,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MTP-NODE8700911,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
30,30,02567960cda70e799d691cf9e2ac479a,LOW,0.019942111459968603,NO,LOW,0.05099587912087912,NO,MEDIUM,0.14884222919937204,NO,HIGH,0.3097854526425955,NO,LOW,0.01282051282051282,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,LOW,HIGH,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
31,31,027e6eb407d981fd043cbc08c3cdee8d,LOW,0.031887755102040824,NO,LOW,0.019230769230769232,NO,LOW,0.021634615384615384,NO,LOW,0.018535779696493983,NO,LOW,0.05448717948717948,NO,LOW,0.00641025641025641,NO,NO,NO,0.0,LOW,0.18923611111111108,UA5000(IPMB)SL-NODE385341,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
32,32,029b57551e576f248ff07c849db52fd6,MEDIUM,0.13473802982731553,NO,LOW,0.030734890109890105,NO,LOW,0.056392268445839874,NO,LOW,0.02457810047095761,NO,LOW,0.011217948717948716,NO,LOW,0.035256410256410256,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
33,33,029c7817843470cd12b4b673d95ef6e3,MEDIUM,0.2679552590266876,NO,MEDIUM,0.22321428571428573,NO,MEDIUM,0.19571722919937204,NO,MEDIUM,0.13954572213500785,NO,HIGH,0.7980769230769231,YES,LOW,0.04326923076923077,NO,PEO_UTHAYAM,HIGH,1.0,MEDIUM,0.4722222222222222,MSAG5200PH-AKG-NODE431631,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
34,34,02ab436dc7b5a63579a44641db682ab1,MEDIUM,0.0842817896389325,NO,MEDIUM,0.15315934065934067,NO,LOW,0.013221153846153846,NO,LOW,0.0646994374672946,NO,LOW,0.016025641025641024,NO,NO,0.0,NO,PEO_SILVER_PLUS,HIGH,0.96875,HIGH,0.875,MSAG5200-ISLMT-AVR-NODE467161,MEDIUM,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_HIGH']",NO,NO,"['Kids', 'Professional_or_Student']",NO,1
35,35,02ad3ce69c5b4723c6c57e92e2686ad0,LOW,0.029974489795918376,NO,LOW,0.019574175824175824,NO,MEDIUM,0.12526981946624804,NO,LOW,0.09281789638932496,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MVH-NODE9874041,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
36,36,02d8213d352d3e2cc30fb98249cf5c89,LOW,0.03924646781789639,NO,LOW,0.03434065934065934,NO,LOW,0.030048076923076924,NO,LOW,0.010817307692307692,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MKI-NODE10668164,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
37,37,02f66b7ed72e996002bb2325cb0c943e,LOW,0.01403061224489796,NO,LOW,0.01751373626373626,NO,LOW,0.06517366562009419,NO,MEDIUM,0.10513147566718994,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLWKN-SWP-NODE473481,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
38,38,030c3939f3b4a2f1178df54fdee3228d,LOW,0.037553963893249616,NO,LOW,0.04893543956043956,NO,LOW,0.07044740973312402,NO,LOW,0.0782312925170068,NO,LOW,0.02884615384615385,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.625,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_MEDIUM']",NO,NO,NO,NO,1
39,39,03202488d4fb7ca83e0b49378f1ffaca,LOW,0.006745486656200941,NO,MEDIUM,0.12379807692307693,NO,LOW,0.009615384615384616,NO,LOW,0.07262231815803245,NO,LOW,0.01282051282051282,NO,NO,0.0,NO,PRANAMA,HIGH,0.9375,MEDIUM,0.6510416666666666,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
40,40,034a1c0c331c75e313907da579cd4072,LOW,0.014496664050235475,NO,MEDIUM,0.11521291208791205,NO,LOW,0.07608908948194662,NO,MEDIUM,0.1490875196232339,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER_PLUS,HIGH,0.90625,NO,0.0,MSAG5200-ISLBZ-NODE435881,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
41,41,036693531286a8e2ce75dff2e49b144c,MEDIUM,0.0934556514913658,NO,LOW,0.02524038461538461,NO,MEDIUM,0.08200058869701728,NO,LOW,0.041805664573521716,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
42,42,036bac54b36f271527bdee5364153287,LOW,0.06235282574568288,NO,LOW,0.06850961538461539,NO,LOW,0.038461538461538464,NO,LOW,0.08911401098901098,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.53125,LOW,0.19965277777777776,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",NO,NO,NO,NO,1
43,43,036d6da38cfc829b36d50e6fc867f450,LOW,0.0013736263736263735,NO,NO,0.0,NO,NO,0.0,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMB-PSL-NODE482261,LOW,NO,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
44,44,038cdb8e2cf30acfc74d55b65cd104ba,MEDIUM,0.12916993720565148,NO,MEDIUM,0.16054258241758246,NO,MEDIUM,0.2616267660910518,NO,MEDIUM,0.1822262558869701,NO,NO,0.0,NO,NO,0.0,NO,PRANAMA,HIGH,0.96875,NO,0.0,MSAG5200BG-NODE431391,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
45,45,039d479d9f30ef622062f6ea00e9aaf0,LOW,0.026442307692307692,NO,LOW,0.00927197802197802,NO,LOW,0.040865384615384616,NO,LOW,0.02234595761381476,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
46,46,03b5d13a7949d99e793afdfe07dd73cb,LOW,0.05106946624803767,NO,LOW,0.03743131868131866,NO,MEDIUM,0.19922488226059654,NO,MEDIUM,0.1597331240188383,NO,LOW,0.04006410256410256,NO,HIGH,0.3461538461538461,YES,NO,NO,0.0,LOW,0.3229166666666667,MSAG5200PH-AKG-NODE431631,LOW,MEDIUM,MEDIUM,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,2
47,47,03bb72cb05e85b1d3f1d62291ad5804c,MEDIUM,0.23766189167974885,NO,LOW,0.004120879120879121,NO,LOW,0.015992935635792783,NO,LOW,0.0051756279434850855,NO,NO,0.0,NO,LOW,0.01282051282051282,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLPK-PNU-NODE6136021,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
48,48,03bc1136d3e235ded705f9536c5cfc69,LOW,0.006279434850863422,NO,LOW,0.0013736263736263735,NO,NO,0.0,NO,LOW,0.002403846153846154,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,LOW,0.21875,NO,0.0,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_LOW']",NO,NO,NO,NO,0
49,49,03c567a2c97746f2545c0f9b8285827c,MEDIUM,0.17101648351648352,NO,MEDIUM,0.16002747252747251,NO,LOW,0.022002551020408163,NO,LOW,0.06406985871271585,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.006944444444444444,MSAG5200-ISLTBT-TLJ-NODE487241,MEDIUM,LOW,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
50,50,03d189e698bac53767b82645f582d574,HIGH,0.7958938383045525,YES,HIGH,0.7427884615384616,YES,HIGH,0.5374803767660911,YES,LOW,0.04726746467817896,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,HIGH,0.9166666666666666,C300MKI-NODE10668164,HIGH,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_HIGH', 'TV_NO']",NO,NO,['Professional_or_Student'],NO,2
51,51,03e6c1baf8f105e57402a5b3b0a380b9,LOW,0.0047095761381475655,NO,LOW,0.0013736263736263735,NO,LOW,0.001201923076923077,NO,LOW,0.001201923076923077,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MKI-NODE10668164,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
52,52,040a46cf1c79e9719a4c8825d987862c,MEDIUM,0.13765698587127154,NO,MEDIUM,0.1390796703296703,NO,MEDIUM,0.17334674254317112,NO,MEDIUM,0.14719878335949765,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.8125,LOW,0.2534722222222222,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,MEDIUM,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
53,53,043588932b222223b85a714e32f6c1f2,LOW,0.007751177394034536,NO,LOW,0.01201923076923077,NO,LOW,0.05205062794348509,NO,MEDIUM,0.13115678963893246,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,NO,0.0,NO,0.0,MSAG5200-ISLWI-NWT-NODE485201,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
54,54,04465eefdf7140fe9ff36e9b8e98b09b,MEDIUM,0.21114599686028251,NO,MEDIUM,0.14921016483516486,NO,MEDIUM,0.22456338304552592,NO,MEDIUM,0.13271847200418627,NO,NO,0.0,NO,NO,0.0,NO,PEO_UNNATHAM,HIGH,0.75,NO,0.0,MSAG5200PH-AKG-NODE431631,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
55,55,045122103640fc1c55efba4add913dcc,MEDIUM,0.22201236263736265,NO,LOW,0.05546016483516484,NO,LOW,0.032819858712715866,NO,LOW,0.02400575614861329,NO,LOW,0.009615384615384616,NO,NO,0.0,NO,PEO_ENTERTAINMENT,HIGH,0.875,LOW,0.1909722222222222,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
