,Unnamed: 0,event_source.hash,ONNET_OUTGOING_Categorical,ONNET_OUTGOING_Scaled,ONNET_OUTGOING_Outlier,ONNET_INCOMING_Categorical,ONNET_INCOMING_Scaled,ONNET_INCOMING_Outlier,OFFNET_OUTGOING_Categorical,OFFNET_OUTGOING_Scaled,OFFNET_OUTGOING_Outlier,OFFNET_INCOMING_Categorical,OFFNET_INCOMING_Scaled,OFFNET_INCOMING_Outlier,IDD_INCOMING_Categorical,IDD_INCOMING_Scaled,IDD_INCOMING_Outlier,IDD_OUTGOING_Categorical,IDD_OUTGOING_Scaled,IDD_OUTGOING_Outlier,Peo_TV_Package,PEO_TV_Categorical,PEO_TV_Scaled,BB_Categorical,BB_Scaled,Location_Identifier,ONNET_Overall_Categorical,OFFNET_Overall_Categorical,IDD_Overall_Categorical,VOICE_Categorical,Play_Type,Play_Usage,Voice_Packages,Other_Packages,Household_Types,Having_Insurance,Cluster
666,666,3592c5343ab1345b7da471b04cd22fdb,MEDIUM,0.23432594191522765,NO,MEDIUM,0.1825206043956044,NO,HIGH,0.31350569073783363,NO,MEDIUM,0.2332221350078493,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.6875,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,MEDIUM,HIGH,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
667,667,359487e8c1e191c0757b86ded71b3bd2,LOW,0.02470074568288854,NO,LOW,0.036916208791208785,NO,LOW,0.0576923076923077,NO,LOW,0.031021062271062275,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLGE-NODE5577981,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
668,668,3596fcd7eb4c425e6a124d7fa3acb307,LOW,0.015134419152276294,NO,LOW,0.04172390109890109,NO,LOW,0.06323587127158556,NO,LOW,0.08623593668236526,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.11458333333333333,MSAG5200PH-AKG-NODE431631,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
669,669,35ad21e7cc50a0d57a08a4c1a6c15d7e,LOW,0.0015698587127158554,NO,NO,0.0,NO,LOW,0.001201923076923077,NO,LOW,0.001201923076923077,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLSI-DWS-NODE520721,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
670,670,35bb5b30b49d290a8a44867af8f4859b,MEDIUM,0.09635007849293564,NO,MEDIUM,0.10714285714285714,NO,MEDIUM,0.11325058869701728,NO,MEDIUM,0.17203852694924124,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.875,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
671,671,35cb5e55e2024324f3dfa852b72af597,LOW,0.07967032967032966,NO,LOW,0.012190934065934066,NO,LOW,0.0699813579277865,NO,LOW,0.030702184720041863,NO,LOW,0.01282051282051282,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.96875,MEDIUM,0.578125,MSAG5200PH-AKG-NODE431631,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
672,672,35d58cd76f95f9fee963f57f1d25b733,LOW,0.0275951726844584,NO,LOW,0.04687499999999999,NO,MEDIUM,0.08847625588697018,NO,MEDIUM,0.17793367346938774,NO,LOW,0.00641025641025641,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.53125,LOW,0.13715277777777776,MSAG5200-ISLMT-AVR-NODE467161,LOW,MEDIUM,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_MEDIUM']",NO,NO,NO,NO,1
673,673,35d678929dbaa56ab419bdcdcc764658,MEDIUM,0.21627256671899528,NO,MEDIUM,0.27060439560439564,NO,MEDIUM,0.15171212715855573,NO,MEDIUM,0.2181613029827316,NO,LOW,0.02403846153846154,NO,LOW,0.03205128205128205,NO,PEO_SILVER,HIGH,0.90625,LOW,0.2673611111111111,MSAG5200PH-AKG-NODE431631,MEDIUM,MEDIUM,LOW,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']",['V_Basic Phone Installment'],NO,['Kids'],NO,1
674,674,35d8789216ec672c440215b54e78390e,LOW,0.0548469387755102,NO,LOW,0.04172390109890109,NO,LOW,0.06286793563579278,NO,MEDIUM,0.11507391418105704,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
675,675,35f1c8dba62a17be91f5fef599869ad8,LOW,0.013957025117739405,NO,MEDIUM,0.1002747252747253,NO,LOW,0.011185243328100471,NO,LOW,0.013564560439560438,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLBZ-NODE435881,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
676,676,35f2c3752b662cc9a63b636b50175836,MEDIUM,0.1620879120879121,NO,MEDIUM,0.2932692307692307,NO,LOW,0.025608320251177395,NO,MEDIUM,0.2144083594976452,NO,HIGH,0.3173076923076923,YES,LOW,0.05128205128205128,NO,NO,NO,0.0,LOW,0.21527777777777776,ZXDSL9806H-ISLKL-PRC-NODE482361,MEDIUM,LOW,MEDIUM,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
677,677,35f69e6ad0294c250534e687a6d506c2,MEDIUM,0.2562794348508634,NO,HIGH,0.31868131868131866,NO,MEDIUM,0.2363863814756672,NO,MEDIUM,0.2938088697017269,NO,MEDIUM,0.17307692307692307,YES,MEDIUM,0.2516025641025641,YES,PEO_SILVER,HIGH,1.0,NO,0.0,C300MKI-NODE10668164,HIGH,MEDIUM,MEDIUM,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
678,678,35fa7072a7df8de557be2426558b00ac,LOW,0.002771781789638932,NO,LOW,0.01510989010989011,NO,LOW,0.018028846153846152,NO,LOW,0.006181318681318681,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.4114583333333333,MSAG5200-ISLMLT-VMD-NODE4145091,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
679,679,3655adbb462d033875158e1cd16cb4fc,LOW,0.016606161695447406,NO,LOW,0.02421016483516484,NO,MEDIUM,0.0904140502354788,NO,LOW,0.0770130167451596,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
680,680,3682a4959035020ebdc2b30c31e49e62,LOW,0.05756966248037676,NO,LOW,0.009100274725274724,NO,LOW,0.03402178178963893,NO,LOW,0.006009615384615385,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMB-PSL-NODE482261,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
681,681,369593b1095c7d8cc2fd2c08cf2a34a3,LOW,0.04645800627943485,NO,LOW,0.021462912087912085,NO,LOW,0.02801216640502355,NO,LOW,0.02057169021454736,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLVA-NKM-NODE481961,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']","['V_Call park', 'V_Incoming Call Memory', 'V_Incoming Call Transfer', 'V_Call back on busy', 'V_CLI presentation in call waiting', 'V_Call Transfer Three way', 'V_Call Forwarding by time', 'V_Call holding', 'V_Outgoing Call Memory', 'V_Anonymous call barring', 'V_Call Forwarding Offline']",NO,NO,NO,0
682,682,36adba3ab3196ff055dc0cb66d3fc03d,MEDIUM,0.10491071428571427,NO,MEDIUM,0.13255494505494506,NO,LOW,0.07552492150706437,NO,MEDIUM,0.1855622056514913,NO,LOW,0.04326923076923077,NO,NO,0.0,NO,PEO_SILVER,NO,0.0,LOW,0.2517361111111111,MSAG5200-ISLND-PHG-NODE500241,MEDIUM,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
683,683,36c5f0afe12ac1a718e907fc7d305f0b,MEDIUM,0.09051216640502356,NO,LOW,0.0676510989010989,NO,LOW,0.02884615384615385,NO,MEDIUM,0.10734726582940868,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
684,684,36e303e01662fae089be58eb58b4a060,LOW,0.057177197802197814,NO,LOW,0.06919642857142858,NO,MEDIUM,0.10677492150706436,NO,MEDIUM,0.13157378335949765,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200BG-NODE431391,LOW,MEDIUM,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']","['V_Outgoing Call Memory', 'V_Incoming Call Transfer', 'V_Call Forwarding by time', 'V_Call holding', 'V_CLI presentation in call waiting', 'V_Call park', 'V_Call back on busy', 'V_Call Transfer Three way', 'V_Call Forwarding Offline', 'V_Anonymous call barring', 'V_Incoming Call Memory']",NO,NO,NO,0
685,685,36e89083dbdcbdf8df3dd6ea6c1f88e9,LOW,0.030857535321821037,NO,LOW,0.05082417582417582,NO,LOW,0.021168563579277863,NO,LOW,0.04618001046572474,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,HIGH,0.84375,NO,0.0,MSAG5200-ISLWM-NODE432881,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_HIGH']",NO,NO,['Kids'],NO,1
686,686,36fa82a8bdee50aad08d989d9dacd0c4,LOW,0.02187990580847724,NO,LOW,0.013564560439560438,NO,LOW,0.022002551020408163,NO,LOW,0.02234595761381476,NO,LOW,0.004807692307692308,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
687,687,3744a3ec323a29fe1074c54fd0b4f7b9,MEDIUM,0.11776393249607535,NO,MEDIUM,0.10559752747252747,NO,HIGH,0.4190786891679749,YES,HIGH,0.3142088566195709,NO,HIGH,0.5016025641025641,YES,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,MEDIUM,HIGH,LOW,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
688,688,37e323e0ce214ea54e4c124d39f084e4,LOW,0.04518249607535321,NO,MEDIUM,0.09460851648351648,NO,LOW,0.07783065149136577,NO,MEDIUM,0.2132064364207221,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLHZ-BRL-NODE471911,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
689,689,37e8a5b1fe64f26c65093a423af1bf75,LOW,0.035419937205651494,NO,LOW,0.010473901098901098,NO,LOW,0.0772910125588697,NO,MEDIUM,0.11612048665620092,NO,NO,0.0,NO,NO,0.0,NO,PEO_UTHAYAM,HIGH,0.78125,MEDIUM,0.4739583333333333,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
690,690,381d25a27a773d9152bf2922381a66fa,LOW,0.008315345368916795,NO,LOW,0.005322802197802198,NO,LOW,0.012755102040816323,NO,LOW,0.012697867608581893,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.078125,MSAG5200-ISLNL-HGW-NODE491281,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
691,691,3822a692be803ce65a0b9f7b87c20eb1,LOW,0.010522959183673469,NO,LOW,0.008070054945054944,NO,MEDIUM,0.12046212715855575,NO,LOW,0.03204310570381999,NO,LOW,0.014423076923076926,NO,NO,0.0,NO,NO,NO,0.0,HIGH,0.8125,MSAG5200-ISLJA-PKV-NODE460421,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_HIGH', 'TV_NO']","['V_Incoming Call Transfer', 'V_Outgoing Call Memory', 'V_Call Transfer Three way', 'V_Incoming Call Memory', 'V_Call holding', 'V_Call Forwarding by time', 'V_Call Forwarding Offline']",NO,['Professional_or_Student'],NO,2
692,692,386a8056bda880cb6f39866038817971,MEDIUM,0.15463108320251176,NO,MEDIUM,0.18475274725274726,NO,LOW,0.0635056907378336,NO,MEDIUM,0.1823734301412873,NO,MEDIUM,0.1217948717948718,YES,LOW,0.04006410256410256,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMV-GDM-NODE482491,MEDIUM,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
693,693,3877dc16843c04f54bca62e02576daf1,LOW,0.06394721350078493,NO,LOW,0.01184752747252747,NO,LOW,0.06406985871271585,NO,LOW,0.0968079539508111,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
694,694,3894b9226e782e1246b55dfa249d2586,MEDIUM,0.12578492935635793,NO,LOW,0.03966346153846153,NO,LOW,0.01839678178963893,NO,LOW,0.032590920983778124,NO,MEDIUM,0.2067307692307692,YES,NO,0.0,NO,PEO_SILVER,HIGH,0.78125,LOW,0.21875,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
695,695,389ac251b43c8b604ad87c2381b980f2,LOW,0.010155023547880691,NO,LOW,0.021462912087912085,NO,MEDIUM,0.1356210753532182,NO,LOW,0.0770130167451596,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MNW-MEE-NODE18887751,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
696,696,38a1e34a610db93a7e0c689ee83d6fda,MEDIUM,0.1240188383045526,NO,LOW,0.04962225274725274,NO,MEDIUM,0.25201138147566715,NO,MEDIUM,0.1811960361067504,NO,MEDIUM,0.2612179487179487,YES,LOW,0.038461538461538464,NO,NO,NO,0.0,NO,0.0,MSAG5200PH-AKG-NODE431631,LOW,MEDIUM,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']","['V_Call Forwarding Offline', 'V_Call Forwarding by time', 'V_Call back on busy', 'V_Outgoing Call Memory', 'V_Absentee service', 'V_Call Forwarding', 'V_Call Waiting', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate', 'V_CLI presentation in call waiting', 'V_Incoming Call Memory', 'V_Call park', 'V_Incoming Call Transfer', 'V_Anonymous call barring', 'V_Call holding']",NO,NO,NO,0
697,697,38ba91fad574cac9e309da9d55d0776e,LOW,0.0375784929356358,NO,LOW,0.012190934065934066,NO,LOW,0.008413461538461538,NO,LOW,0.023147239665096804,NO,LOW,0.004807692307692308,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.625,MSAG5200-ISLMV-GDM-NODE482491,LOW,LOW,LOW,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
698,698,38ccafcf5870fa6c61f46fc81e565849,MEDIUM,0.08366856357927785,NO,LOW,0.019059065934065932,NO,MEDIUM,0.21014030612244894,NO,LOW,0.04192013343799058,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']","['V_SLT CLI', 'V_SLT Voice Service', 'V_Single VAS Bundle', 'V_DQ Contact Details', 'V_IDD', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",NO,NO,NO,0
699,699,38db9866006c65e9ea6fe3c2cf6b6eee,MEDIUM,0.17815443485086346,NO,MEDIUM,0.2767857142857143,NO,MEDIUM,0.29942602040816324,NO,MEDIUM,0.2813971742543171,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.015625,MSAG5200-ISLPC-AGT-NODE480031,MEDIUM,MEDIUM,NO,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
700,700,38e30e587d665e0c8ef43facdabb3f38,MEDIUM,0.2260596546310832,NO,MEDIUM,0.2445054945054945,NO,MEDIUM,0.18710753532182106,NO,MEDIUM,0.16883339874411302,NO,LOW,0.035256410256410256,NO,MEDIUM,0.26282051282051283,YES,PEO_SILVER,HIGH,1.0,LOW,0.3159722222222222,C300MIDH-IDJ-NODE11065541,MEDIUM,MEDIUM,LOW,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_HIGH']",NO,NO,['Kids'],NO,1
701,701,38e4d745de0e11707567301fc900fd0f,LOW,0.0126324568288854,NO,LOW,0.006353021978021977,NO,LOW,0.015625,NO,LOW,0.016998626373626372,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200BG-NODE431391,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
702,702,38fa17c37f34b7c3cbab423c31f21c13,MEDIUM,0.2784536891679749,NO,MEDIUM,0.27953296703296704,NO,MEDIUM,0.10177099686028256,NO,MEDIUM,0.18906985871271584,NO,LOW,0.00641025641025641,NO,LOW,0.019230769230769232,NO,PEO_SILVER,LOW,0.28125,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,MEDIUM,LOW,MEDIUM,DOUBLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_LOW']",NO,NO,NO,NO,0
703,703,3915d7f877608ede0b0547eaf7d72914,MEDIUM,0.11852433281004712,NO,MEDIUM,0.2513736263736264,NO,MEDIUM,0.09465757456828884,NO,MEDIUM,0.2343995290423862,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,MEDIUM,0.34375,LOW,0.06770833333333333,MSAG5200-ISLMT-AVR-NODE467161,MEDIUM,MEDIUM,NO,MEDIUM,TRIPLE_PLAY,"['VOICE_MEDIUM', 'BB_LOW', 'TV_MEDIUM']","['V_Call Waiting', 'V_Call Forwarding', 'V_Hotline Service', 'V_Abbreviated Dialing', 'V_Cordeless Phone - Installment', 'V_Call Barring - Outgoing', 'V_Absentee service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Hotline-Immediate', 'V_Hotline-Time Delayed', 'V_Call Forwarding-No Answer']",NO,NO,NO,0
704,704,39197e70562c8bfccbc720138a6c1ef3,LOW,0.0015698587127158554,NO,NO,0.0,NO,NO,0.0,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,NO,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
705,705,391b16d39e376d2681be68ee9a37fd9c,LOW,0.0496958398744113,NO,MEDIUM,0.0896291208791209,NO,LOW,0.045207025117739406,NO,LOW,0.06460132129774986,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLHZ-BRL-NODE471911,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
706,706,3927364d856b816bca06a9b0d0b83dcb,LOW,0.003777472527472528,NO,LOW,0.022664835164835164,NO,LOW,0.037259615384615384,NO,LOW,0.09836145996860282,NO,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,LOW,0.21875,LOW,0.17708333333333334,MSAG5200-ISLMT-AVR-NODE467161,LOW,LOW,NO,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_LOW']",NO,NO,NO,NO,0
707,707,392f8376d4cc437cf3bbe01ecfef6ba5,LOW,0.009688971742543172,NO,LOW,0.008070054945054944,NO,MEDIUM,0.11158261381475668,NO,MEDIUM,0.13580913134484562,NO,MEDIUM,0.10096153846153846,YES,LOW,0.00641025641025641,NO,NO,NO,0.0,NO,0.0,UA5000(IPMB)SL-NODE385341,LOW,MEDIUM,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
708,708,39404313880d50362c173aeeac77979a,LOW,0.027889521193092626,NO,LOW,0.04532967032967032,NO,LOW,0.017194858712715855,NO,LOW,0.018167844060701203,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,C300MHE-DMD-NODE15221561,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
709,709,3941e595254fd5c831bfd6fd5849b1c5,MEDIUM,0.14732142857142855,NO,MEDIUM,0.13598901098901098,NO,MEDIUM,0.16436911302982732,NO,MEDIUM,0.17113912872841444,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,MEDIUM,MEDIUM,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
710,710,39658442adc0681655607aac80bca7d3,MEDIUM,0.12946428571428573,NO,MEDIUM,0.22184065934065933,NO,LOW,0.03559164050235479,NO,MEDIUM,0.1864943092621664,NO,LOW,0.04647435897435897,NO,NO,0.0,NO,PEO_SILVER,HIGH,1.0,MEDIUM,0.5399305555555555,C300MIDH-IDJ-NODE11065541,MEDIUM,LOW,LOW,LOW,TRIPLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_HIGH']",NO,NO,['Kids'],NO,1
711,711,397f903249ee62039df49b400b0f51f6,MEDIUM,0.2733516483516483,NO,HIGH,0.3210851648351648,NO,MEDIUM,0.140625,NO,LOW,0.051339285714285705,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,HIGH,LOW,NO,MEDIUM,SINGLE_PLAY,"['VOICE_MEDIUM', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
712,712,3989bbb538e5c814f203867e66800e30,LOW,0.008683281004709576,NO,NO,0.0,NO,LOW,0.002403846153846154,NO,LOW,0.001201923076923077,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,LOW,0.16493055555555555,MSAG5200-ISLMLT-VMD-NODE4145091,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_LOW', 'TV_NO']",NO,NO,NO,NO,0
713,713,39bd88f69936445e4877480f0242ced6,LOW,0.053178963893249616,NO,LOW,0.05254120879120879,NO,LOW,0.05325255102040816,NO,LOW,0.034365188383045524,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,MEDIUM,0.4305555555555555,C300MKI-NODE10668164,LOW,LOW,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']",NO,NO,NO,NO,2
714,714,39cc573a156f044a13801b26d5379370,LOW,0.06085655416012559,NO,MEDIUM,0.10782967032967032,NO,HIGH,0.3015600470957614,NO,MEDIUM,0.2145800627943485,NO,NO,0.0,NO,LOW,0.004807692307692308,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLIDH-KGW-NODE6194491,LOW,HIGH,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
715,715,39ceab663fa594d383843a42d3c51882,LOW,0.003139717425431711,NO,LOW,0.0013736263736263735,NO,NO,0.0,NO,NO,0.0,,NO,0.0,NO,NO,0.0,NO,PEO_SILVER,NO,0.0,MEDIUM,0.3645833333333333,MSAG5200-ISLND-PHG-NODE500241,LOW,NO,NO,LOW,DOUBLE_PLAY,"['VOICE_LOW', 'BB_MEDIUM', 'TV_NO']","['V_Abbreviated Dialing', 'V_Absentee service', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline Service']","['E_PeoTV Initiation', 'E_TSTV', 'E_Video on Demand']",NO,NO,2
716,716,39ea209b333e2e533f7914f4d9334372,LOW,0.021413854003139717,NO,LOW,0.010473901098901098,NO,LOW,0.003605769230769232,NO,LOW,0.002403846153846154,NO,NO,0.0,NO,NO,0.0,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLSI-DWS-NODE520721,LOW,LOW,NO,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']",NO,NO,NO,NO,0
717,717,39ead78669bce1a8b4feb93fa3dfc13c,LOW,0.008953100470957612,NO,LOW,0.01751373626373626,NO,LOW,0.002403846153846154,NO,LOW,0.008585164835164834,NO,LOW,0.016025641025641024,NO,LOW,0.0673076923076923,NO,NO,NO,0.0,NO,0.0,MSAG5200-ISLND-PHG-NODE500241,LOW,LOW,LOW,LOW,SINGLE_PLAY,"['VOICE_LOW', 'BB_NO', 'TV_NO']","['V_Absentee service', 'V_Call Transfer Three way', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",NO,NO,NO,0
