,ACCOUNT_NUM.hash,package,ratings
0,0003102d10a11c8f2f0f241f00a36b2d,PEO_SILVER_FTTH,0.0
1,0003102d10a11c8f2f0f241f00a36b2d,PEO_UTHAYAM,1.8
2,00092b1fd47eb05d000a3553ae072056,PEO_SILVER,6.800000000000001
3,00094326efae1d73371d118204e12e46,PEO_SILVER,4.0
4,000f325a72b9d24742237070939b57d1,PEO_SILVER,6.4
5,000f325a72b9d24742237070939b57d1,PEO_SILVER_FTTH,0.8
6,00108d48e89eb901236da1a14b854e7d,PEO_SILVER,6.2
7,00108d48e89eb901236da1a14b854e7d,PEO_SILVER_FTTH,0.6000000000000001
8,0012bc728800736f56ee2c18d26e15ed,PEO_SILVER,0.0
9,0013519e648e9718c56e1e6ccfb3b17d,PEO_SILVER,4.800000000000001
10,0013519e648e9718c56e1e6ccfb3b17d,PEO_UTHAYAM,0.6000000000000001
11,001461eda095f55eb35ea34116af1598,PEO_SILVER,3.0000000000000004
12,001461eda095f55eb35ea34116af1598,PEO_SILVER_FTTH,0.8
13,001900f770bcdcb5e111b2d222d28c15,PRANAMA,3.2
14,001e2b18f91f221782a539608896254d,PEO_SILVER,0.4
15,001e2b18f91f221782a539608896254d,PEO_SILVER_FTTH,4.2
16,001f75ecbc210fb00fb1830b3d94accd,PEO_SILVER,2.4
17,00211b634296d3657f15f71ba562b6b6,PEO_SILVER,0.8
18,00211b634296d3657f15f71ba562b6b6,PEO_SILVER_FTTH,2.8000000000000003
19,002b0ab25152c9566b7441848f117593,PEO_SILVER,6.0
20,002b0ab25152c9566b7441848f117593,PEO_UTHAYAM,0.6000000000000001
21,0034d0520e945ca0eec469f28d363e2c,PEO_SILVER,3.8000000000000003
22,00368aec50ec17b5b9f20309145c56e7,PEO_SILVER,3.4000000000000004
23,00368aec50ec17b5b9f20309145c56e7,PEO_SILVER_PLUS,0.6000000000000001
24,003b9fb01f296b23d6727c322011db66,PEO_SILVER,2.2
25,003ffd7c83136dcd2ffe06d88170defe,PEO_SILVER,3.4000000000000004
26,003ffd7c83136dcd2ffe06d88170defe,PEO_UTHAYAM,0.8
27,0041ac2bc47fc302ae3bc9c8c5db5618,PEO_SILVER,0.6000000000000001
28,0041ac2bc47fc302ae3bc9c8c5db5618,PEO_UNNATHAM,6.0
29,004c94de02a14064088638b77c84a739,PEO_PLATINUM_FTTH,4.800000000000001
30,004c94de02a14064088638b77c84a739,PEO_SILVER,0.6000000000000001
31,005639573eb32f2e01734c21874bbcf8,PEO_SILVER,6.4
32,005639573eb32f2e01734c21874bbcf8,PEO_SILVER_FTTH,0.2
33,005f8d146238dcc2a9c72a9fa49eb3b0,PEO_SILVER,4.0
34,005f8d146238dcc2a9c72a9fa49eb3b0,PRANAMA,0.6000000000000001
35,00626fc8546d9a627111eaca09fea2cc,PEO_SILVER,5.200000000000001
36,00657a5996f027ba8b47b6df24cba2f5,PEO_SILVER,6.4
37,00657a5996f027ba8b47b6df24cba2f5,PEO_SILVER_FTTH,0.8
38,006958518c851a231262972a936f45f4,PEO_SILVER,5.800000000000001
39,006ae3a67408c471fa4f2155c1abf690,PEO_CORPORATE,1.0
40,006ae3a67408c471fa4f2155c1abf690,PEO_SILVER,1.6
41,0070d9336d1c313d74e9ff2cd233dcbc,PEO_SILVER,4.800000000000001
42,0070d9336d1c313d74e9ff2cd233dcbc,PEO_UTHAYAM,0.2
43,00727fc60c8dd0a02a74bc5623ef7c3f,PEO_SILVER,0.2
44,00727fc60c8dd0a02a74bc5623ef7c3f,PEO_UTHAYAM,6.4
45,007c4cfbe65dd977d1df0cdb7cdc086d,PEO_SILVER,0.2
46,007c4cfbe65dd977d1df0cdb7cdc086d,PEO_SILVER_FTTH,2.2
47,007c96512c4bedf474b739dd480166ed,PEO_SILVER,6.2
48,007c96512c4bedf474b739dd480166ed,PEO_UTHAYAM,0.8
49,007e4aee0bb47ea45c0a90c9a1e70b9d,PEO_SILVER,4.0
50,00814c614241d264c8c542422acb61a7,PEO_SILVER,2.4000000000000004
51,0082b7043db7a6da6a0e25d06bb65fc6,PEO_UTHAYAM,5.000000000000001
52,00848b31464b6c6187be45956b6922d5,PEO_ENTERTAINMENT,4.0
53,00848b31464b6c6187be45956b6922d5,PEO_SILVER_FTTH,0.4
54,008773e2ad0619bb8b305ee36f7c3b47,PEO_SILVER,7.0
55,0088c7ce109c2267a2ebb4a679df8b53,PEO_SILVER,3.6000000000000005
56,0088c7ce109c2267a2ebb4a679df8b53,PEO_SILVER_FTTH,0.2
57,008b9eb725e31d07eb423dfae969ae51,PEO_SILVER,6.4
58,008b9eb725e31d07eb423dfae969ae51,PEO_SILVER_FTTH,0.8
59,008d82d070f28b0e16b8847d50e265d8,PEO_UTHAYAM,2.0
60,0091b9ba7b5ef662deccc03e07383bed,PEO_SILVER_FTTH,0.2
61,0091b9ba7b5ef662deccc03e07383bed,PEO_UTHAYAM,4.6000000000000005
62,009877f1ca5b9eedfa3ae7811e42bf56,PEO_UTHAYAM,0.0
63,0098ab8287b7be66d6102305076ffb86,PEO_SILVER,4.800000000000001
64,0098ab8287b7be66d6102305076ffb86,PEO_SILVER_FTTH,0.4
65,00a15d585d81af133fa9f56c25a802e9,PEO_SILVER_FTTH,3.8000000000000003
66,00a5ea6d7c86befccf38103365b1f3f2,PEO_SILVER,5.4
67,00a62e1edd4592688fe9744044683f74,PEO_SILVER,5.6000000000000005
68,00a8ff0b3b9059686f4fbc9cb6fa9ec8,PEO_ENTERTAINMENT_FTTH,5.6000000000000005
69,00a8ff0b3b9059686f4fbc9cb6fa9ec8,PEO_SILVER_FTTH,0.2
70,00adf21f1dda0296a03d7a0ca6f87fee,PEO_SILVER_FTTH,6.6000000000000005
71,00b1df0a4ea30660c0f368df8a0e6516,PEO_SILVER,4.800000000000001
72,00b1df0a4ea30660c0f368df8a0e6516,PEO_UTHAYAM,0.4
73,00b6dc1e47726075ca31a092ef0e40f4,PEO_SILVER,0.4
74,00b6dc1e47726075ca31a092ef0e40f4,PEO_UTHAYAM,3.4000000000000004
75,00b81a5228c634198d36f0aff30b0de3,PEO_SILVER_FTTH,3.0000000000000004
76,00ba55314e8046ce424ed95361591fc5,PEO_SILVER_FTTH,4.800000000000001
77,00c67bf5ba9d6bfe9e04ce665acd3a60,PEO_SILVER,0.6000000000000001
78,00c67bf5ba9d6bfe9e04ce665acd3a60,PEO_UTHAYAM,4.800000000000001
79,00c6d8163f7628601d35a0428d1f2829,PEO_SILVER,6.4
80,00c6d8163f7628601d35a0428d1f2829,PEO_TITANIUM_FTTH,0.0
81,00c6ff5634ef4004bc121ffdf9f4be93,PEO_SILVER,0.8
82,00c6ff5634ef4004bc121ffdf9f4be93,PEO_UTHAYAM,5.0
83,00c7bdb43ce0777a10fb0796a83e51db,PEO_SILVER_PLUS,0.6000000000000001
84,00c7bdb43ce0777a10fb0796a83e51db,PEO_UTHAYAM,2.2
