,event_source.hash,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,VAS,Month_Subscribed,Rental
474,00768613dcde5cd5723a25a7234b9a9f,11f7e861a3df964f9872b07b691139f2,a71dbdfd21b02715649492d3b8c09226,BB EXTRA GB,2017-09,1000.0
475,05f14ffb7380a1332e3c0fd7d2e2a188,00126426420cdb4b1fe951ce5bb3c05a,a4481ed55c6f0a00c26bdafc171a34ea,BB EXTRA GB,2016-10,1250.0
476,00768613dcde5cd5723a25a7234b9a9f,11f7e861a3df964f9872b07b691139f2,a71dbdfd21b02715649492d3b8c09226,BB EXTRA GB,2016-12,250.0
477,b8cf14a0e2d62badfdb44fdc03a5f512,6b2ff61c75c1d6e3d395ac781d4c45eb,99039bad828d9b5d423874e0cff39a28,BB EXTRA GB,2018-01,250.0
478,ad8ebff33ab834822d32855cfed0bac6,a4d0c21aaa290fefe6ae3f987e086bab,54044f3007bd8038576a808932803301,BB EXTRA GB,2020-04,300.0
479,dd10166ec89e9ccf6ed04b5841495a99,dd5253ea4772b427cc0e87ff6535b058,bdfc0b71edc02a021536f91cff85f00a,BB EXTRA GB,2020-06,425.0
480,4ec825b0449b94e734387250a02288f2,c8ce63b0fe9d15584712b2cb2630b0c2,4b39525281d98818404ebe905bf0d515,BB EXTRA GB,2020-04,595.0
481,bc74feb61dedd001a4bfc85ea44fd73d,0a51c034ddd90f3dd18f2180d0027646,40b508d8d2de66a446fda0ba7de02e6f,BB EXTRA GB,2020-04,510.0
482,d190c1dcf8fc76a8143ca9c0446bebf1,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,BB EXTRA GB,2016-11,750.0
483,390c6045803d1ed237954529c0fe81a1,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,BB EXTRA GB,2016-08,6000.0
484,fa05b28af3d1339f6777444696743db6,f7e5d90e8464194308301a8f63a4678f,2a52b62c36a87cfe108b4c1f79060dc4,BB EXTRA GB,2020-07,5100.0
485,095560b001cf12d1d9cd711dcea71164,6e663c138df5e7af4e67a6101e66435f,b53ee690dd7463124b52dc53809b13c5,BB EXTRA GB,2020-04,7500.0
486,4f24578e285c562cdf9bf1a9cf8d441c,ba80542b8846e51220926f9cc65545db,ee9e80f5bfc3296f876413f7eab2b233,BB EXTRA GB,2020-07,100.0
487,dd10166ec89e9ccf6ed04b5841495a99,dd5253ea4772b427cc0e87ff6535b058,bdfc0b71edc02a021536f91cff85f00a,BB EXTRA GB,2020-07,850.0
488,d7515b0ed8141e075023da5947b714bf,06623c7ba64331f615ff83c5664b71bb,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2020-07,400.0
489,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2016-08,9750.0
490,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2016-09,750.0
491,2c012a25da7a43e193207c85cdc3cfe2,40b35b6460711a310d9471fea26da10d,01ff15c4487255c4a6c3076a6793764e,BB EXTRA GB,2017-08,1000.0
492,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2017-07,1500.0
493,c8222c339f45355fdbc2244776e7e9a1,90a256613a34fff9fa4a673439ae61bb,07f57371abaa4ffddc5b477612ea189d,BB EXTRA GB,2020-04,950.0
494,390c6045803d1ed237954529c0fe81a1,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,BB EXTRA GB,2017-04,2250.0
495,032473256f92e58743c646b84e89bf4b,59e3494948116329f4c0eb70e5363c73,217007b4c9f305b534ee6a96406263d7,BB EXTRA GB,2020-06,1500.0
496,3ce6fead610bb5ce0347510950c3e1fa,923659db0ab915e85c7c0c6aa499a0b9,760ec3b7ccf00772e69b861abc46316e,BB EXTRA GB,2017-08,1500.0
497,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2020-07,6850.0
498,79252cc9136c20db7876b2dca54ff5fb,e190bddedee7e06e29f6720ad41c53f6,15b7127daad7532484caffc10ebd916a,BB EXTRA GB,2017-05,750.0
499,9e4e70c99edf09bb3599f8a3fae28053,7b4bd250660ccde79127f217bcbf4c90,0e3f824fe8ac9bf4241bfc0d3ed64eb0,BB EXTRA GB,2017-05,250.0
500,a37d66b98e54b33a707382dc0ac905b2,2b60f8ffb99f7932ee00cdd291fb1dd5,1e18e8301408434bc3320d0db9f7d17e,BB EXTRA GB,2020-06,400.0
501,2722700c496ddd36e96aac5730d96725,733f5c3b394b6e2779e1f01f16068417,c072f6ba27866d25c37011a84c73a637,BB EXTRA GB,2017-08,750.0
502,13f19138256905524bcb7ece4c543881,4331912302921124842662df944ba046,ad0a2b08875279cb25d8afd74a681db7,BB EXTRA GB,2020-04,1025.0
503,5693fe3496dd2588d52cabe07469af1f,0e3e3cabb8b653645ad4268f318a80b8,ea80ab897faee5c372d67f28e5b47c54,BB EXTRA GB,2020-07,425.0
504,01e39b3168624dbab960441ada2e20bf,e3d71a45dab9774e00a7826fbc2fe7d3,b776a4fc58c23db1d1780077e6b38954,BB EXTRA GB,2020-06,2775.0
505,c8303f3e470481c77475e0fb7162c57b,d1d1785fd3a15a110c8749bb62452a43,4ade2d4bdaffcf91d23c254a2c18da3e,BB EXTRA GB,2016-11,750.0
506,bc569b12a7b642d268333d53528d4a89,88c14020a9be89e2432646d17ba7110d,212f98df400b90ac049561e18f4f53d9,BB EXTRA GB,2017-02,1000.0
507,58b21402ecd8a8d451958eb3a57c0e13,87f0f2a0c4ed2d05ce5279799a6fd79d,41801a841ae02d8054b9acfc8e4e8fd2,BB EXTRA GB,2017-08,250.0
508,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2017-07,750.0
509,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2017-12,5500.0
510,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2017-08,4750.0
511,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2017-08,8750.0
512,49ade664ea126c183f3fe034b581e4a2,b130cd91df3e55bb333d7d023c248e9c,b093bc0d4c7069ee4f8f47a8128d567a,BB EXTRA GB,2018-02,750.0
513,5dc39e052fb564a0b32bb49a220fe346,cba1948cc25a31637e66da0876547528,af767dc09fffd878d8375e9cafdea10d,BB EXTRA GB,2018-02,2250.0
514,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2018-05,1000.0
515,9414211324ee44a3ca810f897ee6de88,439a57bb967c988af3902e8454d634a1,6631d3f6509956982c6c7fe3d90bfee3,BB EXTRA GB,2017-11,250.0
516,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2017-10,1950.0
517,a4a28243b8f282cd18f298d9e2fab243,729e0a0a75015a8908d0989386f4454e,dcd2f80daa0b3d9f09eecd7657921048,BB EXTRA GB,2020-01,4500.0
518,282a5805478d0a54e6d47804a51856f0,21aaf0944bbc5257be10717f97c38c18,0028ee114cbf49af3da56010f4f0d528,BB EXTRA GB,2016-12,8000.0
519,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2017-11,750.0
520,5e411c13c17e851e8cdf6fbdcc10537a,0009e7e4d940c2a539b89342af07e7f1,56c79821ed59179836dd2a5d75a6fec6,BB EXTRA GB,2020-03,1200.0
521,1301bbe6d521f89a821e6ca74d9aadd3,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,BB EXTRA GB,2020-01,4700.0
522,073ccbc9d9cdf62a8cb01301bac5deeb,2ea6c5e59c02744c036fe8ff6cccfb7c,0e6536070be7f081c6c08162792b0161,BB EXTRA GB,2020-05,4500.0
523,44c7d1fc66286b0d03b6602472c79583,287cde10ae103ec451caeb0d47b7575c,0f1767cecb2a3b6f57e3e61b4c645f03,BB EXTRA GB,2019-12,850.0
524,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2017-11,2250.0
525,ea84fd3eda1b3b18b546a70b3deefb79,d3e013aa511a9cfa73d20b8c393a5fd1,8713a2fc5b45821011c4b63885ff8750,BB EXTRA GB,2020-05,1500.0
526,f4aebd215c0eed77f6f4961916f8d2d5,827760640889bb2da8a01617903bfdeb,f915b183884f8197b358c9638584531c,BB EXTRA GB,2017-11,3000.0
527,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2017-10,2250.0
528,bc569b12a7b642d268333d53528d4a89,88c14020a9be89e2432646d17ba7110d,212f98df400b90ac049561e18f4f53d9,BB EXTRA GB,2016-08,250.0
529,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2017-12,500.0
530,e3ba3b976d5d470874a95ba467ef3dd2,4b9b93f6ee97efcbef1390bc711c09fc,6bfed4d51b694a73df6edb20a3c48de0,BB EXTRA GB,2020-06,400.0
531,dfd3467366b69aa2aea32669ec6772d7,2fa6622ecc7562f51f61609def4ca952,a69741a68e174ff471dffc6b8ca3c4da,BB EXTRA GB,2017-04,250.0
532,824a453652469e1c50fc075dff70dcee,ce8d936fed762bfa12912fb18915b802,71a467201a2d56926e6f9e3b162635a5,BB EXTRA GB,2020-06,850.0
533,c602c0e381106c6e97e96c49d9ad4d29,07f51c2fd256cda27d107f7c0a19019c,72f7b19a23f02ed3a79b566837aa8055,BB EXTRA GB,2020-06,850.0
534,ea0e08378e34095bc49bdd71429dddb8,819cb6072b7f743d7a35d187956afab4,722d7d98a2238ce4770a7857c6a852e9,BB EXTRA GB,2013-05,250.0
535,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2017-12,3000.0
536,4577c98db24b8dcc16db351be7697510,890628cc09f46ecbc15e2c1a6f0d171c,623b68237410895531fad106ada36365,BB EXTRA GB,2020-06,2375.0
537,a40809d67395ab303fb8ddd8fc52aaf0,9c1b9f6d009bf32f4a978b98215763b6,7c4bd2558a57e0a2cd4655468ed5767b,BB EXTRA GB,2020-06,425.0
538,433b78b4a386f8586ca17ee400d158e1,caa83daa06128055356f727efacab0a8,8e0720cfe25ee81978ced3711d492ca6,BB EXTRA GB,2013-02,1250.0
539,1301bbe6d521f89a821e6ca74d9aadd3,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,BB EXTRA GB,2020-06,10275.0
540,1301bbe6d521f89a821e6ca74d9aadd3,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,BB EXTRA GB,2020-02,7475.0
541,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2020-06,5950.0
542,dc4c503483f5a1f677928a24476e9cf6,fc03b76767d7b230a4b5f69846dd1305,e06e06014d72e3933aa6baf9a1a7955b,BB EXTRA GB,2020-06,1875.0
543,1d92aca119edc3e39732e28c25153f3e,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,BB EXTRA GB,2020-06,4550.0
544,d285cd403f0bcedf0072777ef9a724d7,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2020-02,200.0
545,b8a9dbcf70167fc7aac477cbad2eb70d,c60b265895c30bb00c5884af76107a1c,4ef66d1ad80a92948dd797e7cef18954,BB EXTRA GB,2020-06,2650.0
546,6630b066be21daa92051f912ba20e002,1bdb808b0067543eac37a8650abfeb46,5552b4fb2e0a0abf60344a6f9a13ee04,BB EXTRA GB,2020-06,3675.0
547,0a2483147e521ef703a1028245c9f9fe,16ba7704ef69803d3d41ebde44ad1c06,f7f58f60160d44ff1205c52c8676999f,BB EXTRA GB,2020-06,850.0
548,1aea0ff517235975239259027115fcc5,93c54997547ad2ee368728bc72ab5c98,68579d281be3dd65ea65f2b9bd34e505,BB EXTRA GB,2020-06,100.0
549,b297e76d28de5a7c47e6841bcb1fb371,6c4e0622eabb0cd72da7dee9ac9e1996,3671aef12aa20d351d9e11f01ad0c956,BB EXTRA GB,2020-06,2350.0
550,8faef43693bc8464bde4f314f867a00f,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,BB EXTRA GB,2020-02,18000.0
551,b73ee597cc07ba73fd7fbbacc8a261b7,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,BB EXTRA GB,2017-11,750.0
552,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2017-11,750.0
553,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2017-11,21500.0
554,8c63a9b013f6c1ef5546d5c67402a0ff,02c47c646ce82016d2f5172114410cce,f5ca7bb2c6b8c1376e6aa49813c1cc5a,BB EXTRA GB,2017-12,750.0
555,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2013-07,250.0
556,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2020-06,23025.0
557,7903e0ec1bc1160c7a22af9f02714178,712b73dcad4ebc3ff0f74b24c6f2e9ae,8798f92b0dba1b09208fbc2fca8a490d,BB EXTRA GB,2013-07,250.0
558,9414211324ee44a3ca810f897ee6de88,439a57bb967c988af3902e8454d634a1,6631d3f6509956982c6c7fe3d90bfee3,BB EXTRA GB,2017-12,250.0
559,3103106aa4c31019c019cf7989d85614,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,BB EXTRA GB,2018-12,2250.0
560,d285cd403f0bcedf0072777ef9a724d7,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2018-12,11550.0
561,824a453652469e1c50fc075dff70dcee,ce8d936fed762bfa12912fb18915b802,71a467201a2d56926e6f9e3b162635a5,BB EXTRA GB,2019-05,750.0
562,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2018-12,1500.0
563,b73ee597cc07ba73fd7fbbacc8a261b7,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,BB EXTRA GB,2018-11,3750.0
564,d190c1dcf8fc76a8143ca9c0446bebf1,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,BB EXTRA GB,2020-03,850.0
565,5868aa409aa2f72a7d986fbb04878c32,311322c036fffd1b5b42bc4694fbe0d9,c516b4e4ccfbb1b7d66417b199087281,BB EXTRA GB,2020-03,200.0
566,01e39b3168624dbab960441ada2e20bf,e3d71a45dab9774e00a7826fbc2fe7d3,b776a4fc58c23db1d1780077e6b38954,BB EXTRA GB,2020-04,200.0
567,d5904488d8a68c479c4cba71d5ebd0b8,bc5cc066d49637aa1c7457d6a51d1995,01c0a8dc69788eab4941941651198f6d,BB EXTRA GB,2019-05,1050.0
568,15ba8ad12d3145dff9b00b79b7820dc2,3a0e07cdc0c5d3e1fdbb8bad63b62ea5,935a836a08d097dc3a727e94f2b81206,BB EXTRA GB,2019-03,750.0
569,916a1ebbc571dc3d9758c078a5069f44,e17407c2f6581dc7f32e9e3c30e6e64b,bfd6f9cc3ed23376dd9141e38f26cbe4,BB EXTRA GB,2017-11,750.0
570,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2018-09,2250.0
571,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2016-10,3750.0
572,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2016-04,1500.0
573,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2016-04,3000.0
574,073ccbc9d9cdf62a8cb01301bac5deeb,2ea6c5e59c02744c036fe8ff6cccfb7c,0e6536070be7f081c6c08162792b0161,BB EXTRA GB,2016-08,750.0
575,849884509eb379026b98c815c00f909a,e85fd21e8b6c3633b8bfe02df52072f2,536537d5fdf56a0d6be680ba8c34c314,BB EXTRA GB,2020-04,1615.0
576,1b4cb205c8cd6f6b3d9677e856f58563,2a754752a65696b63963569c4556e2c6,c5428e94e8410e8a80ea4585925fd36a,BB EXTRA GB,2020-04,425.0
577,62e20bbee85c0e807573e83468653805,62496ff582e3c0acaccd63f813530d69,76bc965e70160b5c8fabf22c6a5c70d8,BB EXTRA GB,2020-04,200.0
578,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2017-12,10500.0
579,a3ebd33b0af6f6ac33d9d21fd4c192ef,1186aaba03e18b3dda89c75d611e8116,6d0d6d4dfb0ea0c6c009870e1166c212,BB EXTRA GB,2017-02,500.0
580,9d41a198ca8035ec130979dda8ce7dd4,94220dd56ffe14ec1bf5f13045a7587d,3f2ec0594bba73601fc7ac099fc4c752,BB EXTRA GB,2020-06,100.0
581,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2020-06,14450.0
582,bce831090f88a956c436f9467d8bfbe1,6052b55ea6a81e93de9f58a167deb584,64dc5f0e7976d7f57adee9e0ad6000d3,BB EXTRA GB,2020-04,850.0
583,9bab394af0f213327f3b26885b43e77b,8110a026847f9653f264f8fb7ccda55e,8680986d02377c4ecad1b3d1e2e07ba4,BB EXTRA GB,2017-05,500.0
584,e725f095c7e944a2f398ac36e7262134,b4c9df482a91dfb58a9c3c38720c2679,a0567b6405adc7d33b75af7909526a83,BB EXTRA GB,2020-04,200.0
585,e5ed64be8cbe8f46adcfe6babcde1943,5aa809bfc2394dcfc81b889eedc5947d,cafd213f341157d8945e7e73c49a5ef0,BB EXTRA GB,2020-05,1575.0
586,56be2e09143276313dd9b3bc9898f915,9b711e39affb4e5a7a364787253d4c09,624abba7ba601dea285a759b2c284965,BB EXTRA GB,2017-02,750.0
587,760d3f065844ea93caba4861b87d093d,9d5311c379eff7df6239a6e74227138d,178b7b691f358eb22a686299a2cf44df,BB EXTRA GB,2020-05,850.0
588,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2020-07,13250.0
589,9c9602cf22dc2a3fbcdd6899fb3aebde,bdf75e0f8d6e8c10e9e8495654df21ec,7471be3948d60bbf3f81bb898082bef2,BB EXTRA GB,2020-07,2125.0
590,1b4cb205c8cd6f6b3d9677e856f58563,2a754752a65696b63963569c4556e2c6,c5428e94e8410e8a80ea4585925fd36a,BB EXTRA GB,2020-07,1275.0
591,05f14ffb7380a1332e3c0fd7d2e2a188,00126426420cdb4b1fe951ce5bb3c05a,a4481ed55c6f0a00c26bdafc171a34ea,BB EXTRA GB,2016-09,750.0
592,b9ff7c6d870b179c2b0f1b7adc0c8c77,b30b53ebc3474896e19e08b36a4f6751,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2020-07,100.0
593,a5ea86dc15a33e393a5731fd5e482afd,52e7c04d12cb33c77031760584a9586e,cc9cde6ff7e8a085c9bdcd5d870e3624,BB EXTRA GB,2020-07,5350.0
594,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2017-02,2750.0
595,916a1ebbc571dc3d9758c078a5069f44,e17407c2f6581dc7f32e9e3c30e6e64b,bfd6f9cc3ed23376dd9141e38f26cbe4,BB EXTRA GB,2017-10,750.0
596,d5904488d8a68c479c4cba71d5ebd0b8,bc5cc066d49637aa1c7457d6a51d1995,01c0a8dc69788eab4941941651198f6d,BB EXTRA GB,2020-06,1700.0
597,7e7edaa5288d425e52f61098f6b95b20,9c2f2da142c4ad4b8f24e3e3e2b93be6,04ff7dcf631c22221b26c4a3fb1e4590,BB EXTRA GB,2017-08,250.0
598,282a5805478d0a54e6d47804a51856f0,21aaf0944bbc5257be10717f97c38c18,0028ee114cbf49af3da56010f4f0d528,BB EXTRA GB,2017-05,2500.0
599,b297e76d28de5a7c47e6841bcb1fb371,6c4e0622eabb0cd72da7dee9ac9e1996,3671aef12aa20d351d9e11f01ad0c956,BB EXTRA GB,2020-07,1500.0
600,2cbcbda3ebcac1d101ea1612bb75fb36,b053bbb012c17bbc54ea279c6d9fa034,ed7232befca03d406729c77389c0360f,BB EXTRA GB,2020-07,850.0
601,a3ebd33b0af6f6ac33d9d21fd4c192ef,1186aaba03e18b3dda89c75d611e8116,6d0d6d4dfb0ea0c6c009870e1166c212,BB EXTRA GB,2018-02,500.0
602,a79acd0f0ae07b12fa7cf085a85721d8,377b852bac7b15a7d75adb2e487e85c8,592afb5ecd4a0b52bd4c29962feb511e,BB EXTRA GB,2017-10,750.0
603,a9661a00630c53dbf22461fd2baeaca9,d9b961170143b639ed40c1ec783fd8a5,37588bb60176b9a3511c81f8f79efafc,BB EXTRA GB,2020-04,1700.0
604,95d08da5227bc513d6c3433a51b68c5c,130a75d8233d72dc5dce070522818bea,dd9255113bd2889330fd040a0b3f2a6c,BB EXTRA GB,2016-07,750.0
605,1d7e2a681f0cd486e400585399ae941d,4b1f7bfd0aa9b296e1b62885043a0167,b50a884830a4b353d711446a46007f8c,BB EXTRA GB,2020-06,850.0
606,28a5e055716cbe7b8e64ee51ba617de8,c148b260600621385036a5c7c3a9b13f,ac2d3bc9459c0a6647717df6a8693c65,BB EXTRA GB,2020-07,100.0
607,2e01a667ad42b7dec9076d121401a5e5,3bde4ff74b0a8852847af576b81d4e15,1d0c00bf1627d5247d2373e0e1a58901,BB EXTRA GB,2020-06,850.0
608,6ab538cf24c36416b60d1876ac0f7554,d1de331efccb97becd19f12d17774a7a,c764c97759c84ad6ca2eea63c60b6491,BB EXTRA GB,2020-07,425.0
609,dd10166ec89e9ccf6ed04b5841495a99,dd5253ea4772b427cc0e87ff6535b058,bdfc0b71edc02a021536f91cff85f00a,BB EXTRA GB,2017-07,250.0
610,154adca91f53bf8af4618544147bdab9,668291ed17c638aaed94f99f7fdf33a5,6100520dec9c009ee526b1c518626349,BB EXTRA GB,2017-06,250.0
611,8fa50cb991042dd546a96141ec138fe6,c310c8a2a64c63c047e5c05c546aa57d,c1a88711a769e4b74af51d1c978c71e1,BB EXTRA GB,2017-08,750.0
612,b73ee597cc07ba73fd7fbbacc8a261b7,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,BB EXTRA GB,2017-12,4250.0
613,7e7edaa5288d425e52f61098f6b95b20,9c2f2da142c4ad4b8f24e3e3e2b93be6,04ff7dcf631c22221b26c4a3fb1e4590,BB EXTRA GB,2017-06,250.0
614,390c6045803d1ed237954529c0fe81a1,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,BB EXTRA GB,2016-11,3000.0
615,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2019-04,4000.0
616,6ddf2bbe52cfb2b116c0af7d6c8eadac,5d853feeb09048ff7abde29cbaa8ec51,afbd221ba37a5d89aaf0d44a472f7ce7,BB EXTRA GB,2020-04,6805.0
617,b9ff7c6d870b179c2b0f1b7adc0c8c77,b30b53ebc3474896e19e08b36a4f6751,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2020-02,850.0
618,2f6668ed9a9cb9caf702c2b70f9baac1,b8960b1f04ee62a00f6f838428ff3f49,f8835b586c7b273859bf364466528b8d,BB EXTRA GB,2020-04,200.0
619,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2020-02,425.0
620,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2019-02,39000.0
621,853bf6c8bd7369b8063dbada51f5961d,317d85dea9d40aa4ab874731fd56b82f,24aa6cc17ae3342319dafdd9c059d565,BB EXTRA GB,2020-07,100.0
622,fbfeb5f9c94ceed16035be418aadb06c,5bacfb2cce2c7b3de15a2a6abed7ab81,aff590723ef5dfc5825c3f83baa8a72e,BB EXTRA GB,2020-04,810.0
623,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2019-02,250.0
624,e3f9dc2c115e3c393ca7b856fef540fe,365e4d4f6d27f2618dcc8b09eab41d92,cef4f6a129fc1cc2672eff28027bb4fc,BB EXTRA GB,2020-02,700.0
625,5dc39e052fb564a0b32bb49a220fe346,cba1948cc25a31637e66da0876547528,af767dc09fffd878d8375e9cafdea10d,BB EXTRA GB,2019-10,850.0
626,032473256f92e58743c646b84e89bf4b,59e3494948116329f4c0eb70e5363c73,217007b4c9f305b534ee6a96406263d7,BB EXTRA GB,2020-07,1500.0
627,58b21402ecd8a8d451958eb3a57c0e13,87f0f2a0c4ed2d05ce5279799a6fd79d,41801a841ae02d8054b9acfc8e4e8fd2,BB EXTRA GB,2020-04,400.0
628,f20faf7a2ee246cbcd427f21d883cea4,39c732d59a382683b146228fd887f34d,8eedf5ccbccb29b1c3ebfc7e2a7d4221,BB EXTRA GB,2019-05,9000.0
629,b8cf14a0e2d62badfdb44fdc03a5f512,6b2ff61c75c1d6e3d395ac781d4c45eb,99039bad828d9b5d423874e0cff39a28,BB EXTRA GB,2019-04,750.0
630,1301bbe6d521f89a821e6ca74d9aadd3,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,BB EXTRA GB,2019-01,9000.0
631,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2019-05,10500.0
632,4032ab9f6daed73e0043d9fdd5e9eaa8,2740366fe8e8525e4734076ed2c55b74,1f50de6d328d488329a8dad115ba253f,BB EXTRA GB,2020-04,200.0
