,event_source.hash,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,VAS,Month_Subscribed,Rental
1082,ab3a96f256b30824dc1f7a4611608f69,81b794726ed4bcf61fd0f0e058242058,e27754fd724a53f18e8ce79fc6744370,BB EXTRA GB,2017-07,500.0
1083,,38119c23796467cc2d581d10fba0f7e0,,BB EXTRA GB,2017-07,1500.0
1084,5e6721196ea9f23c527c1cb1a6c7695c,6ff32ebc06fd38e48423d007289a5841,8796fa67dcc0795dcf4e287404b894ef,BB EXTRA GB,2017-06,750.0
1085,073ccbc9d9cdf62a8cb01301bac5deeb,2ea6c5e59c02744c036fe8ff6cccfb7c,0e6536070be7f081c6c08162792b0161,BB EXTRA GB,2018-12,1500.0
1086,d190c1dcf8fc76a8143ca9c0446bebf1,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,BB EXTRA GB,2016-10,750.0
1087,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2016-07,3500.0
1088,282a5805478d0a54e6d47804a51856f0,21aaf0944bbc5257be10717f97c38c18,0028ee114cbf49af3da56010f4f0d528,BB EXTRA GB,2017-08,1750.0
1089,2cbcbda3ebcac1d101ea1612bb75fb36,b053bbb012c17bbc54ea279c6d9fa034,ed7232befca03d406729c77389c0360f,BB EXTRA GB,2017-06,750.0
1090,413e29dc39d9736dc58ab52fbc1d9c41,72308329e159eba3d54bbcff04af13af,b88ccde585662a12c851ee9deb63deda,BB EXTRA GB,2017-02,250.0
1091,4729778cf3e88fe732f5a1a11cb1a8b8,c9f69a0a7e406a2f9dea950eef66fd01,17f1eeda57e1fb21ee99cccfdb74d078,BB EXTRA GB,2016-09,250.0
1092,d30b70fe79517935dac52d65e5c060d9,f82988e91a4bf7836b6ae8dd3cc299a8,2cde47b934970c9288d1f2787446239c,BB EXTRA GB,2017-01,2250.0
1093,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2016-12,13500.0
1094,1d92aca119edc3e39732e28c25153f3e,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,BB EXTRA GB,2016-03,1000.0
1095,2c012a25da7a43e193207c85cdc3cfe2,40b35b6460711a310d9471fea26da10d,01ff15c4487255c4a6c3076a6793764e,BB EXTRA GB,2017-11,1250.0
1096,fd4e6131d35294db04e27fae958c0dd2,38b2614973f3729c7c0afcf96f3e6657,c66d29463366bae43ed36e287f3dc359,BB EXTRA GB,2017-09,250.0
1097,2f6668ed9a9cb9caf702c2b70f9baac1,b8960b1f04ee62a00f6f838428ff3f49,f8835b586c7b273859bf364466528b8d,BB EXTRA GB,2020-06,300.0
1098,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2017-09,750.0
1099,a364c4d05d5246a79cc182e203df9255,1295ad1df424158c24452be25504ee28,d0b565dbeab5f3f129b74384750a9176,BB EXTRA GB,2020-06,200.0
1100,d5904488d8a68c479c4cba71d5ebd0b8,bc5cc066d49637aa1c7457d6a51d1995,01c0a8dc69788eab4941941651198f6d,BB EXTRA GB,2017-12,2250.0
1101,a79acd0f0ae07b12fa7cf085a85721d8,377b852bac7b15a7d75adb2e487e85c8,592afb5ecd4a0b52bd4c29962feb511e,BB EXTRA GB,2019-04,750.0
1102,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2013-07,3500.0
1103,fa0c8ed6e92cef355b0e22b8223344e3,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,BB EXTRA GB,2013-05,250.0
1104,fa05b28af3d1339f6777444696743db6,f7e5d90e8464194308301a8f63a4678f,2a52b62c36a87cfe108b4c1f79060dc4,BB EXTRA GB,2020-06,4250.0
1105,bc569b12a7b642d268333d53528d4a89,88c14020a9be89e2432646d17ba7110d,212f98df400b90ac049561e18f4f53d9,BB EXTRA GB,2016-11,500.0
1106,aad76121b55e6f6eb506fe8736d1a6a2,d25d1595fd89a9968cec18a7a75bf059,89dc6c61cdccc0e027437ef3ab3baeb7,BB EXTRA GB,2017-04,250.0
1107,a0dbc62d46691cc5bcbb1fba05af06e7,78c4087043a3a66683e2d4fe45bdc910,424438db85bb009c33a929acc87f6a5e,BB EXTRA GB,2017-08,3750.0
1108,760d3f065844ea93caba4861b87d093d,9d5311c379eff7df6239a6e74227138d,178b7b691f358eb22a686299a2cf44df,BB EXTRA GB,2020-07,1275.0
1109,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2018-01,2250.0
1110,5693fe3496dd2588d52cabe07469af1f,0e3e3cabb8b653645ad4268f318a80b8,ea80ab897faee5c372d67f28e5b47c54,BB EXTRA GB,2017-05,750.0
1111,2648f85fb293834e39325dd19b9157bb,e0760f53a2674153062261e224db3f3f,29d716405f7899e4dc63283c82a074ea,BB EXTRA GB,2020-04,1475.0
1112,7903e0ec1bc1160c7a22af9f02714178,712b73dcad4ebc3ff0f74b24c6f2e9ae,8798f92b0dba1b09208fbc2fca8a490d,BB EXTRA GB,2013-06,500.0
1113,541be7dd062746c12924c11410ce3a95,3e22148c54ddd8e19c3fdbf7c3dce200,75a384c0d769fc0744dd5b5faa8e6243,BB EXTRA GB,2020-04,1275.0
1114,7fc1fa9e4b7b01416563db4d1a1431e9,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,BB EXTRA GB,2020-04,200.0
1115,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2017-05,2250.0
1116,2c012a25da7a43e193207c85cdc3cfe2,40b35b6460711a310d9471fea26da10d,01ff15c4487255c4a6c3076a6793764e,BB EXTRA GB,2017-10,500.0
1117,fd4e6131d35294db04e27fae958c0dd2,38b2614973f3729c7c0afcf96f3e6657,c66d29463366bae43ed36e287f3dc359,BB EXTRA GB,2017-04,500.0
1118,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2017-05,750.0
1119,e9675ccb6f64b51e89e6d6720937445a,066323e15583647d5102a831aa53aba7,e25162db438675b3c70e1bc9010a03f5,BB EXTRA GB,2017-07,3000.0
1120,9bab394af0f213327f3b26885b43e77b,8110a026847f9653f264f8fb7ccda55e,8680986d02377c4ecad1b3d1e2e07ba4,BB EXTRA GB,2017-08,500.0
1121,dae1f87bde16b28980f1cd66e81cb9e2,8a91df1e337940cbe19866dcca2f48ca,47123b8bd3e368564c85ce3bea42fe05,BB EXTRA GB,2020-07,200.0
1122,a40809d67395ab303fb8ddd8fc52aaf0,9c1b9f6d009bf32f4a978b98215763b6,7c4bd2558a57e0a2cd4655468ed5767b,BB EXTRA GB,2020-07,935.0
1123,4032ab9f6daed73e0043d9fdd5e9eaa8,2740366fe8e8525e4734076ed2c55b74,1f50de6d328d488329a8dad115ba253f,BB EXTRA GB,2020-07,850.0
1124,5e6721196ea9f23c527c1cb1a6c7695c,6ff32ebc06fd38e48423d007289a5841,8796fa67dcc0795dcf4e287404b894ef,BB EXTRA GB,2019-06,425.0
1125,8fa50cb991042dd546a96141ec138fe6,c310c8a2a64c63c047e5c05c546aa57d,c1a88711a769e4b74af51d1c978c71e1,BB EXTRA GB,2017-12,750.0
1126,d5904488d8a68c479c4cba71d5ebd0b8,bc5cc066d49637aa1c7457d6a51d1995,01c0a8dc69788eab4941941651198f6d,BB EXTRA GB,2020-07,2775.0
1127,4577c98db24b8dcc16db351be7697510,890628cc09f46ecbc15e2c1a6f0d171c,623b68237410895531fad106ada36365,BB EXTRA GB,2020-07,3075.0
1128,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2016-12,3000.0
1129,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2019-06,23905.0
1130,1d92aca119edc3e39732e28c25153f3e,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,BB EXTRA GB,2019-06,3545.0
1131,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2017-08,750.0
1132,ea0e08378e34095bc49bdd71429dddb8,819cb6072b7f743d7a35d187956afab4,722d7d98a2238ce4770a7857c6a852e9,BB EXTRA GB,2016-12,1500.0
1133,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2016-06,1250.0
1134,6ddf2bbe52cfb2b116c0af7d6c8eadac,5d853feeb09048ff7abde29cbaa8ec51,afbd221ba37a5d89aaf0d44a472f7ce7,BB EXTRA GB,2019-07,100.0
1135,fd4e6131d35294db04e27fae958c0dd2,38b2614973f3729c7c0afcf96f3e6657,c66d29463366bae43ed36e287f3dc359,BB EXTRA GB,2018-10,750.0
1136,5e6721196ea9f23c527c1cb1a6c7695c,6ff32ebc06fd38e48423d007289a5841,8796fa67dcc0795dcf4e287404b894ef,BB EXTRA GB,2018-07,1150.0
1137,f6b26042c553980b980c65fa17863e48,5fe6167e991cf9e66f99d5e65b725fa1,669a7bfa719dd0c7b73d9d6d8eef315b,BB EXTRA GB,2017-07,750.0
1138,b4d246f8c5456815e8eeff6f0c35ae6f,6a7b77939ce62248df1dafc155d02a97,0c1369bf858de00ff42f62c3a121be16,BB EXTRA GB,2020-04,425.0
1139,2e9071894a55e63338baaf062b9f2ae7,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,BB EXTRA GB,2018-08,9000.0
1140,6d6e2d267cbe224bcfc65944f2634792,c8b54b39bd3792cff8fa2019c253ec24,08751f943660b2161cd916e765a6253a,BB EXTRA GB,2019-06,425.0
1141,58b21402ecd8a8d451958eb3a57c0e13,87f0f2a0c4ed2d05ce5279799a6fd79d,41801a841ae02d8054b9acfc8e4e8fd2,BB EXTRA GB,2019-07,200.0
1142,fa0c8ed6e92cef355b0e22b8223344e3,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,BB EXTRA GB,2016-08,3750.0
1143,b73ee597cc07ba73fd7fbbacc8a261b7,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,BB EXTRA GB,2016-08,7750.0
1144,d053977426d720e8811915b5bb1c9310,01d4aea4b4e156705a9ff94e699e5aa3,0ff1da035df5338a6400f0b6638314d2,BB EXTRA GB,2017-06,250.0
1145,e9675ccb6f64b51e89e6d6720937445a,066323e15583647d5102a831aa53aba7,e25162db438675b3c70e1bc9010a03f5,BB EXTRA GB,2019-10,9000.0
1146,ef7893260e3f3f1d6b7b350d2c4d7597,9cce11d3fb4e2be8a4f836907220e850,6c8abeb6dd66eed51f8a628072c53ee7,BB EXTRA GB,2019-10,200.0
1147,12dbf30cc8c4b49054b4032401ccdece,14c0d047585a207b95283ef5a8e92183,e185a8eee2a063a1a3f6699874537344,BB EXTRA GB,2016-07,750.0
1148,3ce6fead610bb5ce0347510950c3e1fa,923659db0ab915e85c7c0c6aa499a0b9,760ec3b7ccf00772e69b861abc46316e,BB EXTRA GB,2018-07,2500.0
1149,dd10166ec89e9ccf6ed04b5841495a99,dd5253ea4772b427cc0e87ff6535b058,bdfc0b71edc02a021536f91cff85f00a,BB EXTRA GB,2017-08,750.0
1150,56be2e09143276313dd9b3bc9898f915,9b711e39affb4e5a7a364787253d4c09,624abba7ba601dea285a759b2c284965,BB EXTRA GB,2016-12,750.0
1151,5dc39e052fb564a0b32bb49a220fe346,cba1948cc25a31637e66da0876547528,af767dc09fffd878d8375e9cafdea10d,BB EXTRA GB,2019-07,850.0
1152,71afaddb9d453efa0b7ef86df18b4588,0fa1d2aeb386d52b8fb4b545f3d28b5d,1e108ee6766364edc543458ce876462f,BB EXTRA GB,2019-07,200.0
1153,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2019-10,425.0
1154,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2016-09,750.0
1155,1cfcbbd580a549f8a979386aa2d7eedf,d486a40aae141a60f6431e1d0e3a99dc,5e101ff6841f82a9df24635d27c4144f,BB EXTRA GB,2019-10,1445.0
1156,8fa50cb991042dd546a96141ec138fe6,c310c8a2a64c63c047e5c05c546aa57d,c1a88711a769e4b74af51d1c978c71e1,BB EXTRA GB,2019-09,425.0
1157,6e591863b5992b27fb404843582c6b31,8894fe0208a0251fb645b953cdec93fc,b33d4fd5c08c2e1f67eb103c2fd5a12d,BB EXTRA GB,2019-08,300.0
1158,8faef43693bc8464bde4f314f867a00f,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,BB EXTRA GB,2019-09,1500.0
1159,7b4bd18c25d505f1158b10f9b6dee8a2,b9a3c0c50d4d15474e8ca0ea71ccc4cb,079c62b4df4fda95d55f2c73a7e4ba9e,BB EXTRA GB,2019-09,100.0
1160,d930636daa1bb9682b64d2decb2345ef,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2019-07,200.0
1161,073ccbc9d9cdf62a8cb01301bac5deeb,2ea6c5e59c02744c036fe8ff6cccfb7c,0e6536070be7f081c6c08162792b0161,BB EXTRA GB,2020-04,8550.0
1162,6ddf2bbe52cfb2b116c0af7d6c8eadac,5d853feeb09048ff7abde29cbaa8ec51,afbd221ba37a5d89aaf0d44a472f7ce7,BB EXTRA GB,2019-03,2250.0
1163,d930636daa1bb9682b64d2decb2345ef,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2019-01,6900.0
1164,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2016-11,5550.0
1165,8fa50cb991042dd546a96141ec138fe6,c310c8a2a64c63c047e5c05c546aa57d,c1a88711a769e4b74af51d1c978c71e1,BB EXTRA GB,2019-10,100.0
1166,1301bbe6d521f89a821e6ca74d9aadd3,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,BB EXTRA GB,2019-10,525.0
1167,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2019-01,42750.0
1168,fa05b28af3d1339f6777444696743db6,f7e5d90e8464194308301a8f63a4678f,2a52b62c36a87cfe108b4c1f79060dc4,BB EXTRA GB,2019-07,2835.0
1169,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2019-07,19445.0
1170,6708d890136d1a491349a38fee0d9c90,bf24bb4d16276ef6161e3e8f3435f975,20c01068f7dc1a6a31ebc638437a0780,BB EXTRA GB,2020-04,625.0
1171,79252cc9136c20db7876b2dca54ff5fb,e190bddedee7e06e29f6720ad41c53f6,15b7127daad7532484caffc10ebd916a,BB EXTRA GB,2020-04,2210.0
1172,fa05b28af3d1339f6777444696743db6,f7e5d90e8464194308301a8f63a4678f,2a52b62c36a87cfe108b4c1f79060dc4,BB EXTRA GB,2019-08,2380.0
1173,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2016-07,3000.0
1174,6ddf2bbe52cfb2b116c0af7d6c8eadac,5d853feeb09048ff7abde29cbaa8ec51,afbd221ba37a5d89aaf0d44a472f7ce7,BB EXTRA GB,2017-03,1250.0
1175,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2018-06,15750.0
1176,e27efc248ee2433fdeb99674f3c2d234,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,BB EXTRA GB,2019-02,5400.0
1177,2f6668ed9a9cb9caf702c2b70f9baac1,b8960b1f04ee62a00f6f838428ff3f49,f8835b586c7b273859bf364466528b8d,BB EXTRA GB,2016-07,750.0
1178,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2016-10,250.0
1179,d053977426d720e8811915b5bb1c9310,01d4aea4b4e156705a9ff94e699e5aa3,0ff1da035df5338a6400f0b6638314d2,BB EXTRA GB,2019-03,750.0
1180,b8cf14a0e2d62badfdb44fdc03a5f512,6b2ff61c75c1d6e3d395ac781d4c45eb,99039bad828d9b5d423874e0cff39a28,BB EXTRA GB,2018-06,500.0
1181,f309fe61d5cb7f33b20b273e7885a94d,a4ace850f2dd3b34c4f16ae6174a5603,adbc322bfa8580deac8b10caed3f41e8,BB EXTRA GB,2013-05,500.0
1182,7ae240b62cca05b9ab0af678122e7e5c,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,BB EXTRA GB,2019-09,21000.0
1183,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2018-10,3000.0
1184,8eb331012e734d80ff7d4448f34b5a8a,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2018-08,1500.0
1185,9889bc1f5c6753bac3b8506af471a706,708ec595df8a31e818ec6b58bbb7ace8,062dea8621dcacddb518ee759b14fb82,BB EXTRA GB,2013-01,250.0
1186,e27efc248ee2433fdeb99674f3c2d234,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,BB EXTRA GB,2018-10,10800.0
1187,acd2608c00fbaccd9bd33ceebd0464d7,7d6779b49216f67979b3fadaff334d0c,c18da7cb82f34e63ec5a029679369501,BB EXTRA GB,2018-10,250.0
1188,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2018-07,500.0
1189,a79acd0f0ae07b12fa7cf085a85721d8,377b852bac7b15a7d75adb2e487e85c8,592afb5ecd4a0b52bd4c29962feb511e,BB EXTRA GB,2017-06,750.0
1190,2c012a25da7a43e193207c85cdc3cfe2,40b35b6460711a310d9471fea26da10d,01ff15c4487255c4a6c3076a6793764e,BB EXTRA GB,2019-06,4250.0
1191,1d92aca119edc3e39732e28c25153f3e,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,BB EXTRA GB,2016-08,1500.0
1192,390c6045803d1ed237954529c0fe81a1,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,BB EXTRA GB,2019-10,510.0
1193,ac6048504c32ef6b448228ffec45e674,87f575e03fb0adef0f7bce5ca81568bc,e43568eeaf583b3108d612ff930d9c70,BB EXTRA GB,2018-11,250.0
1194,b2352378b5c0d7d9fb298035b5011737,59600c518e06137a7cfce173bb795123,4623a645e642b67c256cb4b70403d6f9,BB EXTRA GB,2019-06,7500.0
1195,916a1ebbc571dc3d9758c078a5069f44,e17407c2f6581dc7f32e9e3c30e6e64b,bfd6f9cc3ed23376dd9141e38f26cbe4,BB EXTRA GB,2016-09,250.0
1196,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2017-06,3000.0
1197,6ddf2bbe52cfb2b116c0af7d6c8eadac,5d853feeb09048ff7abde29cbaa8ec51,afbd221ba37a5d89aaf0d44a472f7ce7,BB EXTRA GB,2019-10,425.0
1198,08b322a127442a8e67800406c6d5052e,8658c02a6c33e55aacae43cbecc18b3f,83d9246afc331e24f09ffaeb4ad6ba0a,BB EXTRA GB,2019-09,6000.0
1199,282a5805478d0a54e6d47804a51856f0,21aaf0944bbc5257be10717f97c38c18,0028ee114cbf49af3da56010f4f0d528,BB EXTRA GB,2016-07,2000.0
1200,e3ba3b976d5d470874a95ba467ef3dd2,4b9b93f6ee97efcbef1390bc711c09fc,6bfed4d51b694a73df6edb20a3c48de0,BB EXTRA GB,2019-10,425.0
1201,7fc1fa9e4b7b01416563db4d1a1431e9,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,BB EXTRA GB,2019-09,850.0
1202,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2016-09,1200.0
1203,1cfcbbd580a549f8a979386aa2d7eedf,d486a40aae141a60f6431e1d0e3a99dc,5e101ff6841f82a9df24635d27c4144f,BB EXTRA GB,2017-05,750.0
1204,d41d8cd98f00b204e9800998ecf8427e,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,BB EXTRA GB,2017-09,4500.0
1205,90dd0158ebdfda20398ccf7a4ea29e5d,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,BB EXTRA GB,2019-07,3850.0
1206,74aa26e1eb1ed76902607c83f97f7c87,95671f9600064798e6af7dfcef8f65a2,9d32f0910bcb70e0994f9618be5842bb,BB EXTRA GB,2017-05,750.0
1207,d930636daa1bb9682b64d2decb2345ef,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,BB EXTRA GB,2019-09,100.0
1208,15094d516ea903fce925fc97624f86cd,214cbb1651fa329cf02ef1821fc0e44e,5852e0a1ad6e7205aa85b0857cc29311,BB EXTRA GB,2019-08,500.0
1209,749dd0c2742e457e58e81ee0d417721f,c0b9b69c2eec99a771c4fd592e2ac17c,baea864a9079e65379b91212d576b133,BB EXTRA GB,2017-01,750.0
1210,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2017-02,750.0
1211,ea0e08378e34095bc49bdd71429dddb8,819cb6072b7f743d7a35d187956afab4,722d7d98a2238ce4770a7857c6a852e9,BB EXTRA GB,2019-11,425.0
1212,2e9071894a55e63338baaf062b9f2ae7,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,BB EXTRA GB,2019-01,10800.0
1213,d285cd403f0bcedf0072777ef9a724d7,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2019-07,1275.0
1214,b9ff7c6d870b179c2b0f1b7adc0c8c77,b30b53ebc3474896e19e08b36a4f6751,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2019-07,425.0
1215,9bab394af0f213327f3b26885b43e77b,8110a026847f9653f264f8fb7ccda55e,8680986d02377c4ecad1b3d1e2e07ba4,BB EXTRA GB,2016-05,500.0
1216,7b6e713b5240ff4fbadd86319a3e762c,e257f27f4e1bf2d3feaaa905164d60ab,14b09e2a0a0f3434e0f9b3b4f26a8b19,BB EXTRA GB,2016-06,250.0
1217,74aa26e1eb1ed76902607c83f97f7c87,95671f9600064798e6af7dfcef8f65a2,9d32f0910bcb70e0994f9618be5842bb,BB EXTRA GB,2020-04,200.0
1218,d285cd403f0bcedf0072777ef9a724d7,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,BB EXTRA GB,2019-08,2750.0
1219,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2017-05,250.0
1220,e9675ccb6f64b51e89e6d6720937445a,066323e15583647d5102a831aa53aba7,e25162db438675b3c70e1bc9010a03f5,BB EXTRA GB,2017-05,12000.0
1221,919ba5f18ce708afcd4f545150021b0e,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,BB EXTRA GB,2018-07,9750.0
1222,16470e8abcff03f45c4b0dcab6290d85,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,BB EXTRA GB,2018-07,2500.0
1223,a9661a00630c53dbf22461fd2baeaca9,d9b961170143b639ed40c1ec783fd8a5,37588bb60176b9a3511c81f8f79efafc,BB EXTRA GB,2016-09,750.0
1224,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2017-10,750.0
1225,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2019-08,500.0
1226,390c6045803d1ed237954529c0fe81a1,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,BB EXTRA GB,2017-08,7500.0
1227,33f5989a2d716d9633091411dea73d7e,511d783a0c9fb3a1a53232bfb501e0fa,3aa02ff417a46d29933bac57eb9b7863,BB EXTRA GB,2020-04,625.0
1228,61c9d66c0f3a8643352c6c5fb21b1982,ab608dcb7ae6ba13441cc05cd94dc572,ee1aaf041d1f095bccc38bc261119b1a,BB EXTRA GB,2019-10,1500.0
1229,1b4cb205c8cd6f6b3d9677e856f58563,2a754752a65696b63963569c4556e2c6,c5428e94e8410e8a80ea4585925fd36a,BB EXTRA GB,2019-03,750.0
1230,dae260cdb5f4b4ac637c62e7f378bf05,6f5a50d14f88a8bbed200d30e65ddf20,56bcfc6b190063f24de1a57267a8054c,BB EXTRA GB,2020-04,1050.0
1231,56be2e09143276313dd9b3bc9898f915,9b711e39affb4e5a7a364787253d4c09,624abba7ba601dea285a759b2c284965,BB EXTRA GB,2019-03,2000.0
1232,13f19138256905524bcb7ece4c543881,4331912302921124842662df944ba046,ad0a2b08875279cb25d8afd74a681db7,BB EXTRA GB,2019-10,300.0
1233,64c4801b8e54f160cb55485ea4749b53,26fa4a17cd478fcf33c1abb76c473b4b,ffaa60899d991e95b0a42a4a780d0678,BB EXTRA GB,2020-05,4500.0
1234,bc9c16ee7a7287c73295e562775e5588,2b1f1161870583f0b5280e0c5d629c78,f8ba36bf0b0f8910475d26769ff2fea5,BB EXTRA GB,2020-05,850.0
1235,5693fe3496dd2588d52cabe07469af1f,0e3e3cabb8b653645ad4268f318a80b8,ea80ab897faee5c372d67f28e5b47c54,BB EXTRA GB,2019-03,2000.0
1236,0337f10cd6d707ca500d10a3ac3c2736,15d49615ea4b0ad7572e8d10667d23cc,42e3a2df5018eb17a4b950e2308a1c64,BB EXTRA GB,2017-01,1000.0
1237,5e6721196ea9f23c527c1cb1a6c7695c,6ff32ebc06fd38e48423d007289a5841,8796fa67dcc0795dcf4e287404b894ef,BB EXTRA GB,2019-08,425.0
1238,02e1927126eb0391bc6fb78113ea5525,d284e1191d20b572d37e0d3eaff43e3b,61c79ead1ea5eb6b1b982738e065578d,BB EXTRA GB,2020-04,1275.0
