user,package,rating,prediction
0.0,0.0,0.0,0.03004651194020036
0.0,0.0,0.0,0.013286767339993177
0.0,0.0,0.0,0.025061596678950193
0.0,0.0,0.0,-0.018229139957963936
0.0,0.0,0.0,0.015423774418384384
0.0,0.0,0.0,0.013386506943025012
0.0,0.0,0.0,-0.06703596000124278
0.0,0.0,0.0,-0.003946348582553272
0.0,0.0,0.0,-0.007938365990770122
0.0,0.0,0.0,-0.04001591308970964
0.0,0.0,0.0,-0.046186103632236755
0.0,0.0,0.0,0.01713299804576085
0.0,0.0,0.0,-0.08068257762404085
0.0,0.0,0.0,-0.03740247906104728
0.0,0.0,0.0,-0.01592067012110393
0.0,0.0,0.0,-0.013156757964619958
0.0,0.0,0.0,0.0028397005008247156
0.0,0.0,0.0,-0.014213878828799209
0.0,0.0,0.0,-0.09115529549013979
0.0,0.0,0.0,-0.003917847681245201
0.0,0.0,0.0,0.009602806159500044
0.0,0.0,0.0,0.008964508301981283
0.0,0.0,0.0,-0.030576875969563454
0.0,0.0,0.0,-0.011720136330257341
0.0,0.0,0.0,-0.0004985782445399156
0.0,0.0,0.0,-0.017876734676863126
0.0,0.0,0.0,0.02296141351401132
0.0,0.0,0.0,0.01125001515081453
0.0,0.0,0.0,0.03117496758100545
0.0,0.0,0.0,0.007435081256283477
0.0,0.0,0.0,0.027058211428961892
0.0,0.0,0.0,-0.023438641594161896
0.0,0.0,0.0,-0.0054169935495559166
0.0,0.0,0.0,0.06280166849818664
0.0,0.0,0.0,0.016090197902840775
0.0,0.0,0.0,0.03739201338769271
0.0,0.0,0.0,0.024156671682479175
0.0,0.0,0.0,0.029561124137250955
0.0,0.0,0.0,0.02095961612284064
0.0,0.0,0.0,-0.013488672786447442
0.0,0.0,0.0,-0.02110627955653621
0.0,0.0,0.0,-0.032417310548413014
0.0,0.0,0.0,0.00108428839594793
0.0,0.0,0.0,-0.008220316629761554
0.0,0.0,0.0,-0.009990858282854925
0.0,0.0,0.0,0.015745895689874
0.0,0.0,0.0,0.014443506034013565
0.0,0.0,0.0,0.312255304218758
0.0,0.0,0.0,0.01745087412448937
0.0,0.0,0.0,0.03589395484566581
0.0,0.0,0.0,0.024058364655470427
0.0,0.0,0.0,0.004101437304464828
0.0,0.0,0.0,-0.01179728742295505
0.0,0.0,0.0,-0.008499442188411921
0.0,0.0,0.0,-0.0059609642115909245
0.0,0.0,0.0,-0.008353463206630496
0.0,0.0,0.0,-0.013813146410997262
0.0,0.0,0.0,0.007929747039728374
0.0,0.0,0.0,-0.03522531776783788
0.0,0.0,0.0,0.024969019068800058
0.0,0.0,0.0,-0.017073826567779865
0.0,0.0,0.0,0.024078379381826442
0.0,0.0,0.0,-0.057516856478406264
0.0,0.0,0.0,-0.05675411323633961
0.0,0.0,0.0,0.062378935404488856
0.0,0.0,0.0,0.01983462783989609
0.0,0.0,0.0,-0.0029849710563671916
0.0,0.0,0.0,-0.023393013695215237
0.0,0.0,0.0,0.014456365909078644
0.0,0.0,0.0,-0.029889060751350116
0.0,0.0,0.0,0.01964272795384636
0.0,0.0,0.0,0.04246147661864426
0.0,0.0,0.0,-0.027164710057083985
0.0,0.0,0.0,0.06956719413878484
0.0,0.0,0.0,0.016770782879394375
0.0,0.0,0.0,0.025112906725555773
0.0,0.0,0.0,-0.006563123439318641
0.0,0.0,0.0,-0.026936637501291494
0.0,0.0,0.0,0.03444020971500042
0.0,0.0,0.0,-0.018461245021885064
0.0,0.0,0.0,0.015096434497896272
0.0,0.0,0.0,-0.033082580994093974
0.0,0.0,0.0,0.02049729477377532
0.0,0.0,0.0,-0.07339539686625773
0.0,0.0,0.0,-0.0012735464498462856
0.0,0.0,0.0,0.020605441960733883
0.0,0.0,0.0,0.07661222971876526
0.0,0.0,0.0,-0.8184433754463502
0.0,0.0,0.0,0.025193852450015042
0.0,0.0,0.0,0.036396466819473006
0.0,0.0,0.0,0.00868064428984458
0.0,0.0,0.0,0.01884155133188002
0.0,0.0,0.0,0.05741684254299982
0.0,0.0,0.0,-0.014006234351786384
0.0,0.0,0.0,0.006676303224274635
0.0,0.0,0.0,-0.028513139225352147
0.0,0.0,0.0,0.004702504634697624
0.0,0.0,0.0,-0.0013054968477022033
0.0,0.0,0.0,0.3035914961035825
0.0,0.0,0.0,-0.0011748827336744982
0.0,0.0,0.0,-0.008111473733235008
0.0,0.0,0.0,-0.0016937764976334146
0.0,0.0,0.0,-0.0065803606135618475
0.0,0.0,0.0,0.018328378178146365
0.0,0.0,0.0,0.012060895497275126
0.0,0.0,0.0,0.009718873892413132
0.0,0.0,0.0,0.047470471715701526
