user,package,rating,prediction
0.0,0.0,0.0,0.009578803316226292
1.0,0.0,0.0,-0.016931210865067214
0.0,0.0,1.0,0.9812271037445064
1.0,0.0,0.0,-0.13061069385513147
0.0,0.0,0.0,0.004285869909816498
0.0,0.0,1.0,0.9585191085248357
0.0,0.0,0.0,-0.04410642695310951
1.0,0.0,0.0,-0.00924499815575075
0.0,0.0,0.0,0.0002479754210442664
0.0,0.0,1.0,0.9869016835582181
0.0,0.0,1.0,0.9825083757642572
0.0,0.0,1.0,1.023639274838673
0.0,0.0,1.0,0.9960896446594942
0.0,0.0,0.0,0.02060732826383571
0.0,0.0,1.0,0.994354226785493
0.0,1.0,0.0,0.004148489264127697
0.0,0.0,0.0,0.010366913381268716
0.0,0.0,1.0,0.9649543478807256
0.0,0.0,1.0,1.006512575713324
0.0,0.0,1.0,1.0410593393820498
0.0,0.0,1.0,1.0105226934851146
0.0,0.0,1.0,0.978583481270948
1.0,0.0,0.0,-0.021499071557078864
0.0,0.0,0.0,-0.01475254523272973
0.0,1.0,0.0,-0.0017881217234920754
0.0,0.0,1.0,0.99686602645391
1.0,0.0,0.0,0.1542502688977736
1.0,0.0,0.0,0.01267268230894647
0.0,0.0,1.0,0.9790702427141889
1.0,0.0,0.0,0.011662137407830286
0.0,0.0,1.0,0.852497390618792
0.0,0.0,1.0,0.9593153901661049
0.0,0.0,0.0,-0.12986581588094737
0.0,0.0,1.0,0.9925149147841612
0.0,0.0,1.0,0.9060352670849552
1.0,0.0,0.0,-0.0013970580775328756
0.0,0.0,1.0,0.9735567824363329
0.0,0.0,1.0,0.9830589613886667
0.0,0.0,0.0,-0.02431431252111249
0.0,0.0,1.0,0.9840075319115651
0.0,0.0,1.0,0.9882007360751186
0.0,0.0,1.0,0.9750988791890638
1.0,0.0,0.0,0.15980169680155054
0.0,0.0,1.0,0.9866044220881482
0.0,0.0,1.0,0.9955927291486768
0.0,0.0,1.0,0.9522886454616524
0.0,0.0,0.0,-0.03887395359285328
0.0,0.0,0.0,-0.007300674967877008
0.0,0.0,1.0,1.0100277591117477
0.0,1.0,0.0,0.02996274110264263
0.0,0.0,1.0,0.967062455784168
0.0,0.0,0.0,0.014715031714103155
0.0,0.0,1.0,0.9961523553941971
0.0,0.0,0.0,0.014954090828672939
0.0,1.0,0.0,-0.04111462983189895
1.0,0.0,0.0,0.08060316383463029
0.0,0.0,1.0,1.0432705949768142
0.0,0.0,1.0,0.9970195108182627
0.0,0.0,1.0,0.9824457447646244
0.0,0.0,1.0,0.9193874993676321
0.0,0.0,1.0,0.9722794478777246
0.0,0.0,0.0,0.020031784062036095
0.0,0.0,1.0,1.028492662211466
0.0,0.0,0.0,0.04887812725431662
0.0,0.0,0.0,0.0067262487637353985
0.0,0.0,1.0,0.9967114274471198
1.0,0.0,0.0,0.12241962367584502
0.0,0.0,1.0,1.0082331123503634
1.0,0.0,0.0,0.026147274220180705
0.0,0.0,1.0,0.9622823029254839
1.0,0.0,0.0,0.08030539939082093
0.0,0.0,0.0,-0.0030820841471772553
0.0,0.0,1.0,1.0124978140546048
1.0,0.0,0.0,0.017074072971448473
0.0,0.0,0.0,-0.023864446370084558
0.0,0.0,1.0,0.9741224610046251
0.0,0.0,1.0,1.0056614737758265
1.0,0.0,0.0,-0.060601990110873416
0.0,0.0,1.0,0.9822473503244482
0.0,0.0,0.0,-0.008490705475023397
0.0,0.0,1.0,1.0029067774723237
0.0,1.0,0.0,0.14417258304645308
0.0,0.0,1.0,1.0337108553624268
0.0,1.0,0.0,0.01050998444456308
0.0,0.0,0.0,0.0317647368534173
0.0,0.0,1.0,0.9693092602475955
0.0,0.0,1.0,1.0194460243681993
1.0,0.0,0.0,-0.0024294137374063496
0.0,0.0,1.0,1.0118766268573594
0.0,0.0,0.0,-0.032622037100906276
0.0,0.0,1.0,1.023929584378528
0.0,0.0,1.0,1.0073813663754825
1.0,0.0,0.0,0.06573610143318209
0.0,0.0,1.0,1.0115452903294502
0.0,0.0,1.0,1.0378920455909508
0.0,0.0,1.0,0.8769567334254136
0.0,0.0,0.0,0.017575980973672856
0.0,0.0,0.0,-0.05544968055659005
0.0,0.0,1.0,0.9475674230359532
0.0,0.0,0.0,-0.007412148976636779
1.0,0.0,0.0,0.009261228295471824
0.0,0.0,1.0,0.9940628825196254
0.0,0.0,1.0,0.9530224550045898
0.0,1.0,0.0,-0.5503049097810981
0.0,0.0,1.0,0.9993215697815083
0.0,0.0,0.0,0.006564974270360402
1.0,0.0,0.0,0.0019214722056659639
0.0,0.0,1.0,0.9765569236074301
0.0,0.0,1.0,0.9883730019351304
1.0,0.0,0.0,0.11102981412559032
0.0,0.0,0.0,-0.06161869364988526
0.0,0.0,0.0,0.023657242814410395
1.0,0.0,0.0,-0.010619018777915379
0.0,0.0,1.0,0.9091285431322218
0.0,0.0,1.0,1.0466425104555066
0.0,0.0,0.0,-0.03957615869102327
0.0,0.0,1.0,0.9676473759102131
0.0,0.0,1.0,0.9770040412624428
0.0,0.0,0.0,-0.011240816062487724
0.0,0.0,1.0,0.9765179438026994
0.0,0.0,1.0,1.0017491582014397
1.0,0.0,0.0,0.014452383061842156
0.0,1.0,0.0,0.09768548464448745
0.0,0.0,0.0,0.012931808312921511
0.0,0.0,1.0,1.3761264623962979
1.0,0.0,0.0,-0.04725494645877237
0.0,0.0,1.0,1.0129234959529847
0.0,0.0,1.0,0.968476781806265
0.0,0.0,1.0,1.0115092472141591
0.0,0.0,1.0,1.0521452785453609
0.0,0.0,0.0,0.05647232474598596
1.0,0.0,0.0,0.12615317196499554
0.0,0.0,1.0,0.9630028825984764
0.0,0.0,0.0,-0.009350935872736166
0.0,0.0,0.0,-0.005701767640017508
0.0,0.0,1.0,0.9814035772314345
0.0,0.0,1.0,0.9618656132559149
0.0,0.0,1.0,1.0027127877990036
0.0,0.0,1.0,0.9685601999251379
0.0,0.0,1.0,0.9278156741385732
