,event_source.hash,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,Peo_VAS_Package,Peo_VAS_Month_Subscribed,Peo_VAS_Rental,Peo_VAS_One_Time_Charge,VAS_Count
1307,23eca370027c9108900c30e7486e400e,585c061210db2ec30816acae534b0431,5c9d774bd939042fe141a14ca3f4286d,['E_SLT PeoTV Service'],['2020-03'],[690.0],[0.0],1
1308,23f209671647ae1de10a700b133edb2a,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,"['BB_PeoTVGO', 'BB_PeoTVGO Revenue code']","['2019-10', '2020-04']","[0, 249]","[0.0, 0.0]",2
1309,23fbccf3024a4cb2d7e17203c108e0d3,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1310,23fe245d20e80f011c5f70ad2c2a554f,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['BB_PeoTVGO Revenue code'],['2020-04'],[249],[0.0],1
1311,2407113a987f25fac01ec5629ee0d131,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['BB_PeoTVGO'],['2018-07'],[0],[0.0],1
1312,2410a643adf60c2356d92279ced8e66f,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1313,241db5ccfc1915be715e79164d7b955f,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1314,24273506ee0bafff95ba59de46c111de,6d9f3cbc0d0046147d331287181b2a84,255ada0c9b99b434a63808f44ddd990c,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1315,242b34502fc861966e50d81b5138ce1a,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['E_SLT PeoTV Service'],['2019-12'],[300.0],[0.0],1
1316,2433bd56faae4965c0ee1b0de8c3b685,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,"['BB_PeoTVGO', 'PEO TV GO_OTT_A-la carte channels']","['2018-07', '2020-08']","[0, 100]","[0.0, 0.0]",2
1317,243ea2c8229751b249b215a3e40edde0,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1318,2440877c1ed962f27867bf728dc5e511,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1319,2441fc44402256f25e233598b9d8fe26,0e0268e1e384b079cb5bd87b0199e607,dbaee158fd3a4743341db10f7f5ae6bf,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1320,24471f07aaf3b12dd7392d09d23726ac,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1321,24537ef711d9d13229a34b8d0370fbe1,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['E_SLT PeoTV Service'],['2018-08'],[0],[0.0],1
1322,2455baa621d42db0599846ed98947128,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1323,24568f63cedeb960b48844888379390a,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['BB_PeoTVGO'],['2019-06'],[0],[0.0],1
1324,2458d9656577cb0312c0e5902f571a53,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1325,245d3e9ade6f31b255bb2eb0f61b076a,2e3aeb5561f7a9f02cc4d22b74c98a53,aef8fb43126e97080956f23260bb6a33,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1326,247c54dc14d64e58bc7aa3f7c9a132db,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1327,247c89c0438238d08608ebd2e449bb93,23b8dcc156cd6c00287efd88ae321631,70be88e56e49932e85f75b2f9d0a6567,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1328,248214769b9ffbd9a3500d7976cbc220,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,['BB_PeoTVGO'],['2019-08'],[0],[0.0],1
1329,24824cea1d01845618abfebc044d35f4,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1330,248521671515dda4bfaada50228d6076,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1331,248d54289f469b2d62ab3f391af74cf4,c85bcaee7ba741fc344b9574306f0662,3498d3889a8c5e37d09e232e4f5483ed,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1332,248e8173f088ef997f45037b3d13ce6d,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,"['E_SLT PeoTV Service', 'PEO TV GO_OTT_A-la carte channels']","['2020-08', '2020-08']","[1099.0, 100]","[0.0, 0.0]",2
1333,2499cbb12b1f16dabf06e17235e16171,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,['BB_PeoTVGO'],['2019-02'],[0],[0.0],1
1334,249b22cd2440a7409f35c3302dd824bf,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1335,24a45b12d135cc364a3cca6745168d8c,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1336,24a80e46737af5564e6db01aa8609ae7,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1337,24aae467220177c26bbabdef9f7be745,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1338,24ae33640914429d6fa63e504ffc0a4a,33ca030adcf34844ba8dda8990ad74d9,9ceb1e1adcc13321d9d989bd61db0b5c,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1339,24b25c03e08549dfc4469f222b2f27ce,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,"['BB_PeoTVGO', 'PEO TV GO_OTT_A-la carte channels']","['2019-05', '2020-08']","[0, 100]","[0.0, 0.0]",2
1340,24b4f232b7dec84bfa8359bc4f1c9f7a,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1341,24bf303809ef2fb6741feb0a499f7ca4,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['E_SLT PeoTV Service'],['2018-08'],[0],[0.0],1
1342,24c3c7ca6e772ca95aa25afe4eecb0bb,940cf6dbf39bdeff4546acb18afa07f4,b34229ba73698daf300c1f33e9325de3,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1343,24e1856eb1ee5d13981843d0c30605d1,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['BB_PeoTVGO Revenue code'],['2020-04'],[249],[0.0],1
1344,24e4e4a5d365dfa6542f8de473906f75,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1345,24e7a06e5772d4358a0a6f58b37ebaac,56d42c452d45cd049409581e0c576dd9,5eea1c6d1ca01bbcb69177e0df0aa1cf,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1346,24ea2443fdcb2e88ba15b22b38ae282a,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1347,24f0b79712c7e678a09367defdee0ade,59600c518e06137a7cfce173bb795123,4623a645e642b67c256cb4b70403d6f9,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1348,24f0c95e78efb062e08779e760c5a6be,b0859195b9650a7f7b1000de431bc76e,e309d7cf5b2faaeaf19ba780abe3e17a,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1349,24f1446c9cd7d671d184066a0bd38f29,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1350,24f1d769e36cb860028ddf00ffd0c12c,370388c74ac6c26daab046792aec7769,9e16c04b40b8e937313c90bb1dc67753,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1351,24f40c77ecee9135aa043ccd3e292b18,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1352,24f441099c637abc638e921f7637cc64,a2b5b9f586eda60a0af86b8f00e431a0,71e674dfb95a9f0cf73ccc10b9c2cbb6,['E_SLT PeoTV Service'],['2020-05'],[899.0],[0.0],1
1353,24fa494228af9a136fbf9108bb666295,f53c729fa6b9ce93c6b4bb190efe41b3,397c0d12bcc977110b8341d7b446ff0e,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1354,2509ade04f4cdf86b78f19fd45137102,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1355,250ad32e8735dfa757eb49c026647ce2,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1356,2512ed78fdafc0216ff031ffb3c3d51d,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['E_SLT PeoTV Service'],['2018-08'],[0],[0.0],1
1357,25402968b93d3f75e3a5dceeab9718ab,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['BB_PeoTVGO Revenue code'],['2020-04'],[249],[0.0],1
1358,2542efa0b8200cc67d3b2f9d51b7cb49,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1359,2550334d2994df4367319d79e66293ce,23b8dcc156cd6c00287efd88ae321631,70be88e56e49932e85f75b2f9d0a6567,['BB_PeoTVGO'],['2019-05'],[0],[0.0],1
1360,25522797866d8eb44f1d6c26af2b4e1b,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1361,255594a227d43115f8a51d8c7deb47c7,4dc580d935b3ea0e73a38c74abf31740,ce54cc64f6fcf38016b715324745bcb6,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1362,2558f8bdbe8a0f9227ab2722755ea6a4,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['E_SLT PeoTV Service'],['2019-04'],[899.0],[0.0],1
1363,255aa92f268ee8fc6ed6cfa9130f36be,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1364,25679eac26a34fb3a9ea9f977792db7d,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1365,256b53cbecce6ee9e6648ea72709ea8f,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1366,257f8936fcf1df5896d3183bb9e71e69,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,['E_SLT PeoTV Service'],['2019-08'],[2099.0],[0.0],1
1367,258351e5a575b802138c84713fb39ba5,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,"['BB_PeoTVGO', 'PEO TV GO_OTT_A-la carte channels']","['2018-08', '2020-08']","[0, 100]","[0.0, 0.0]",2
1368,25870221c99f49fa4d68e1c052dea8a0,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1369,2591ff3245748f86fbb3fd2afdf9e550,6b0ffe094f45db2000e3dab12e3b32fe,df3d8ef85d6d0d4c7390b8fb99a37338,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1370,2596215edf48ae0e2ca3add8be657080,eb0dea628ab7a538ce77f4f15aea5f4f,472f39cb0b011b7d3f7b236dd01889d5,['BB_PeoTVGO'],['2019-09'],[0],[0.0],1
1371,2597f12e418f2c2389e861b79dcf0cce,8f4b32b951ae23068e0b536ac887a5cf,6580e65a2d485d9abc26bf8f62a02d23,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1372,25a586dc4a8d4714660047d12ebd73b4,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['BB_PeoTVGO'],['2019-07'],[0],[0.0],1
1373,25a6dc2f4c7e359cc3283c2ba25e3cbd,50cf8d74511fd6337cbef6cd5f8fb12d,77bdb4ff769d4a633257ab281e440650,['E_SLT PeoTV Service'],['2017-02'],[899.0],[0.0],1
1374,25b3d06b6e7d888735afbc5f91aa7953,1bf8792e9a3c209c70922dcb71a57c0c,343ff4e444dc4ea8409e2f904b70282e,['BB_PeoTVGO'],['2020-07'],[0],[0.0],1
1375,25ba6c1b1b804891407d17f6cbcf4685,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1376,25bb001a9a7d38b64b7c97d98b82ef73,546191b74cd49d23ccd327a3361b1f1a,848ce93ce8378b13c7703b366a78272f,['E_SLT PeoTV Service'],['2019-01'],[899.0],[0.0],1
1377,25bdc651237051d7a9a758b14e99c713,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['BB_PeoTVGO Revenue code'],['2020-04'],[249],[0.0],1
1378,25c1455f7ae2ca1ff5e43012278ea6ce,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1379,25c2201cd2de61ce6f21c19b7a0ace90,fbd1e424fcb023ea295c0bf8d9c7ae8e,d4e6e1e3aa1ebbd8d14e6fce039f81e8,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1380,25cd0f3aa84d9a87b4fd7aabdd910afa,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,['BB_PeoTVGO'],['2017-03'],[0],[0.0],1
1381,25dbc67c844d12becc7cc2dbef0c93cf,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['E_SLT PeoTV Service'],['2018-08'],[0],[0.0],1
1382,25df24be1c74c1acd44001e933b65e82,a680a155a6a24890b6c3ae8c94870ad3,c860d6ed6bbeb12fea6d725da67c4c34,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1383,25e1d2c85bc0e1ca095f17726c8e8930,494de320778db98d7fa1751e8d60064c,c88fed8244fe0b5ff0485a98b1a5f635,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1384,25f346f9e790171a5635a8d3ddc036c4,40b35b6460711a310d9471fea26da10d,01ff15c4487255c4a6c3076a6793764e,['BB_PeoTVGO'],['2018-10'],[0],[0.0],1
1385,26141d782b1c59e1329ce490310f8ca4,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['E_SLT PeoTV Service'],['2019-05'],[899.0],[0.0],1
1386,26203e39cd2dd4b029e590e7392f857c,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1387,263025921a4dc3adc95698bd37c0c964,0428ed3b8393d8dfb8ff616d8cad7e15,1d3c80dab829e502b7b5ff9e9d0212ae,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1388,2632fb834f026b542c0067e546e572cc,a4d8673ee664a35ea00cb448a49be40c,228a060e5f2896dadb697f0255b2482d,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1389,26404ff906840365d14d927387bddcc2,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['E_SLT PeoTV Service'],['2020-08'],[899.0],[0.0],1
1390,26571de8ce3a602367f6323dd420c204,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1391,265965f6de7bdc56c75a3c5f03f9f100,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1392,26652311392358534ac8d9840b10d33e,62bd8ebb6ff7c3676ef87c700ed15758,96d88ff9e196f95b94c0bddf50b88572,['E_SLT PeoTV Service'],['2018-08'],[550.0],[0.0],1
1393,266572dea5a26b3045c09b820a9b5d52,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1394,26659fe867e66764815ba3b217b00972,d1de331efccb97becd19f12d17774a7a,c764c97759c84ad6ca2eea63c60b6491,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1395,26726b2ae1f1ca5702269b4c58d9b416,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1396,267b637cb804d9aecf74572d99e57f0d,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1397,268fef648b351ded9a83111def4ab469,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1398,26905486d35b8d9dafdac64fda439d54,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1399,26a3b03b3728d01b9e0498b196f4999d,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1400,26a87af2622ab681238a991a2c8ac33c,822f5f61a25cdbedef1fbd6c8c5ee7e2,d77a679283833c69bbbbc8572ad194ef,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1401,26ab9c370bcf616bff5468fee2f9233a,949e14e85d36002ffb954d42d3366936,51ee71e46ba64034adaf383345028fb8,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1402,26b2e7c210647db9b5a88238837e6802,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['E_SLT PeoTV Service'],['2018-08'],[1099.0],[0.0],1
1403,26baf58258f0dc9e434fc286fda786ad,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1404,26be104baeb453a41bcac6b672bb8031,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1405,26c628bbfef0512e57e82a24fc0b3f17,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1406,26c9adc5cb6e3fa0bd411a312ed9d9e1,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1407,26ca15bd862e8fb667dccac59654082a,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1408,26cbc33baaced7d848663544b9f1b070,af23f2376138283809fac7fe6ab8866c,1c93e7c386d1e12c8740491f4d437d95,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1409,26cca5d32fd2a197265a7ae3449789e3,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['E_SLT PeoTV Service'],['2018-08'],[0],[0.0],1
1410,26d958f4d90003b4d086aa022376f177,bb5837708e87a57c24f4d3588f6196d6,80ed276b37745a50246595a60e8e34a0,['E_SLT PeoTV Service'],['2018-08'],[899.0],[0.0],1
1411,26d9953d71fc948126f1b95a01686fb8,1047b93a01ee2e0d73e912a8ef49f249,52be9b103b2e2f7e6513a66e19e4765f,['E_SLT PeoTV Service'],['2018-08'],[690.0],[0.0],1
1412,26d9bb556db4ee6b7be61077207972cd,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['BB_PeoTVGO'],['2019-05'],[0],[0.0],1
1413,26da62c874ee31feb264fcaaee1d05c9,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1414,26e64d6f92b16f458f05753317564784,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1415,26e7db2e27c4ca4135b79f78db25fb37,3588bcf2b85e15cab9371b4dc1af23be,41fa7932cc2ad5a6a03e0f20be823b32,['BB_PeoTVGO'],['2019-06'],[0],[0.0],1
1416,26f69aab4d637e916f19dc7c7c9004b7,dcab884afd6c1a13df78119714e9b76e,10cbb7cbabcfa7868a816f1f4f0187bb,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1417,26fa32f3e55178eab64a80a8bef7f466,f5934c227c949c6261c40629f4287fc4,9b9c8cb28e7c087e1a27c608da80ddab,['E_SLT PeoTV Service'],['2018-08'],[1100.0],[0.0],1
1418,26ff2016223e0e9975eeb4ed61fb14b0,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['BB_PeoTVGO Revenue code'],['2020-04'],[249],[0.0],1
1419,270cf810ae38286a230a5f545fa9970f,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1420,2711e634d13491488842796e7b582d16,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1421,27143d7af1970a8d52bae3ffdab17a3b,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1422,2716b707b0e031b7725486ae1d4c6e28,d54af3961d00eb3e721ce7cc7574e4b4,19a92b49f733c4ece2ff7278a565c139,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1423,27303ed9665ec960afca9da1932d0b8d,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1424,273329984338455c3f81dd186fee2ccf,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1425,27376dfb27aacdb6ed25fe1304915d69,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['BB_PeoTVGO'],['2018-09'],[0],[0.0],1
1426,27378516632b3f13cb172406c195faea,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1427,274ab32cb2f9a6707401037be5f4920f,6da79766c57e021ac88dde68805bb2b3,74e5dca5d50528a2d666453e358afc36,['E_SLT PeoTV Service'],['2019-10'],[1099.0],[0.0],1
1428,274d5dff5e88fea159a8308bc2a0fddd,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1429,274e0630c9ecb335e8ca903e70bfe3ef,6b0c06314c011647159a5cc5f866906a,fb8d2588cc1cda9dbc30bbb49ff70d8e,['E_SLT PeoTV Service'],['2018-10'],[899.0],[0.0],1
1430,275289e11947ca8203aedca0a26bfee8,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1431,27548d2adf2990bbad0728e404829b76,f7e5d90e8464194308301a8f63a4678f,2a52b62c36a87cfe108b4c1f79060dc4,['BB_PeoTVGO'],['2018-12'],[0],[0.0],1
1432,2758f6aa247771cba17b9a4bacbd8bc4,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1433,2761c9464bf9fae6e457644f06dbc803,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1434,276338d9f1a1392d2860966a91f74ebd,dcab884afd6c1a13df78119714e9b76e,10cbb7cbabcfa7868a816f1f4f0187bb,['BB_PeoTVGO'],['2019-10'],[0],[0.0],1
1435,277e39dcb695e6fa0a73469a3af92730,68500a1443fe9f05621deb6164a6d964,14a04db72423a92bf413f4c9293c472c,['BB_PeoTVGO'],['2018-11'],[0],[0.0],1
1436,2783ab47674d00f30a7e753ec171b64c,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1437,2785815d3c83ff22f20ca37a9f92f07e,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['BB_PeoTVGO'],['2018-08'],[0],[0.0],1
1438,2797586336732ea727e75ce9364ebf5e,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1439,2797d2c193fd48a1ca02742a2d269bad,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['PEO TV GO_OTT_A-la carte channels'],['2020-08'],[100],[0.0],1
1440,27989508a6adadc047f36fb45e35855f,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['E_SLT PeoTV Service'],['2018-07'],[1099.0],[0.0],1
