,ACCOUNT_NUM.hash,Phone_Number.hash,Phone_No_Count,PRODUCT_NAME,Product_Count
94,37161fef49494cbf67eea792daad122c,['adf3030ac8f7e9ae0417adb6664329ac'],1,"['V_Call Waiting', 'V_Call holding', 'V_Incoming Call Memory', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Outgoing Call Memory', 'V_Call Forwarding-On Busy', 'V_Hotline-Immediate', 'V_Call Forwarding Offline', 'V_Short Message Service', 'V_Abbreviated Dialing', 'V_Hotline Service', 'V_Absentee service', 'V_Call Forwarding by time', 'V_Call Forwarding-Immediate', 'V_Caller Line Identification', 'V_Call Forwarding']",17
95,37b640aed304fffa3dcef2a324b6bafc,['a3a081d40c100285156b0a757388a299'],1,"['V_Call back on busy', 'V_Anonymous call barring', 'V_Incoming Call Transfer', 'V_Call Transfer Three way', 'V_Call Forwarding Offline', 'V_Outgoing Call Memory', 'V_CLI presentation in call waiting', 'V_Call Forwarding by time', 'V_Call holding', 'V_Call park', 'V_Incoming Call Memory']",11
96,387e51b4318301d87293fee085b09d42,['2e15cee02d0989d0beba68d1fe1dacb9'],1,"['V_Call Transfer Three way', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",8
97,38af2d5db1acbd281e0bae4e714133fc,['8be03a45565c4d9b39053f51032cff6c'],1,"['E_TSTV', 'AB_Megaline', 'V_IDD', 'V_DQ Contact Details', 'E_PeoTV Initiation', 'E_Video on Demand', 'M_Activation Charge']",7
98,398b37b6da827c98ee4a78fbfc57f130,['f3c66e345d33ae1060e72a22e908f525'],1,"['V_DQ Contact Details', 'V_SLT Voice Service', 'V_Single VAS Bundle', 'V_SLT CLI']",4
99,3b441927a91a30b7daccc836acbfb12f,['a444f3e3d27853c8b58a2584808d4323'],1,"['V_Call park', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate', 'V_Hotline-Time Delayed', 'V_Hotline-Immediate', 'AB_Service Vacation', 'V_Incoming Call Transfer', 'V_Anonymous call barring', 'V_Incoming Call Memory', 'V_Call Forwarding Offline', 'V_Outgoing Call Memory', 'V_Call holding', 'V_Call Forwarding by time', 'V_Call back on busy', 'V_CLI presentation in call waiting']",22
100,3c05b9bbd4738536d27d0bcf25b89f79,['817f243cda91af5c307cf6ee43fea043'],1,['AB_Service Vacation'],1
101,3c1fb4f1735abdecb81d29a5e14bad63,['cdf90b13c5d9a931b80e3b2240a68564'],1,"['V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Hotline Service', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",9
102,3c5f944ac7ca4dae15214e9a2a1fc4fe,['1f5b13e62d39286122444190ffc78388'],1,"['E_Referral offer Discount', 'AB_Referral offer Discount']",2
103,3cec49dbfa55280f597e71096f17a579,['f8e6676be134123306b135068462ae31'],1,"['V_Call Transfer Three way', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",8
104,3e3066c57fdadc381bb9e0e603b5b411,['da910d15d0505e1a23fc00f75c186553'],1,"['V_Hotline-Immediate', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Hotline Service', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed']",11
105,3e30968d89f888aeed2d32c14bbd91ba,['f16592e796be208a4f35ab35acb6a0e8'],1,"['E_Video on Demand', 'E_TSTV', 'E_PeoTV Initiation', 'V_Call Forwarding', 'V_Hotline Service']",5
106,3e856543f0890a9c98d4ea038b487dce,['7622551b43fa1a12f9440f9d328ef759'],1,"['V_Call park', 'V_Call back on busy', 'V_Call holding', 'V_Outgoing Call Memory', 'V_CLI presentation in call waiting', 'V_Call Transfer Three way', 'V_Call Forwarding by time', 'V_Anonymous call barring', 'V_Incoming Call Transfer', 'V_Call Forwarding Offline', 'V_Incoming Call Memory']",11
107,3e95dd47b2766c3c53304580e84bcb58,['dd8a4d89a889f334738904c7a64905d4'],1,"['V_Call Forwarding Offline', 'V_Incoming Call Memory', 'V_Incoming Call Transfer', 'V_Call Transfer Three way', 'V_Call Forwarding by time', 'V_Outgoing Call Memory', 'V_Call holding']",7
108,3ec238485f292e3784987c0bb81b41d0,['2eb5aeccf29e5317936332e6787c605f'],1,"['AB_Megaline', 'V_Call Forwarding', 'V_Single VAS Bundle', 'V_DQ Contact Details']",4
109,4026c5481a32cdb6f7042c011e0a4228,['aaa6f63fb92eb75ae073b5ae43c5c07a'],1,"['V_Call Transfer Three way', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Hotline-Immediate']",11
110,408ac385cbd40553493fe63ab86822dd,['b182e52a2b683568bc7638de04fa7e27'],1,"['V_Call park', 'V_Incoming Call Memory', 'V_Call holding', 'V_Call back on busy', 'V_Call Forwarding by time', 'V_Outgoing Call Memory', 'V_Anonymous call barring', 'V_Call Transfer Three way', 'V_Call Forwarding Offline', 'V_Incoming Call Transfer', 'V_CLI presentation in call waiting', 'E_Video on Demand', 'E_TSTV']",13
111,40fea6b7ad07b39a661d17c21f3b916b,['63bbcf692bfb98cca37b8fe8621cff62'],1,"['V_DQ Contact Details', 'V_SLT CLI', 'V_SLT Voice Service', 'V_Abbreviated Dialing', 'V_Single VAS Bundle', 'AB_Copper Access Bearer', 'AB_Megaline', 'V_IDD', 'V_Absentee service', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_E-channeling Registration']",16
112,44162acd7e6e76b41685c9c5ae3e5498,['5fa1400e215edfa1f523ab319e37e8d6'],1,"['V_Call Forwarding', 'V_Caller Line Identification', 'V_Short Message Service', 'V_Call holding', 'V_Outgoing Call Memory', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Immediate', 'V_Hotline-Time Delayed', 'V_Call Forwarding Offline', 'V_Abbreviated Dialing', 'V_Call Waiting', 'V_Hotline Service', 'V_Absentee service', 'V_Call Forwarding by time', 'V_Incoming Call Memory']",17
113,44a472c062975456d8f770c8db4faab5,['b39af2e44a079b73aa9422d528fa736b'],1,"['E_TSTV', 'E_PeoTV Initiation', 'E_Video on Demand']",3
114,4520c37b3625b1e8af30b51159e921dd,['0924c0f84c090ed5cbb749db91c6b9c2'],1,['V_Cordeless Phone - Installment'],1
115,4526ea057a7e9eda60fdf31c1b54f84a,['3c5c0a8e66986de15c0c8ddb49227f1b'],1,"['V_Incoming Call Transfer', 'V_Call holding', 'V_Anonymous call barring', 'V_Call park', 'V_Call Forwarding Offline', 'V_Incoming Call Memory', 'V_Call back on busy', 'V_Outgoing Call Memory', 'V_Call Forwarding by time', 'V_CLI presentation in call waiting', 'V_Call Forwarding', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Waiting', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate']",18
116,4567df0546f79f76dce204728cae31b4,['14aea01b3c966ebbac043c50ce14f65d'],1,"['V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",7
117,46cadcce5c7e44bc3a9127081046e555,['75d964d0d2d21d44778be4a78dcf91f5'],1,['V_Basic Phone Installment'],1
118,472622f1efa002f13af9ffbbea33a16b,['d4fbe1bb4c97d1b5f5b94b13417fd4d2'],1,"['V_Call park', 'V_Call Forwarding by time', 'V_Call holding', 'V_Call back on busy', 'V_CLI presentation in call waiting', 'V_Call Forwarding Offline', 'V_Outgoing Call Memory', 'V_Incoming Call Memory', 'V_Anonymous call barring', 'V_Incoming Call Transfer', 'V_Call Transfer Three way']",11
119,478ef171fb060d185ec7cc6f0581cc43,"['b21bfa105712749344a5810e09003127', 'c190e1ce27e9e83227aa91494ae7a0df']",2,"['AB_Megaline', 'V_Single VAS Bundle', 'V_SLT CLI', 'V_DQ Contact Details', 'V_Detailed Bill', 'V_IDD']",6
120,47cd867e6b0b270d4c6b928319313ccb,['d82ac4069c842bd72eb01df480dd55a4'],1,"['V_Basic Phone Installment', 'V_Basic Phone']",2
121,47d3bf8a16a965d3dd70df42c0b578fe,['4d655366d48ac593216938313cd66590'],1,"['V_Hotline Service', 'V_Call Forwarding', 'V_Abbreviated Dialing', 'V_Call Waiting', 'V_Absentee service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed']",9
122,4895f18556e25b1830646f4b85651918,['39ceab663fa594d383843a42d3c51882'],1,"['V_Abbreviated Dialing', 'V_Absentee service', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'E_PeoTV Initiation', 'E_TSTV', 'E_Video on Demand', 'V_Hotline Service']",12
123,499372011a7ad7620c35d3bebae729d0,['8dcd6322b459e87c68aca92c68406377'],1,"['E_TSTV', 'E_Video on Demand']",2
124,49e35911791c4d8b5de0ce3e031d182d,['19f6622a70b16164995db6c6f47f1091'],1,"['V_Call Forwarding-No Answer', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Incoming Call Transfer', 'V_Incoming Call Memory', 'V_Call Forwarding Offline', 'V_Outgoing Call Memory', 'V_Absentee service']",12
125,4a15030d4e88c1314384ead689929f73,['7aefb8dee512c9dabed9f8d37ea1d2ce'],1,"['E_Video on Demand', 'E_SLT PeoTV Service', 'E_TSTV']",3
126,4aadcfd5c6c1669a505b26de580633af,['b4ff3f8e27c95214144fd1b6121a3c60'],1,['AB_Megaline Startup'],1
127,4af57fa00ca31102afabc9b2b19966a0,['59843483e80c505d2b8cee4f5ac6aecf'],1,['V_Installment'],1
128,4b70933dddeb07ffb4b52ed8a790f911,['f0196a61ee0820fc4551503a62b32f16'],1,"['V_Hotline-Time Delayed', 'V_Hotline Service', 'V_Call Forwarding', 'V_Call Forwarding Offline', 'V_Hotline-Immediate']",5
129,4c2d153d71ac1303acec84da23f3de27,['d7d4b6e066525bb42367119c91b7452f'],1,"['V_Absentee service', 'V_Call Forwarding']",2
130,4c300d3b50d2c85c0386a11aef92281c,['80ee12d1dbe4af2c222a775e257b000d'],1,"['E_SLT PeoTV Service', 'E_Video on Demand', 'E_TSTV']",3
131,4d38f8637a4eae8a8057927a14b0995c,['2d0e1d7afef8b9a6c4481da0c58d6c4b'],1,"['E_TSTV', 'E_PeoTV Initiation', 'E_Video on Demand']",3
132,4f19598e79d431fdeb86579d366fa0e0,['6cdfde7101d4149a370033540626cfa7'],1,['AB_Service Vacation'],1
133,4f4f556b26c494473cf0dc35900ae3eb,['df897cfecefffcd762793e988e050544'],1,"['AB_Megaline', 'V_Call Forwarding - No Answer', 'V_Call Forwarding - On Busy', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'E_Video on Demand', 'E_PeoTV Initiation', 'E_TSTV']",14
134,5012580e4e22ef4a34c514164caf9ea7,['05cfe8f4323299542b61cfdb60232095'],1,"['E_PeoTV Initiation', 'E_TSTV', 'E_Video on Demand']",3
135,50b9692de7a043a7db33e807750cd677,['834dad7367736c3ad194b0fcecb9fdfa'],1,"['V_Absentee service', 'V_Call Forwarding']",2
136,5119cef59f92ea1f64d6e23cc440d645,['6b553f6e14b49d1ae5329d119dd0bba1'],1,"['V_Call Forwarding', 'V_Hotline Service']",2
137,511d783a0c9fb3a1a53232bfb501e0fa,['ed2bbf95d9be136ccc0c4df60a4b3229'],1,"['E_TSTV', 'E_Video on Demand', 'E_PeoTV Initiation']",3
138,52a7c660e9036f688e1c72c30c1580a2,['45e3380d0285284e766ed2945db1b9a4'],1,"['V_SLT Voice Service', 'V_Single VAS Bundle', 'V_SLT CLI', 'V_DQ Contact Details', 'V_IDD', 'AB_Megaline Startup', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'AB_Copper Access Bearer', 'AB_Megaline']",16
139,52e7c04d12cb33c77031760584a9586e,['23a39137697edbb30a094dd99a22a88f'],1,"['V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_SLT Voice Service', 'V_Single VAS Bundle', 'V_DQ Contact Details', 'V_IDD', 'V_Absentee service', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding', 'V_Call Waiting']",11
140,53196309b68056efc0c257a99f70ec51,['b4ea13bfc04e89200ba503bc31c8c9aa'],1,"['AB_Megaline Startup', 'V_DQ Contact Details', 'E_TSTV', 'E_Video on Demand', 'V_SLT Voice Service', 'V_SLT CLI', 'AB_Copper Access Bearer', 'AB_Megaline', 'E_SLT PeoTV Service', 'V_Single VAS Bundle']",10
141,5455c60802d6d55b90a250ff5e3c18b8,['3a0ca8aba53e0b92ccb3d1d5cbefe641'],1,['AB_Service Vacation'],1
142,546191b74cd49d23ccd327a3361b1f1a,['25bb001a9a7d38b64b7c97d98b82ef73'],1,"['V_Outgoing Call Memory', 'V_Caller Line Identification', 'V_Abbreviated Dialing', 'V_Absentee service', 'V_Hotline Service', 'V_Call Forwarding', 'V_Call Waiting', 'V_Anonymous call barring', 'V_Call back on busy', 'V_Hotline-Time Delayed', 'V_Call Forwarding-On Busy', 'V_Call park', 'V_Call Transfer Three way', 'V_CLI presentation in call waiting', 'V_Incoming Call Memory', 'V_Incoming Call Transfer', 'V_Hotline-Immediate', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-No Answer', 'V_Call Forwarding by time', 'V_Call Forwarding Offline', 'V_Call holding']",22
143,55619415b9de28ef8af1650300da5a1c,['b77ef9ec0d9fe45c9e0b847e550c20bd'],1,"['V_Call Waiting', 'V_Call Forwarding', 'E_SLT PeoTV Service', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'E_TSTV', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Hotline-Immediate', 'E_Video on Demand']",14
144,558594e1ae9f42f27b544e28bfce255d,['8fde1ed57277881e8ca0cc7998187227'],1,"['V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting']",8
145,565bf02e5eee7b425b8e98f6b255c4dd,['4dc46eb2f61302fdb7287b6bb82431bc'],1,"['V_Outgoing Call Memory', 'V_Call park', 'V_Call back on busy', 'V_Anonymous call barring', 'V_Incoming Call Transfer', 'V_Call Forwarding Offline', 'V_Incoming Call Memory', 'V_CLI presentation in call waiting', 'V_Call Transfer Three way', 'V_Call holding', 'V_Call Forwarding by time', 'E_TSTV', 'E_Video on Demand']",13
146,56b6ed37e0621100f8768b156fa7b14a,['182486ef8edf03ffee6d14a8943c2614'],1,"['V_SLT CLI', 'V_Sisu Connect']",2
147,57d0ebbfc42913b86c8b57d2b77dddf7,['ef0cc98b45622e17b372e1a49692fc57'],1,['V_Installment'],1
148,5881470c0ab60e6d4b789346b63687c9,['e1ba7263947fdd64f737c0f708487e88'],1,"['V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",8
149,589f06e6c3e0b7edaa362d3d35eb91bb,['94a004a3eaa31fe0bf41ef4d9ef43c2e'],1,['AB_Service Vacation'],1
150,590a74c64da4a116f7add0655b3938d4,['a2b518b6ecef2195815d78069bc89e39'],1,"['V_Secretary service', 'V_Call park', 'V_Selective call rejection', 'V_Selective call waiting', 'V_Incoming Call Memory', 'V_CLI presentation in call waiting', 'V_Do not disturb service', 'V_Call back on busy', 'V_Complete call on no response', 'V_Call Forwarding Offline', 'V_Call forwarding selective', 'V_Password call barring (secret code)', 'V_Anonymous call barring', 'V_Call holding', 'V_Caller name identificationPresentation', 'V_Incoming Call Transfer', 'V_Caller name sending', 'V_Selective call acceptance', 'V_Call Forwarding by time', 'V_Outgoing Call Memory', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Call Forwarding-Immediate']",28
151,59600c518e06137a7cfce173bb795123,"['c66f48cb1851723d3190c7ddb2442434', '3a6e8c896fdb51324a059db9b3f0276d', 'dc7a94cc537765beaa63e26cd66aa083']",3,"['V_Call Waiting', 'V_Call holding', 'V_Call Forwarding by time', 'V_Incoming Call Memory', 'V_Outgoing Call Memory', 'V_Hotline-Immediate', 'V_Call Forwarding-No Answer', 'V_Caller Line Identification', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Hotline-Time Delayed', 'V_Absentee service', 'V_Call Forwarding Offline', 'V_Abbreviated Dialing', 'V_Hotline Service', 'V_Call Forwarding']",16
152,59be3e8d6f2867672309702b95f2a0c3,['d2ee92adace8fee372a6ae3ad2fef6be'],1,"['V_Incoming Call Transfer', 'V_Call Transfer Three way', 'V_Double VAS Bundle', 'V_SLT CLI', 'V_DQ Contact Details', 'AB_Megaline Startup', 'V_Call holding', 'V_Anonymous call barring', 'V_Call park', 'V_Call Forwarding by time', 'V_Incoming Call Memory', 'V_IDD', 'AB_Megaline', 'V_Call back on busy', 'V_Call Forwarding Offline', 'V_CLI presentation in call waiting', 'V_Outgoing Call Memory']",17
153,59e3494948116329f4c0eb70e5363c73,['928c06382c699e79fb4f8a8630215b48'],1,"['V_Call Forwarding Offline', 'V_Call holding', 'V_Outgoing Call Memory', 'V_Call Forwarding by time', 'V_Incoming Call Memory', 'V_Incoming Call Transfer', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",13
154,5bc8f4caad0c82624d8ba7b0e0ddd84e,['fc77db5a9efeccfaace51889f68e3f22'],1,"['E_Video on Demand', 'E_TSTV']",2
155,5c02448a2ff32ce3570e5a543c95d6fe,['81fc9f211d67c6c6a7fbb181988f0f02'],1,"['V_DQ Contact Details', 'V_IDD', 'V_Single VAS Bundle', 'AB_Megaline']",4
156,5e17e5e9e9ed40a9414df088089dc7a9,['16195107431d4bf91071113c02e7f959'],1,['V_Basic Phone Installment'],1
157,5e60e5da9351ad15164d1dd71a78c1da,['75fc93346975a071b34fca3f08c61373'],1,"['V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Hotline-Immediate']",11
158,5e75a4c273f87a3f3f935117b38b9b4e,['08eb64b67829f5df06e65577c25d2a53'],1,['V_Call Barring - Outgoing'],1
159,5ecc5dced9ea163b340fae6c48b9128c,['321c06500f5d275d5f97846115492b78'],1,"['V_Call Forwarding by time', 'V_Call holding', 'V_Call back on busy', 'V_Incoming Call Transfer', 'V_Call park', 'V_Outgoing Call Memory', 'V_Call Transfer Three way', 'V_Anonymous call barring', 'V_Call Forwarding Offline', 'V_CLI presentation in call waiting', 'V_Incoming Call Memory']",11
160,5f0d870bb9a28b6179993177440b00ea,['a08fd8d164ce7c027470da09796c8ff6'],1,"['AB_Referral offer Discount', 'E_Referral offer Discount']",2
161,5f21a09389f5e7963811ea846f5b00c9,['c8843e2842e58a641a3e9b6e00a598f6'],1,['V_Call Forwarding - Immediate'],1
162,5ff292e6a16d2e3987c4bae6235407a0,['c8fdf6fd8cd253cb5bed9bb3a4460b09'],1,"['V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'E_Video on Demand', 'V_Call Waiting', 'E_TSTV']",10
163,610f4a26a785590d853060ff8ae00ff4,['97ad57600afb0d81b774d3799f2905ac'],1,"['V_Call Forwarding-On Busy', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Call Forwarding', 'V_Absentee service']",10
164,613c324db0e31fb5a29d185ee43723eb,['1d8020bf0de3444e2cff86d0d98a3609'],1,"['V_Call Transfer Three way', 'V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer']",8
165,6252d9d17fc107c8951cbaf14259c773,['2e0dd8e7f9f4af53287b0571ef828dfc'],1,"['AB_Megaline', 'V_IDD', 'V_SLT CLI', 'V_DQ Contact Details']",4
166,6277920a13770b0b58448523495174bd,['c64a2cfc9b90bf31a87ce635e20ec175'],1,"['AB_Megaline', 'V_IDD', 'V_DQ Contact Details', 'AB_Relocation', 'V_SLT CLI']",5
167,62fb58e7bc8acec8cd1553a9aae5e8b0,['d902736e194c5c4cb8d2ba17f549f40a'],1,"['V_Call Forwarding', 'V_Call Waiting', 'V_Abbreviated Dialing', 'V_Call Transfer Three way', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Absentee service']",8
168,6355614d67773a2dc0b96fde568f436a,['c4aad411a358f0d0287d9f45c5912dea'],1,['AB_Service Vacation'],1
169,638c37ebe024d545558ad403d83622ad,['60344a111a607288c9a98e0961f99752'],1,"['V_Hotline-Immediate', 'V_Hotline-Time Delayed', 'V_Caller Line Identification', 'V_Short Message Service', 'V_Abbreviated Dialing', 'V_Absentee service', 'V_Hotline Service', 'V_Anonymous call barring', 'V_Call back on busy', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-No Answer', 'V_Call Forwarding', 'V_Call Waiting', 'E_Video on Demand', 'AB_Megaline', 'V_DQ Contact Details', 'V_IDD', 'E_TSTV', 'V_Call park', 'V_CLI presentation in call waiting', 'V_Incoming Call Memory', 'V_Incoming Call Transfer', 'V_Outgoing Call Memory', 'V_Call Forwarding by time', 'V_Call Forwarding Offline', 'V_Call holding', 'V_Call Transfer Three way']",28
170,651c6b3fc9842c5c50a8286a9742b4a4,['355a795e5bd90e15b03ca3b466c25b6e'],1,"['V_Absentee service', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Call Waiting', 'V_Hotline Service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Time Delayed', 'V_Hotline-Immediate', 'E_TSTV', 'V_Call Transfer Three way', 'E_Video on Demand', 'E_PeoTV Initiation']",14
171,6552a5e22fa0d340f0f841da2c0fe8ac,['a79ca6ca7af37da7b622b84af172239f'],1,"['E_PeoTV Initiation', 'E_TSTV', 'E_Video on Demand']",3
172,662143b6776fd4b30e7d4b1a78a39768,['1893b439f094b5a4bdb7a99fddd3c7e1'],1,['V_Basic Phone Installment'],1
173,670e968e94f0c0a354ada0cf4fa59546,['d4e403df8d262e2261f4a13f383ff88a'],1,"['V_CLI presentation in call waiting', 'V_Incoming Call Memory', 'V_Call Forwarding by time', 'V_Call Transfer Three way', 'V_Call Forwarding Offline', 'V_Incoming Call Transfer', 'V_Call back on busy', 'V_Call park', 'V_Call holding', 'V_Outgoing Call Memory', 'V_Anonymous call barring']",11
174,69325672947dfadf5b4eda47157da277,['d6aa1beb4731c60920a88171b5b09a35'],1,['AB_Relocation'],1
175,6948c253ef8c29869048bdf3b0c81924,['5f5632ee14b6141464a18d5a1082da77'],1,"['V_Hotline Service', 'V_Call Forwarding']",2
176,694d8ff3998b16f1c725b8117db18469,['e7e7d2fd3b43765c738992a15076b01b'],1,"['V_DQ Contact Details', 'AB_Megaline', 'V_IDD', 'V_SLT CLI', 'AB_Megaline Startup']",5
177,69d89537ea9b733dd8295f0a9fed52a4,['b3752d39e0bd16936cbdab618d7195d4'],1,['OTT_SLT PeoTV Go'],1
178,6ae9ee5e124c9fdb0f4d70d009ea2ae4,['94e9cc5591e7478b79f3e1707d342eab'],1,['V_IDD'],1
179,6b0a52c309b2ba6e02c5372429f09a8c,['e181d57e8c8f20814151cb8a4fd6943d'],1,"['E_Video on Demand', 'E_TSTV', 'E_PeoTV Initiation', 'E_PeoTV_Package Transfer']",4
180,6be6cf2fd54e5ab5916c5c3a520a776f,['e62c6420f5fd2bd17db71986d8166d87'],1,['AB_Megaline Startup'],1
181,6c45bbc1ef4c3220131c979f33af5835,['b9a34fd119389238121fcf25c8a4eff5'],1,"['AB_Megaline', 'V_SLT CLI', 'AB_Megaline Startup', 'V_IDD', 'AB_Relocation', 'V_DQ Contact Details']",6
182,6c9c219e7478591ee675017aba34b105,['d7b523c1eba8e755b5c8a149f6562348'],1,"['E_TSTV', 'E_PeoTV Initiation', 'E_Video on Demand']",3
183,6cb2da6e8291285316a287a54809c005,['bc394e558dcd05475af4cd56a8a9fd38'],1,['V_Cordeless Phone - Installment'],1
184,6d1c2dc1bebe10c372c2c73a211a3b7a,['8f4e00297bcba505a79d184a27f586ed'],1,"['V_DQ Contact Details', 'V_IDD', 'V_SLT CLI']",3
185,6e1954d2a2a8a6b8d0d4dd269374a6c5,['6edcc0ba8849df26e352550f29dd01de'],1,['AB_Megaline Startup'],1
186,6fc6cc118ff9ab63ba05f3d681f46096,['d8a794f2888fc7d413a08adce495eeb8'],1,"['V_Single VAS Bundle', 'AB_Megaline Startup', 'AB_Megaline', 'V_DQ Contact Details', 'V_IDD']",5
187,708ec595df8a31e818ec6b58bbb7ace8,['dfe3cebfc4e26591c25b32a3486ee6f4'],1,"['V_Call Waiting', 'V_Hotline Service', 'V_Absentee service', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-On Busy', 'V_Call Forwarding-No Answer', 'V_Hotline-Immediate', 'V_Abbreviated Dialing', 'V_Call Forwarding', 'V_Hotline-Time Delayed']",10
188,713aa417c219621eb60e65c2f05d3d22,['4d384b3ff38d7b7060eb1fea680200ab'],1,['AB_Service Vacation'],1
