,ACCOUNT_NUM.hash,VAS,Month_Subscribed,Rental
308,0d13cae5090bed00d6cc45b8ff9bf12e,BB_Extra GB,2018-08,
309,0d52faf05083bd5a699211d77af1750f,BB_Extra GB,2018-08,
310,0d59eb86d8e340c1a071e6901e85a49d,BB_Extra GB,2018-08,
311,0d6bcdfbaec5925ec7d313ee9815ef98,BB_Extra GB,2019-10,
312,0e0268e1e384b079cb5bd87b0199e607,BB_Extra GB,2018-08,
313,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2016-09,
314,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2017-12,
315,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-01,
316,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-04,
317,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-05,
318,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-05,
319,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-05,
320,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-06,
321,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-06,
322,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-06,
323,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-06,
324,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-06,
325,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
326,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
327,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
328,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
329,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
330,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
331,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
332,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
333,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
334,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
335,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
336,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
337,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
338,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
339,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
340,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
341,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
342,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
343,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
344,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
345,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
346,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
347,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
348,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
349,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
350,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
351,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
352,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
353,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
354,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
355,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
356,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
357,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
358,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
359,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
360,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
361,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
362,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
363,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
364,0e1fe0d01f3a2e9619999a1a634ec427,BB_Extra GB,2018-08,
