,ACCOUNT_NUM.hash,Rental,BB_Package,GB_AMOUNT,Month_Subscribed,Hour_Subscribed
1418,bd4d59633ffb8bd6fc82f3b4ada98fe9,425,WEB FAMILY PLUS,5,2021-02,16
1419,05837c9e58679948f8c0d891fa4a0ccc,100,WEB FAMILY PLUS,1,2021-06,16
1420,a4ace850f2dd3b34c4f16ae6174a5603,2625,FTTH_WEB BOOSTER,35,2021-05,16
1421,bd0cc5e96b24df6625fc68cbaf71b555,1275,WEB FAMILY PLUS,15,2021-02,19
1422,c71143375d930fc5b584cec62192d1ff,765,LTE_WEB PRO,9,2021-07,16
1423,a4ace850f2dd3b34c4f16ae6174a5603,1500,FTTH_WEB BOOSTER,20,2021-05,01
1424,c71143375d930fc5b584cec62192d1ff,850,LTE_WEB PRO,10,2021-07,20
1425,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB STARTER,3,2021-02,19
1426,a4ace850f2dd3b34c4f16ae6174a5603,1500,FTTH_WEB BOOSTER,20,2021-05,13
1427,c01e10f2edcde3c23fc82bd74e85a402,200,WEB LITE,2,2021-02,16
1428,a4ace850f2dd3b34c4f16ae6174a5603,1275,FTTH_WEB BOOSTER,15,2021-05,01
1429,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY PLUS,5,2021-02,19
1430,c01e10f2edcde3c23fc82bd74e85a402,300,WEB LITE,3,2021-02,04
1431,a4ace850f2dd3b34c4f16ae6174a5603,2625,FTTH_WEB BOOSTER,35,2021-06,04
1432,c01e10f2edcde3c23fc82bd74e85a402,200,WEB LITE,2,2021-02,13
1433,a4ace850f2dd3b34c4f16ae6174a5603,1875,FTTH_WEB BOOSTER,25,2021-06,15
1434,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY XTRA,5,2021-02,14
1435,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-03,13
1436,a4ace850f2dd3b34c4f16ae6174a5603,1275,FTTH_WEB BOOSTER,15,2021-06,19
1437,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB FAMILY PLUS,3,2021-02,14
1438,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-04,13
1439,a4ace850f2dd3b34c4f16ae6174a5603,425,FTTH_WEB BOOSTER,5,2021-06,22
1440,c01e10f2edcde3c23fc82bd74e85a402,200,WEB LITE,2,2021-04,13
1441,a4ace850f2dd3b34c4f16ae6174a5603,3000,FTTH_WEB BOOSTER,50,2021-07,22
1442,bd0cc5e96b24df6625fc68cbaf71b555,1500,WEB FAMILY PLUS,20,2021-02,14
1443,c01e10f2edcde3c23fc82bd74e85a402,200,WEB LITE,2,2021-04,22
1444,a4ace850f2dd3b34c4f16ae6174a5603,850,FTTH_WEB BOOSTER,10,2021-07,19
1445,bd0cc5e96b24df6625fc68cbaf71b555,100,WEB FAMILY PLUS,1,2021-02,16
1446,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-05,14
1447,bbc5bbab3ff7155ba85777175b039cd3,510,WEB STARTER,6,2021-03,10
1448,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB LITE,5,2021-03,14
1449,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-05,16
1450,bbc5bbab3ff7155ba85777175b039cd3,425,WEB STARTER,5,2021-03,22
1451,bbc5bbab3ff7155ba85777175b039cd3,400,WEB STARTER,4,2021-04,16
1452,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB LITE,5,2021-03,18
1453,bbc5bbab3ff7155ba85777175b039cd3,425,WEB STARTER,5,2021-04,01
1454,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-05,19
1455,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB STARTER,5,2021-03,18
1456,bbc5bbab3ff7155ba85777175b039cd3,400,WEB STARTER,4,2021-04,17
1457,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-05,10
1458,bbc5bbab3ff7155ba85777175b039cd3,300,WEB STARTER,3,2021-04,02
1459,bd0cc5e96b24df6625fc68cbaf71b555,850,FTTH_WEB FAMILY PLUS,10,2021-03,18
1460,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-06,16
1461,bbc5bbab3ff7155ba85777175b039cd3,680,WEB STARTER,8,2021-05,16
1462,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB STARTER,3,2021-03,18
1463,bbc5bbab3ff7155ba85777175b039cd3,510,WEB STARTER,6,2021-05,20
1464,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-06,22
1465,bbc5bbab3ff7155ba85777175b039cd3,425,WEB STARTER,5,2021-05,22
1466,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB PAL,5,2021-03,18
1467,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-07,22
1468,bbc5bbab3ff7155ba85777175b039cd3,850,WEB STARTER,10,2021-05,13
1469,bd0cc5e96b24df6625fc68cbaf71b555,1500,WEB FAMILY PLUS,20,2021-03,18
1470,bbc5bbab3ff7155ba85777175b039cd3,510,WEB STARTER,6,2021-06,02
1471,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-07,10
1472,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB FAMILY PLUS,3,2021-03,18
1473,bbc5bbab3ff7155ba85777175b039cd3,510,WEB PAL,6,2021-06,16
1474,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-07,01
1475,bbc5bbab3ff7155ba85777175b039cd3,425,WEB PAL,5,2021-06,01
1476,bd0cc5e96b24df6625fc68cbaf71b555,425,FTTH_WEB FAMILY PLUS,5,2021-03,18
1477,bbc5bbab3ff7155ba85777175b039cd3,510,WEB PAL,6,2021-07,02
1478,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-07,16
1479,bbc5bbab3ff7155ba85777175b039cd3,510,WEB PAL,6,2021-07,14
1480,bd0cc5e96b24df6625fc68cbaf71b555,100,WEB FAMILY PLUS,1,2021-03,18
1481,c01e10f2edcde3c23fc82bd74e85a402,100,WEB LITE,1,2021-07,22
1482,bbc5bbab3ff7155ba85777175b039cd3,425,WEB PAL,5,2021-07,14
1483,bd0cc5e96b24df6625fc68cbaf71b555,100,FTTH_WEB FAMILY PLUS,1,2021-03,18
1484,7a80615fb26922948d633269d57a5e8a,425,FTTH_WEB FAMILY PLUS,5,2021-06,16
1485,8d8472d39b270801553f2d5e7c06fe22,850,WEB STARTER,10,2021-03,04
1486,7a80615fb26922948d633269d57a5e8a,200,FTTH_WEB FAMILY PLUS,2,2021-07,01
1487,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB LITE,3,2021-03,18
1488,147d0d2d06928b5358b643b8dffe4473,595,ANY JOY,7,2021-02,13
1489,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB PAL,5,2021-03,18
1490,8d8472d39b270801553f2d5e7c06fe22,425,WEB LITE,5,2021-03,04
1491,147d0d2d06928b5358b643b8dffe4473,425,ANY JOY,5,2021-02,01
1492,bd0cc5e96b24df6625fc68cbaf71b555,100,FTTH_WEB FAMILY PLUS,1,2021-03,18
1493,8d8472d39b270801553f2d5e7c06fe22,3000,FTTH_WEB LIFE,50,2021-03,04
1494,147d0d2d06928b5358b643b8dffe4473,425,ANY JOY,5,2021-02,04
1495,bd0cc5e96b24df6625fc68cbaf71b555,850,WEB PRO,10,2021-03,16
1496,147d0d2d06928b5358b643b8dffe4473,300,ANY JOY,3,2021-02,22
1497,8d8472d39b270801553f2d5e7c06fe22,4500,FTTH_WEB LIFE,75,2021-03,04
1498,4cf83d8277f8c1cd95199a342092e808,850,WEB PAL,10,2021-06,19
1499,4cf83d8277f8c1cd95199a342092e808,850,WEB PAL,10,2021-06,22
1500,57dde03a9ea917461c536cce1b435c67,595,ANY FLIX,7,2021-03,13
1501,4cf83d8277f8c1cd95199a342092e808,850,WEB PAL,10,2021-06,19
1502,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-06,13
1503,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-06,18
1504,57dde03a9ea917461c536cce1b435c67,595,ANY FLIX,7,2021-03,16
1505,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-07,01
1506,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-07,11
1507,57dde03a9ea917461c536cce1b435c67,595,ANY FLIX,7,2021-03,01
1508,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-07,22
1509,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-07,16
1510,57dde03a9ea917461c536cce1b435c67,850,ANY FLIX,10,2021-03,04
1511,4cf83d8277f8c1cd95199a342092e808,425,ANY FLIX,5,2021-07,01
1512,57dde03a9ea917461c536cce1b435c67,100,ANY FLIX,1,2021-05,17
1513,4cf83d8277f8c1cd95199a342092e808,850,ANY FLIX,10,2021-07,19
1514,57dde03a9ea917461c536cce1b435c67,100,ANY FLIX,1,2021-05,16
1515,57dde03a9ea917461c536cce1b435c67,200,ANY FLIX,2,2021-06,01
1516,57dde03a9ea917461c536cce1b435c67,100,ANY FLIX,1,2021-06,19
1517,57dde03a9ea917461c536cce1b435c67,510,ANY FLIX,6,2021-07,11
1518,57dde03a9ea917461c536cce1b435c67,200,ANY FLIX,2,2021-07,13
1519,57dde03a9ea917461c536cce1b435c67,510,ANY FLIX,6,2021-07,22
1520,57dde03a9ea917461c536cce1b435c67,510,ANY FLIX,6,2021-07,22
1521,57dde03a9ea917461c536cce1b435c67,510,ANY FLIX,6,2021-07,22
1522,e04722d49629bbee262f96938f8e2ab8,100,STUDENT PACKAGE 1,1,2021-05,19
1523,e04722d49629bbee262f96938f8e2ab8,100,STUDENT PACKAGE 1,1,2021-06,20
1524,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-02,17
1525,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-02,19
1526,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-03,10
1527,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-03,13
1528,99a18d52271a77e3399223a5a83d0a35,300,WEB LITE,3,2021-03,13
1529,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-04,23
1530,99a18d52271a77e3399223a5a83d0a35,100,WEB LITE,1,2021-04,17
1531,99a18d52271a77e3399223a5a83d0a35,200,WEB LITE,2,2021-05,22
1532,99a18d52271a77e3399223a5a83d0a35,425,WEB LITE,5,2021-05,22
1533,99a18d52271a77e3399223a5a83d0a35,100,WEB LITE,1,2021-06,14
1534,99a18d52271a77e3399223a5a83d0a35,200,WEB LITE,2,2021-07,14
1535,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-02,16
1536,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-03,13
1537,be7c7151ec52f28040f90ae376ee40aa,100,WEB LITE,1,2021-03,13
1538,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-04,20
1539,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-04,13
1540,be7c7151ec52f28040f90ae376ee40aa,400,WEB LITE,4,2021-05,04
1541,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-05,13
1542,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-05,19
1543,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-06,17
1544,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-06,16
1545,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-06,17
1546,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-07,13
1547,be7c7151ec52f28040f90ae376ee40aa,425,WEB LITE,5,2021-07,19
1548,1022655080756ed52c8ae8deea6a1c79,100,WEB LITE,1,2021-05,16
1549,1022655080756ed52c8ae8deea6a1c79,100,WEB LITE,1,2021-05,22
1550,1022655080756ed52c8ae8deea6a1c79,100,WEB LITE,1,2021-05,16
1551,1022655080756ed52c8ae8deea6a1c79,100,STUDENT PACKAGE 2,1,2021-07,23
1552,1022655080756ed52c8ae8deea6a1c79,100,STUDENT PACKAGE 2,1,2021-07,13
1553,1022655080756ed52c8ae8deea6a1c79,100,STUDENT PACKAGE 2,1,2021-07,16
1554,ee32cf0c7ba64fbe3a5570abdfa1a406,850,WEB PAL,10,2021-02,19
1555,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,16
1556,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,23
1557,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,16
1558,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,01
1559,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,07
1560,ee32cf0c7ba64fbe3a5570abdfa1a406,200,WEB PAL,2,2021-02,07
1561,ee32cf0c7ba64fbe3a5570abdfa1a406,100,WEB PAL,1,2021-02,04
1562,ee32cf0c7ba64fbe3a5570abdfa1a406,300,WEB PAL,3,2021-02,04
1563,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,07
1564,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,01
1565,ee32cf0c7ba64fbe3a5570abdfa1a406,850,WEB PAL,10,2021-02,01
1566,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,07
1567,ee32cf0c7ba64fbe3a5570abdfa1a406,300,WEB PAL,3,2021-02,07
1568,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,01
1569,ee32cf0c7ba64fbe3a5570abdfa1a406,100,WEB PAL,1,2021-02,19
1570,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-02,01
1571,ee32cf0c7ba64fbe3a5570abdfa1a406,100,WEB PAL,1,2021-02,22
1572,ee32cf0c7ba64fbe3a5570abdfa1a406,300,WEB PAL,3,2021-02,02
1573,ee32cf0c7ba64fbe3a5570abdfa1a406,100,WEB PAL,1,2021-02,16
1574,ee32cf0c7ba64fbe3a5570abdfa1a406,100,WEB PAL,1,2021-02,22
1575,ee32cf0c7ba64fbe3a5570abdfa1a406,850,WEB PAL,10,2021-03,22
1576,ee32cf0c7ba64fbe3a5570abdfa1a406,850,WEB PAL,10,2021-03,01
1577,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-03,01
1578,ee32cf0c7ba64fbe3a5570abdfa1a406,425,WEB PAL,5,2021-03,07
1579,ee32cf0c7ba64fbe3a5570abdfa1a406,300,WEB PAL,3,2021-03,22
1580,ee32cf0c7ba64fbe3a5570abdfa1a406,200,WEB PAL,2,2021-03,14
1581,05bab558d9088194d8c2e91ffa1f3917,200,FTTH_WEB FAMILY PLUS,2,2021-06,16
1582,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY XTRA,5,2021-06,19
1583,05bab558d9088194d8c2e91ffa1f3917,200,FTTH_WEB FAMILY PLUS,2,2021-06,16
1584,bd0cc5e96b24df6625fc68cbaf71b555,850,WEB FAMILY PLUS,10,2021-06,10
1585,05bab558d9088194d8c2e91ffa1f3917,100,FTTH_WEB FAMILY PLUS,1,2021-06,14
1586,bd0cc5e96b24df6625fc68cbaf71b555,300,FTTH_WEB FAMILY XTRA,3,2021-06,14
1587,0e1fe0d01f3a2e9619999a1a634ec427,100,WEB LITE,1,2021-06,02
1588,87f0f2a0c4ed2d05ce5279799a6fd79d,510,WEB FAMILY ACTIVE,6,2021-07,13
1589,1f17a575b6a52725ff5e26614b0cf1be,100,WEB LITE,1,2021-07,22
1590,0e1fe0d01f3a2e9619999a1a634ec427,850,WEB STARTER,10,2021-06,02
1591,87f0f2a0c4ed2d05ce5279799a6fd79d,425,WEB FAMILY ACTIVE,5,2021-07,01
1592,1f17a575b6a52725ff5e26614b0cf1be,100,WEB LITE,1,2021-07,16
1593,05bab558d9088194d8c2e91ffa1f3917,100,FTTH_WEB FAMILY PLUS,1,2021-07,01
1594,05bab558d9088194d8c2e91ffa1f3917,100,FTTH_WEB FAMILY PLUS,1,2021-07,00
1595,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB LITE,3,2021-06,14
1596,05bab558d9088194d8c2e91ffa1f3917,100,FTTH_WEB FAMILY PLUS,1,2021-07,22
1597,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY XTRA,5,2021-06,19
1598,05bab558d9088194d8c2e91ffa1f3917,100,FTTH_WEB FAMILY PLUS,1,2021-07,22
1599,1702697759a3ecc980b0b6e0624b4374,100,WEB LITE,1,2021-02,13
1600,bd0cc5e96b24df6625fc68cbaf71b555,200,WEB LITE,2,2021-06,20
1601,1702697759a3ecc980b0b6e0624b4374,100,WEB LITE,1,2021-02,16
1602,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-02,17
1603,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB LITE,5,2021-06,13
1604,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-02,22
1605,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-02,04
1606,bd0cc5e96b24df6625fc68cbaf71b555,850,WEB FAMILY PLUS,10,2021-06,13
1607,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-03,22
1608,bd0cc5e96b24df6625fc68cbaf71b555,425,STUDENT PACKAGE 1,5,2021-06,13
1609,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-03,10
1610,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-03,13
1611,bd0cc5e96b24df6625fc68cbaf71b555,1500,WEB FAMILY PLUS,20,2021-06,18
1612,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-05,13
1613,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-05,19
1614,bd0cc5e96b24df6625fc68cbaf71b555,595,FTTH_WEB FAMILY XTRA,7,2021-06,19
1615,75ff3a8340bc095f7dec5163742e5365,425,WEB LITE,5,2021-05,22
1616,8d8472d39b270801553f2d5e7c06fe22,850,FTTH_WEB LIFE,10,2021-03,14
1617,bd0cc5e96b24df6625fc68cbaf71b555,100,WEB FAMILY XTRA,1,2021-06,19
1618,75ff3a8340bc095f7dec5163742e5365,100,WEB LITE,1,2021-05,16
1619,bd0cc5e96b24df6625fc68cbaf71b555,200,WEB STARTER,2,2021-06,14
1620,60465b31547599e10db1052d389068cf,425,WEB STARTER,5,2021-03,10
1621,8d8472d39b270801553f2d5e7c06fe22,850,ANY JOY,10,2021-03,14
1622,60465b31547599e10db1052d389068cf,425,WEB STARTER,5,2021-03,11
1623,bd0cc5e96b24df6625fc68cbaf71b555,850,FTTH_WEB FAMILY XTRA,10,2021-06,14
1624,8d8472d39b270801553f2d5e7c06fe22,4500,FTTH_WEB LIFE,75,2021-03,14
1625,60465b31547599e10db1052d389068cf,200,WEB STARTER,2,2021-03,19
1626,bd0cc5e96b24df6625fc68cbaf71b555,100,WEB FAMILY XTRA,1,2021-06,14
1627,8d8472d39b270801553f2d5e7c06fe22,2625,FTTH_WEB LIFE,35,2021-03,16
1628,0e1fe0d01f3a2e9619999a1a634ec427,100,WEB FAMILY PLUS,1,2021-06,19
1629,87f0f2a0c4ed2d05ce5279799a6fd79d,425,WEB FAMILY ACTIVE,5,2021-07,01
1630,1f17a575b6a52725ff5e26614b0cf1be,100,WEB LITE,1,2021-07,13
1631,0e1fe0d01f3a2e9619999a1a634ec427,200,WEB LITE,2,2021-07,23
1632,b6d242ed579dd0b5996d0dda63fb53e2,200,WEB LITE,2,2021-02,10
1633,8d8472d39b270801553f2d5e7c06fe22,425,WEB STARTER,5,2021-03,11
1634,b6d242ed579dd0b5996d0dda63fb53e2,300,WEB LITE,3,2021-03,17
1635,bd0cc5e96b24df6625fc68cbaf71b555,850,WEB FAMILY PLUS,10,2021-06,14
1636,b6d242ed579dd0b5996d0dda63fb53e2,100,WEB LITE,1,2021-04,16
1637,8d8472d39b270801553f2d5e7c06fe22,4500,FTTH_WEB LIFE,75,2021-03,22
1638,bd0cc5e96b24df6625fc68cbaf71b555,300,WEB STARTER,3,2021-06,16
1639,b6d242ed579dd0b5996d0dda63fb53e2,200,WEB LITE,2,2021-04,14
1640,cc8d273c826b1c1a630bc259f84a9f5c,100,WEB PAL,1,2021-03,13
1641,1f17a575b6a52725ff5e26614b0cf1be,100,WEB LITE,1,2021-07,23
1642,8d8472d39b270801553f2d5e7c06fe22,2625,FTTH_WEB LIFE,35,2021-03,22
1643,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY PLUS,5,2021-06,04
1644,8d8472d39b270801553f2d5e7c06fe22,425,WEB STARTER,5,2021-03,18
1645,b6d242ed579dd0b5996d0dda63fb53e2,200,WEB LITE,2,2021-04,16
1646,8d8472d39b270801553f2d5e7c06fe22,4500,FTTH_WEB LIFE,75,2021-03,18
1647,0e1fe0d01f3a2e9619999a1a634ec427,425,WEB STARTER,5,2021-07,23
1648,b053bbb012c17bbc54ea279c6d9fa034,300,WEB FAMILY PLUS,3,2021-02,22
1649,bd0cc5e96b24df6625fc68cbaf71b555,850,WEB FAMILY PLUS,10,2021-06,04
1650,8d8472d39b270801553f2d5e7c06fe22,1020,ANY BEAT,12,2021-03,10
1651,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY XTRA,5,2021-06,07
1652,8d8472d39b270801553f2d5e7c06fe22,1875,FTTH_WEB LIFE,25,2021-03,22
1653,8d8472d39b270801553f2d5e7c06fe22,1500,FTTH_WEB LIFE,20,2021-03,16
1654,bd0cc5e96b24df6625fc68cbaf71b555,425,WEB FAMILY XTRA,5,2021-06,12
1655,8d8472d39b270801553f2d5e7c06fe22,765,FTTH_WEB LIFE,9,2021-03,19
1656,bd0cc5e96b24df6625fc68cbaf71b555,595,FTTH_WEB FAMILY XTRA,7,2021-06,14
1657,8d8472d39b270801553f2d5e7c06fe22,680,WEB STARTER,8,2021-04,19
1658,8d8472d39b270801553f2d5e7c06fe22,850,FTTH_WEB LIFE,10,2021-04,13
1659,cc8d273c826b1c1a630bc259f84a9f5c,100,WEB PAL,1,2021-03,13
1660,7b9150839a482d011c28d565ad4f00c5,300,WEB STARTER,3,2021-04,15
1661,7b9150839a482d011c28d565ad4f00c5,200,WEB STARTER,2,2021-05,01
1662,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-05,16
1663,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-05,17
1664,7b9150839a482d011c28d565ad4f00c5,425,WEB STARTER,5,2021-05,13
1665,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-05,01
1666,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-05,19
1667,7b9150839a482d011c28d565ad4f00c5,300,WEB STARTER,3,2021-05,19
1668,7b9150839a482d011c28d565ad4f00c5,300,WEB STARTER,3,2021-05,19
1669,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-06,22
1670,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-06,12
1671,7b9150839a482d011c28d565ad4f00c5,425,WEB STARTER,5,2021-06,15
1672,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-07,10
1673,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-07,00
1674,7b9150839a482d011c28d565ad4f00c5,850,WEB STARTER,10,2021-07,13
1675,7b9150839a482d011c28d565ad4f00c5,425,WEB STARTER,5,2021-07,10
1676,7e7a99a5150f96f9e6a70420621284d6,425,WEB STARTER,5,2021-02,13
1677,ebe4b033e4166d39efdd510b4015fded,300,WEB FAMILY XTRA,3,2021-05,14
1678,ebe4b033e4166d39efdd510b4015fded,100,WEB FAMILY XTRA,1,2021-05,01
1679,ebe4b033e4166d39efdd510b4015fded,1500,WEB FAMILY XTRA,20,2021-06,10
1680,ebe4b033e4166d39efdd510b4015fded,1500,WEB FAMILY XTRA,20,2021-06,16
1681,ebe4b033e4166d39efdd510b4015fded,425,WEB FAMILY XTRA,5,2021-06,10
1682,f7ef78f4840a88f33570306d09fb4e8c,200,WEB LITE,2,2021-02,19
1683,f7ef78f4840a88f33570306d09fb4e8c,200,WEB LITE,2,2021-06,11
1684,f7ef78f4840a88f33570306d09fb4e8c,100,WEB LITE,1,2021-06,13
1685,f7ef78f4840a88f33570306d09fb4e8c,100,WEB LITE,1,2021-07,14
1686,eab15fbe09440bdfee1c5d6f46125e77,100,ANY BEAT,1,2021-03,10
1687,eab15fbe09440bdfee1c5d6f46125e77,425,ANY BEAT,5,2021-05,22
1688,eab15fbe09440bdfee1c5d6f46125e77,300,ANY BEAT,3,2021-05,10
1689,eab15fbe09440bdfee1c5d6f46125e77,100,ANY BEAT,1,2021-05,19
1690,eab15fbe09440bdfee1c5d6f46125e77,300,ANY BEAT,3,2021-05,22
1691,eab15fbe09440bdfee1c5d6f46125e77,200,ANY BEAT,2,2021-05,19
1692,eab15fbe09440bdfee1c5d6f46125e77,425,ANY BEAT,5,2021-06,10
1693,eab15fbe09440bdfee1c5d6f46125e77,200,ANY BEAT,2,2021-07,13
1694,f6e3e4e70d26cb296461e33de68fe3a6,100,WEB LITE,1,2021-03,19
1695,f6e3e4e70d26cb296461e33de68fe3a6,425,WEB LITE,5,2021-03,01
1696,f6e3e4e70d26cb296461e33de68fe3a6,425,WEB LITE,5,2021-03,16
1697,9c802b6b329dc1e3ba6e6c655a21e65d,200,WEB STARTER,2,2021-06,22
1698,085ecebef1af065588e3558ca21e6d4c,100,ANY JOY,1,2021-04,16
1699,085ecebef1af065588e3558ca21e6d4c,100,ANY JOY,1,2021-04,16
1700,085ecebef1af065588e3558ca21e6d4c,100,ANY JOY,1,2021-04,01
1701,085ecebef1af065588e3558ca21e6d4c,100,ANY JOY,1,2021-06,14
1702,085ecebef1af065588e3558ca21e6d4c,100,ANY JOY,1,2021-07,22
1703,085ecebef1af065588e3558ca21e6d4c,200,ANY JOY,2,2021-07,23
1704,9388e2c8ed6300c3c7138defbf5976e6,425,BROADBAND EXPERIENCE,5,2021-02,22
1705,2f1d40b423aef707a108ca02c1969510,100,WEB LITE,1,2021-05,16
1706,2f1d40b423aef707a108ca02c1969510,300,WEB LITE,3,2021-07,22
1707,2f1d40b423aef707a108ca02c1969510,300,WEB LITE,3,2021-07,22
1708,4b1f7bfd0aa9b296e1b62885043a0167,425,WEB FAMILY PLUS,5,2021-05,22
1709,b2b49ba22889d120f7dd53a35ad50ae7,425,WEB STARTER,5,2021-02,19
1710,b2b49ba22889d120f7dd53a35ad50ae7,850,WEB STARTER,10,2021-02,01
1711,b2b49ba22889d120f7dd53a35ad50ae7,200,WEB STARTER,2,2021-03,22
1712,b2b49ba22889d120f7dd53a35ad50ae7,425,FTTH_WEB FAMILY PLUS,5,2021-03,01
1713,b2b49ba22889d120f7dd53a35ad50ae7,300,FTTH_WEB FAMILY PLUS,3,2021-03,22
1714,b2b49ba22889d120f7dd53a35ad50ae7,100,FTTH_WEB FAMILY PLUS,1,2021-03,22
1715,b2b49ba22889d120f7dd53a35ad50ae7,425,FTTH_WEB FAMILY PLUS,5,2021-03,17
1716,b2b49ba22889d120f7dd53a35ad50ae7,100,FTTH_WEB FAMILY PLUS,1,2021-05,13
1717,b2b49ba22889d120f7dd53a35ad50ae7,100,FTTH_WEB FAMILY PLUS,1,2021-05,22
1718,b2b49ba22889d120f7dd53a35ad50ae7,100,FTTH_WEB FAMILY PLUS,1,2021-06,16
