,event_source.hash,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,FREE_VAS_Package,FREE_VAS_Month_Subscribed,FREE_VAS_Rental,FREE_VAS_One_Time_Charge,VAS_Count
1125,0f97cd0dfb046a48c1c9324cf9479f2c,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1126,0f98f7905f341f0c34b0c5d846004350,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1127,0fa17637fd13a5290e8b5683f7577458,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1128,0fa3ddda02c09c3123ca9f01aed4bad6,2d3c09ba08e6a70dbc5988cbbb2fa115,2202f30a933b2c161c159cba3e985d0a,['V_SLT Voice Service'],['2019-06'],[0],[0.0],1
1129,0fa6a37a506103f105a7c33255e053b5,dcab884afd6c1a13df78119714e9b76e,10cbb7cbabcfa7868a816f1f4f0187bb,['V_SLT Voice Service'],['2019-09'],[0],[0.0],1
1130,0fa8d00513df49ee00475584ef1dfdaa,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1131,0fada7aba05f441ea2b3d86f173de6fd,6b4bfa1e32f513071c6b138a86c3bac9,0552174bba6950523aa45450f6690d02,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1132,0fae8f50b160182a260ccfa222ad752e,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1133,0fb079b74a7cfe56c8b82a1d37e77a4f,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1134,0fb55398a00b2137b479c313b1f3c61b,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1135,0fb81a6ae000d344d6ef25795a0cf67e,87ebb0f06e92b5787a734028a9b902b6,297dd569c78d16da664fee07aec6beca,"['V_SLT Voice Service', 'V_Call Forwarding-On Busy', 'V_Call Waiting', 'V_Call Forwarding', 'V_Call Transfer Three way', 'V_Abbreviated Dialing', 'V_Absentee service', 'V_CLI presentation in call waiting', 'V_Incoming Call Memory', 'V_Call park', 'V_Outgoing Call Memory', 'V_Call Forwarding Offline', 'V_Anonymous call barring', 'V_Call back on busy', 'V_Incoming Call Transfer', 'V_Call Forwarding-Immediate', 'V_Call Forwarding-No Answer']","['2018-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08', '2020-08']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",17
1136,0fbaac706655fe8c73fe04d11844033e,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1137,0fbb37eaaa86300b449ab8333ec8e441,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['V_SLT Voice Service'],['2019-09'],[399.0],[0.0],1
1138,0fbd1a6af12781cf5a75e02135d72708,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1139,0fbf119c6cec17e77e28d70d5ed6189c,a88cf429a820eb62f5859ad4369dd728,9ff074682225431ff063ec64e53fe6e2,['V_SLT Voice Service'],['2019-08'],[0],[0.0],1
1140,0fbff5578da5f478d85bce078526ee8c,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1141,0fc85eaae3955affd0717d5cb55febe5,d5b3f685fee264650b3de22f2bef0023,5dba81403ff06d5af8d260930300462e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1142,0fcba8c79a77d368d7f1ecd29eaff3f6,16ba7704ef69803d3d41ebde44ad1c06,f7f58f60160d44ff1205c52c8676999f,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1143,0fce5a73dcf6d65eab95e3f70c5f001d,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1144,0fd418dfca250cd089fe71d3c155db16,d5b3f685fee264650b3de22f2bef0023,5dba81403ff06d5af8d260930300462e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1145,0fd559ce8903f30175a035f2c59f107f,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1146,0fddcd7d86cc2a6257cc854af1642b34,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1147,0fe33928752d7d18c426ecceb5a1d19c,d3e92a3b5f6d9389270489a762cd5b89,a1f1deda47c60394a0da563e30128f01,['V_SLT Voice Service'],['2019-03'],[399.0],[0.0],1
1148,0fe3a0b25a42a031cf4a897afc796948,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1149,0fe9fed9065d6eb5edb3bef82c51dd2b,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1150,0fec620c4664a661de417fe66da87cdf,d3e92a3b5f6d9389270489a762cd5b89,a1f1deda47c60394a0da563e30128f01,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1151,0fed2948e1925f3c408054fd767f75ff,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1152,0feebe90c213d5587796b584275c9e4d,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1153,0ff0bc0fd95b716b3c89b7a80152cbe2,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1154,0ff3ad79e65393d3e821e3dda542479f,6b4bfa1e32f513071c6b138a86c3bac9,0552174bba6950523aa45450f6690d02,['V_SLT Voice Service'],['2018-09'],[399.0],[0.0],1
1155,0ff903ba3d05e989b1523e93ba83281a,df42f109781d3f3314df8fc89001dd37,27f7021c0ac5a6942c88ba41639288a6,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1156,0ffa3f6bd0538eb71537eef05b16437f,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1157,0ffae4df3ebb9533e90aa946c8b9e566,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1158,0ffaec488df71b87082917349bdb7cf7,23b8dcc156cd6c00287efd88ae321631,70be88e56e49932e85f75b2f9d0a6567,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1159,0ffef6e34ba8799def8330948dd4cd21,06623c7ba64331f615ff83c5664b71bb,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1160,100457dd619a3c9c2e1c22e42df016c3,447500d30e3425e510983e17798f794f,b1562e323a46f3cc786c6e24084d68f8,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1161,10078b8a1bfb17bed3dd022c1a7429fd,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1162,100b24e83504283130567d751f4e96de,6b4bfa1e32f513071c6b138a86c3bac9,0552174bba6950523aa45450f6690d02,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1163,100c3dfa4a37a92fda9401b890d735e7,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1164,101128c0ba1e5071ab86d2d5a939a58d,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1165,1016831f67f67105cca2afe4de4feb5f,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1166,10178660ffaa50b7c0ba057c07689b49,d5b3f685fee264650b3de22f2bef0023,5dba81403ff06d5af8d260930300462e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1167,101c3fe902725d68d3b55d06694abb2e,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1168,1021cdf77b6ad34e91c099c327f53e87,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1169,102248a03588fa29884f185baeff6999,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1170,1028efcbed05c5f62b6a0c55c296ab80,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['V_SLT Voice Service'],['2019-02'],[399.0],[0.0],1
1171,10373c45aba41376ed02ec70cc1fdc9e,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1172,103b80fec14a8064599d1e4577ac8859,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1173,103b97a351e5698d8f09dd28de9deb5b,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1174,1040ac765a547e09ebee8a829f2a58ab,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,['V_SLT Voice Service'],['2017-11'],[399.0],[0.0],1
1175,1041e886b3c7a75719322e9215d19fa0,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1176,10466d80b2b6a89919d37181c8f6ee13,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1177,10472b2cc51d29c0ee24c3667b2637e7,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1178,104dced91aa603c85945df73e2178d36,6184e258fc549e12c235a2bc10ae297e,e87131d1793ae521c155b1a8ef40772d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1179,104f0e317ff25489ae5cec445ef50728,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1180,10504ec3f025a9b08aea883d05bb22e9,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1181,1055cfcb18da0664323098f2e3e29360,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1182,105e08e2cdf305a5ff5dfd29dd1d73d3,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1183,105fff42b5880360d85465f26fc76cf1,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1184,106537a3883b553916743fbca937f2e8,59099c13e0ab9b2b722152d10aff2a50,6e0c82788b6223f62a74921b31002a61,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1185,10660530f34830fcb1c07b7becc5e608,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2020-03'],[499.0],[0.0],1
1186,106651d16b341a3ece9f8ee032ffb903,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2017-11'],[499.0],[0.0],1
1187,1068e4f26b2ad5a07749759f114c1087,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1188,1068f957b3d1af1344841607dcddb8b5,d5b3f685fee264650b3de22f2bef0023,5dba81403ff06d5af8d260930300462e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1189,106cb919ef0cbbfc66c0edd41aac60a2,6e32d0a348d1ad246daa4104318d95b4,1475939978b8c8009787d0973436bc31,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1190,1071b8a73f7501abe6a2ce119dfedf0b,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1191,107581709f8e2f5cd9d346a4202713e8,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1192,108284f9e1d42df57ef06a3caf6f59b4,95ac85c80ab64e565eaeb12a71855f06,b2fb31d98d2df1204c6c6b93756fa74a,['V_SLT Voice Service'],['2018-09'],[399.0],[0.0],1
1193,10867dc177caa1bcdee568ffa74f13ce,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1194,108c2825e5b04971bd3327b511430822,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1195,108de2b578ab903d2ad11b336a382bf4,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,['V_SLT Voice Service'],['2019-10'],[399.0],[0.0],1
1196,108eda9acedc69ed50d1a7ca39953710,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1197,109066d75fd9e33d4a736e5e90acd9d2,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1198,10954f5f2369e939d9a0c114e4a96fea,80f1d53e91f9e64526f17c7dc8a26595,6d1b6154c3440c70eba49ec2266ae19b,['V_SLT Voice Service'],['2020-02'],[0],[0.0],1
1199,109933b48dcde811a7a9b23584e4116b,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1200,109b565e8e6febac08066ff689323982,df42f109781d3f3314df8fc89001dd37,27f7021c0ac5a6942c88ba41639288a6,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1201,109e661aa9bde8d76c371fa5f3ee3931,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
1202,10ab82da225ae225d9fe2cf45350de09,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2020-07'],[0],[0.0],1
1203,10aced338307b8bc8e847eb1cb6462ee,d423b8bd229b24c6aea8cd1925d6a59c,0542451a2f9af4fe3bb85f0a1157ee25,['V_SLT Voice Service'],['2020-03'],[0],[0.0],1
1204,10b0923c7e66a60ee2872b363c461852,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1205,10b12aa5e21fc0dc01c253044c94e3f0,6a1fd0b95a2dfc30d773843a67568ca8,51dd163f48595e189673a80ad2a4608a,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1206,10b17f418d46bed61e5960fe75c7f120,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1207,10bc4980dc3a344770a0d3e01fa8fbc2,a5e47457f00585947c9912bb8a1b4cf7,5dd0fbee2ce82b09e622563c77bb3816,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1208,10bd24b88144d790de0600a802158c8b,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1209,10bd97487fa3345d2cd899fd7a3b41b1,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1210,10bf11bc83f4470893a3678da2050305,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1211,10bf144b726ff91b1b478de3f26082fe,bfb7d1428bbb21cf1c1269e01add9b69,f696354d0d7ceef9d0e0aafb189f46cb,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1212,10c34dd29f0534c7ad86f29a891817e9,02059e815d999bda708149ae263946d3,45636ddd123db631d63e246c5d004400,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1213,10c8cdb56e7f7505b9991ff0bfd74f28,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1214,10d13700763037a7435b3939afa1fbed,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1215,10d9ad401bbaf17257e2c8a07d82585b,af66a61a98c385584e3fccfd8dcc5412,1eca97f3ce8ee40e866677fdccc1d60e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1216,10db33c210e825b1efda73b48c77cb2f,3c5f944ac7ca4dae15214e9a2a1fc4fe,fa7c26aeadc48dc7d4028fb47f857911,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1217,10dbcad1dc032c43ce4f70581ebf2824,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1218,10de46ef2c557cab9fb804e8a5c50623,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1219,10e1d9bcd58ec432edf752fc355e9291,d55302a77bc6f5bb5eeaeb32ead3416c,3b6d3d3a7bb7ad8eb357bf57688f2bbb,"['V_SLT Voice Service', 'E_PeoTV Initiation']","['2018-08', '2020-01']","[0, 0]","[0.0, 0.0]",2
1220,10e4567b2feb1167b637adca611d20e3,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1221,10e8d2258c540b0ce8a6ab0ffc0ca4d0,daa74e4f9afbb374acc64969fe778808,dffc1c556d835833616d2e57b50ed4b2,['V_SLT Voice Service'],['2019-11'],[0],[0.0],1
1222,10ea2528e97b78e2b97259d80ea44db8,76b314731097bf89caa76adc04c8a27f,9737a1c5de434859dd85a2617e246f62,['V_SLT Voice Service'],['2019-01'],[0],[0.0],1
1223,10eb2ca9312c940ba6a0901606083c36,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1224,10ec5fb3534b6b0f79c08206ca547ed1,b484aaadc0ceaa82e41c6b5306e664c1,68fa9f51193b5b29cb2b01cee578200c,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1225,10eef894c312b6b44db28f8143db46cc,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1226,10f22403e62d5a724aacb81bd2b0d25a,f22295dcdeb9502825e7d6140bbf8542,d4529a42fb85d23b1589bf04a1b637d6,['V_SLT Voice Service'],['2019-09'],[0],[0.0],1
1227,10f3afbc1eda84e268e1b2139862e374,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2019-12'],[399.0],[0.0],1
1228,10feb19a775a756b3c071fb6bed5074b,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1229,10ff235286d318dd02403675e73a4c79,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1230,11074a2dd53fd9b617e2c6dd3bbdb718,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1231,110d7d46c66dcb697ac1faeba2a4b304,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,['V_SLT Voice Service'],['2019-02'],[0],[0.0],1
1232,110d93ff34563d43a304106f7d92b642,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1233,110eb03bd4be3af680d3966a137a4ad2,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1234,11108d9a47a871f39c025768373b69f5,ef9655512e3736ce7ddef8f97428c551,242a75cc9aed5187ca5e27dd5fbab393,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1235,111b6f72a241da2cbada5c30c7743e3e,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1236,111f6f792b12cd3c0b8f513b02ad6fb9,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1237,1121f02b1301d742b3af4aac3fd06d47,287cde10ae103ec451caeb0d47b7575c,0f1767cecb2a3b6f57e3e61b4c645f03,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1238,1122e89b876ee1e778cfef8c779a68c0,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1239,1124d54bcacd26a9e513417cea87e50c,d3e92a3b5f6d9389270489a762cd5b89,a1f1deda47c60394a0da563e30128f01,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1240,112571be50a8f5333e366df5692d8f5d,dcab884afd6c1a13df78119714e9b76e,10cbb7cbabcfa7868a816f1f4f0187bb,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1241,1126cbddb4be8291d974d4d361b05c0f,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1242,1129ef12714d563e1a9772124f7c5b20,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1243,112c43e038ddc8adca0ff3ff325bdc0f,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1244,1130bdfe003081f05d0d0d5fd544afca,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1245,1132a28beef7cbc4727d25924837f926,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1246,1134406d5c9d4dd280c9262c26019c4b,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1247,11379337c765767f8f0e25df53863c73,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1248,113d954b8963f49fc75e71b77285a001,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1249,11439ea34a42a700d0fdae07bafd92d8,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1250,1149bc785727d255fd84a903522d3d82,c71143375d930fc5b584cec62192d1ff,1e349cab50911a97090c6eab866b0863,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1251,114b27d23d1e0d937a18b46ebf3075dc,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1252,114ff75a94b989741745b708ffe4bc76,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1253,11514824f49d2f5f8a40dd9ef8d3f3e9,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
1254,1155be06478d8677d73584da66500a9d,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-01'],[399.0],[0.0],1
1255,115b22650e1c76989d232eade5548852,20df8757ab7ce86d91b147f6e4bab8c9,946b6638f55a3d84c94bc1df8d132b0b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1256,115cc65dd56e48556702f032be755116,dcab884afd6c1a13df78119714e9b76e,10cbb7cbabcfa7868a816f1f4f0187bb,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1257,1160aff53dd9511d230d4c195843a2eb,d3e92a3b5f6d9389270489a762cd5b89,a1f1deda47c60394a0da563e30128f01,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
1258,11617cc24e4068353346df73117f04ec,b30b53ebc3474896e19e08b36a4f6751,efeab37d377b0f32b7f70b159f824652,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
