,event_source.hash,ACCOUNT_NUM.hash,CUSTOMER_REF.hash,FREE_VAS_Package,FREE_VAS_Month_Subscribed,FREE_VAS_Rental,FREE_VAS_One_Time_Charge,VAS_Count
67,00d5de98d2b4c483507bfbc3674f04dd,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
68,00d61dce9abd99df5b4abbde14275cd3,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
69,00da22c90c84b9283f4c672dcb504551,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
70,00dbb4219193c1e0cfbfcdb82311f341,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
71,00dd3015c42c63718e5ca2770ffbb775,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
72,00df17ff4490644616b733bd40c41352,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
73,00e97b57558e3c28bc2cf78280a7d8ad,06623c7ba64331f615ff83c5664b71bb,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
74,00e9aefc1a60f9a4820de41c3e7d2d5a,066323e15583647d5102a831aa53aba7,e25162db438675b3c70e1bc9010a03f5,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
75,00ec6ab382189adfa75e91a1fd40fb41,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
76,00ec8e4a09da3b9f538f722fb4c81b74,16ba7704ef69803d3d41ebde44ad1c06,f7f58f60160d44ff1205c52c8676999f,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
77,00ecd313c390565941492560fc856646,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
78,00edd7bfb9f0558c0c689ae617d071df,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,['V_SLT Voice Service'],['2019-02'],[0],[0.0],1
79,00f5eb3151761528ea0a0b1ad5841dec,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
80,00f7267b90dfc7569221c4de6308471d,c71143375d930fc5b584cec62192d1ff,1e349cab50911a97090c6eab866b0863,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
81,00f8e8b61ad6afc70bf229c270653af0,c71143375d930fc5b584cec62192d1ff,1e349cab50911a97090c6eab866b0863,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
82,00f9d91d2fbd14503d108b2e4e27a96d,3da406d3682d6e70b8246e1276bc485b,5e4ffcf3ec269bfc80b015a728364d2c,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
83,00fc6a439cf1dc781f01e0825bab81f8,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
84,00fee4742ef62684986fea0cd9bec9ca,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
85,01074f7e1de84242b01282ed7bf234b1,c689edeb7bb9db36383f01bada12ecce,15758413e7e73ad08fc1b5cd8958f7d0,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
86,0107e975b0c1cacc078859fd476e7863,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
87,010dcfac88a31178a16850ecb144c6e6,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
88,010e3e7c62baa5590370383085f227d0,2d3c09ba08e6a70dbc5988cbbb2fa115,2202f30a933b2c161c159cba3e985d0a,['V_SLT Voice Service'],['2020-01'],[0],[0.0],1
89,010fba13ec79e680aceef530b07bdae2,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
90,0110ddfeeaf6b16eb8330cbc953bb932,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
91,0112282ca6b141b665f33e3ace7d3d1d,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
92,011230cdf5126d02760383f90c395d52,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
93,0114c953f918a091d5b1456b610ae529,b4e84f5325e5f7f6a2f939fd925e8d28,5a1eeef113e857e369e590daa423d333,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
94,0115989c509f6dfa5f10c65ce495e5f1,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
95,011a772e149e9666efb2219e9092c7d1,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
96,011adeeaef79aeac706a2e7fc225e8f8,3bde4ff74b0a8852847af576b81d4e15,1d0c00bf1627d5247d2373e0e1a58901,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
97,012a46fdc814cc878f1cfbc39855a2d4,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
98,012b3bbf0246a5039ca3cd5b37ccbae5,29e4ed1dd895c838aae14cef338f8640,6048d4cca6eb5b161321e536031dfe17,['V_SLT Voice Service'],['2019-02'],[0],[0.0],1
99,0130b536968c7ffc1e6c9eb716cbff8e,cc88c49f580c13600e99dfd9920d05e9,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2019-02'],[0],[0.0],1
100,013736757d2ddad83cdfaa418921605c,bd9ab5150e50824620e1b6d2c2ae972c,e8ca143307554d84438e54a501f3a79b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
101,013a894927cf011c702e75a9b9336f95,b45981c573bce0223a1d2f0b97d66db4,c08670d400f9a41dc3a0b9518390b3df,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
102,013c5c6db37be61c4bae425989c6c8f7,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
103,013f499ab087f5f023b27fc0fe917ae4,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
104,0140bfc5ba34c76ef70a7dfa51c93de9,01f29baefa8fabbd7351cc8260f56323,bb9f9455c1930ff40863113204a38010,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
105,0141ba77aca21440bd72d76811f684ff,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
106,014331df97ad04401157e3725ddca75e,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
107,0146491fb8d66058bea3723f9f24a56d,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
108,0152d7723febc8f6913e91db4887a75e,2898768c8a7e21ff83e12bcf3ecd2249,8e1a3eaba8718b9b1d831c61cd87aa96,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
109,01570b838ceceb89861b13b0e427969a,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
110,015815ec2a16d3bec1b2e62d363404f9,4a53c2f008c7fcb139a7f3b90e2b0f85,e92e460daa0be0f4b80b0e215cfdf579,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
111,015a2a7e36445df3e5ba82b6e40829de,a1e2b9c2faf456eece4bb507dd044fcd,ae041952f243955016cb60d82413a8bf,['V_SLT Voice Service'],['2019-07'],[0.0],[0.0],1
112,015e28f5a57fa57cb5f82d7a9391afa1,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
113,01620098d5ee3f69f6e3c49136917090,83041b23b6ad1c70326076d1210fa761,ac995f79a7164b89de084396352b343b,['V_SLT Voice Service'],['2018-07'],[0],[0.0],1
114,0167e43c87471d4efa346908257fe9e2,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
115,016b0ba6a41663b3a318227ea8b81652,c71143375d930fc5b584cec62192d1ff,1e349cab50911a97090c6eab866b0863,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
116,017234fb700a38530b3a3dc471ab653a,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
117,01750bdbd47c0f68d0bc33bc9e41dd79,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-10'],[0],[0.0],1
118,017796de46eee20e4978e3ad9168d4f0,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2020-07'],[0],[0.0],1
119,01789768e816cad34ba9ea68130c8a48,a88cf429a820eb62f5859ad4369dd728,9ff074682225431ff063ec64e53fe6e2,['V_SLT Voice Service'],['2019-04'],[0],[0.0],1
120,0192690462b7030b5bdf0c76b2e24c37,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-09'],[0],[0.0],1
121,0194d7ec034fd26f43b990a54fa7269f,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
122,0194d903eb4d410ebb05d81febf87090,8d8472d39b270801553f2d5e7c06fe22,f8743da5d0bff84f9440fb44fce1bdc1,['V_SLT Voice Service'],['2020-08'],[0],[0.0],1
123,0199a8f3d4c753d4dc5666ed87e271af,4c7a4769273c7a2eb4860a09f6376a70,b30293458c6565bc283bac15b92aa38d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
124,019abe217c95ad3914a5ebf9829334ef,44224bc1e2e7101c90bbad70dbcc5a6c,f5d47ec8993b2e30d200ec5f1c3bae1b,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
125,01a2dbeaf6ad05afa910b941b161e222,2c98d4759ee2eca3f2d966be8739c1fa,9ef419bc0053418c6d847a3777cc0233,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
126,01a4e00d72ea60d596a63467821ae794,9886d2e4e61e33d0a4388667c7bfc68c,25765bc4c44f0184136f85a94d129d56,['V_SLT Voice Service'],['2018-01'],[399.0],[0.0],1
127,01a69e8213ae947ee60ea7f8dc20b25d,23fc6e16b1bbdaeae5cfacfc82e91dbc,d019ada037241a2afa1f9d2a9c3de50d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
128,01a997c7a6c637e1f1fe288f779e1607,3bc61b93cea92e9c79c8eb1a07f8c5c5,daaaa6d179bd70f8ac7fd0d15c5ed78d,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
129,01acfb3e4e446a8d612c584398d56859,e7c47bee636e0a186d00e24dc5e41857,5c1816328a2ac02b53a8dc362b005f7a,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
130,01b805539dc5bf4fc47c1408e9275e2a,bd0cc5e96b24df6625fc68cbaf71b555,df4bc5da4eaaaab1d937c3fd2a699c3f,['V_SLT Voice Service'],['2018-02'],[399.0],[0.0],1
131,01c45027bbf4a0a68f13a0673d87a3a2,0e1fe0d01f3a2e9619999a1a634ec427,cd3b840fb0da1abcc5bfdebaca6cd761,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
132,01ca95c1808b0050f3c96efa509e3167,d5b3f685fee264650b3de22f2bef0023,5dba81403ff06d5af8d260930300462e,['V_SLT Voice Service'],['2018-08'],[0],[0.0],1
133,01ccf073e2c533b998978c204617a256,59322724d5029e5667d19ae164cdc16d,efeab37d377b0f32b7f70b159f824652,['V_SLT Voice Service'],['2019-07'],[399.0],[0.0],1
