,event_source.hash,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,Usage_Rating_Scaled,Outlier,Usage_Rating_Categorical,incoming_country
0,002fb47f60400713c854b0f69ff78c0a,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0125,NO,LOW,"['PTCL/Pakistan Incoming II', 'DU/UAE Incoming II']"
1,006be321aad541ff1d6c32a43dd7cdde,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,NO,LOW,['PTCL/Pakistan Incoming II']
2,007400db8afa996e788d23986739f3db,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.08333333333333333,0.08333333333333333,0.0625,0.0,0.08333333333333333,0.5,0.0,0.0,0.0,0.0625,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.04583333333333334,NO,LOW,"['Vovida/UK Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II', 'STC/Saudi Arabia Incoming II']"
3,00768613dcde5cd5723a25a7234b9a9f,0.0,0.0,0.0,0.0,0.0625,0.125,0.0,0.16666666666666666,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019166666666666665,NO,LOW,"['HGC/HK Incoming II', 'TATA/Canada Incoming II', 'STC/Saudi Arabia Incoming II']"
4,009f305bf85a71012c0e343233e611ba,0.0625,0.4,1.0,0.16666666666666666,0.75,0.75,0.75,1.0,0.75,0.5625,0.75,1.0,1.0,1.0,0.75,0.5,0.75,0.75,1.0,0.75,0.0,0.5,0.75,0.75,0.75,0.6876666666666666,YES,HIGH,"['TIS/Italy Incoming II', 'HGC/HK Incoming II', 'IVY Incoming II', 'CTGL/China Incoming II', 'Orange/France Incoming II', 'Lycatel Incoming II', 'BICS/Belgium Incoming II', 'Dhiraagu/Maldives Incoming II', 'DU/UAE Incoming II', 'Ooredoo/Qatar incoming II', 'CYTA/Cyprus Incoming II', 'Optus/AU Incoming II', 'PTCL/Pakistan Incoming II', 'Etisalat/UAE Incoming II', 'Maxis/ MY Incoming II', 'Platinum Incoming II', 'TM/ Malaysia Incoming II', 'Saif Incoming II', 'PCCW Incoming  II', 'Telstra/Australia Incoming II', 'Skype/LUX Incoming II', 'GTS Incoming II', 'Singtel/ SP Incoming II', 'STC/Saudi Arabia Incoming II']"
5,00cc5a820586ce291c0fa4c2a99a4816,0.125,0.06666666666666667,0.5,0.0,0.1875,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041833333333333333,NO,LOW,"['PTCL/Pakistan Incoming II', 'Orange/France Incoming II', 'DU/UAE Incoming II']"
6,00d4474d7b8abcb71cc114a564769182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,NO,LOW,['Maxis/ MY Incoming II']
7,0114c953f918a091d5b1456b610ae529,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005166666666666666,NO,LOW,['Nowtel Incoming II']
8,011adeeaef79aeac706a2e7fc225e8f8,0.0,0.13333333333333333,0.25,0.08333333333333333,0.125,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0625,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.05949999999999999,NO,LOW,"['Orange/France Incoming II', 'Optus/AU Incoming II', 'Telstra/Australia Incoming II', 'GTS Incoming II', 'STC/Saudi Arabia Incoming II']"
9,013736757d2ddad83cdfaa418921605c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005833333333333333,NO,LOW,"['Maxis/ MY Incoming II', 'CTGL/China Incoming II']"
10,013a894927cf011c702e75a9b9336f95,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,NO,LOW,['Telstra/Australia Incoming II']
11,0152d7723febc8f6913e91db4887a75e,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.125,0.0,0.375,0.09583333333333334,YES,LOW,"['TIS/Italy Incoming II', 'Maxis/ MY Incoming II', 'DU/UAE Incoming II', 'Orange/France Incoming II', 'Lycatel Incoming II', 'CETIN Incoming II', 'STC/Saudi Arabia Incoming II']"
