,ACCOUNT_NUM.hash,Megaline_Package,Megaline_Month_Subscribed,Megaline_Rental,Megaline_One_Time_Charge,Package_Type,MEDIUM
1361,69cf6cec92c5a217ae39aa8ee4578ef2,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1362,69cfc0b43f9c40410b85d1c844eb90a8,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[1099.0, 740.0]",[],"['Other', 'PeoTV', 'BB', 'Voice']","['MC', 'MC', 'MC', 'MC']"
1363,69d89537ea9b733dd8295f0a9fed52a4,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-12', '2020-03']",[1490.0],[],"['Voice', 'BB', 'Other']","['MC', 'MC', 'MC']"
1364,69e1923e09bf3d05e260663b646ac83a,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2020-05']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1365,6a02dc3d96bb23927f2e431cdf91b25a,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']","[899.0, 740.0]",[],"['Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC']"
1366,6a1fd0b95a2dfc30d773843a67568ca8,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1367,6a22fad820928a383d5622f689c0ab00,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-07', '2018-07']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1368,6a5ee35e15f3e83d4e7e21625866b1eb,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1369,6a7b77939ce62248df1dafc155d02a97,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[1490.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1370,6aa88f07097ea8fa2ca7a9b0f7f3eb22,['BB SLT BroadBand Service'],['2019-10'],[450.0],[],['BB'],['MC']
1371,6ac03e7e4d74143eb92f232fc23ca1f4,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['2020-06', '2020-06', '2020-06', '2020-06']","[1490.0, 899.0]",[],"['BB', 'Other', 'Voice', 'PeoTV']","['MC', 'MC', 'MC', 'MC']"
1372,6ac6bbfa15ff256976ee8bd7f1018e01,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1373,6ae9ee5e124c9fdb0f4d70d009ea2ae4,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-11', '2018-11']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1374,6b0267fe89dc2dd28b1c77b6bab09217,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1375,6b0a52c309b2ba6e02c5372429f09a8c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1376,6b0c06314c011647159a5cc5f866906a,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-10']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
1377,6b0ffe094f45db2000e3dab12e3b32fe,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2020-01']",[899.0],[],"['Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC']"
1378,6b1de3a6d8c3d137cdcbb599e6085257,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[450.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1379,6b1e053c9a7d232b2c611f884b522d3c,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
1380,6b22b5149c936bbe09e79479a08bcfa7,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
1381,6b2ff61c75c1d6e3d395ac781d4c45eb,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[890.0],[],"['BB', 'Voice', 'Other']","['MC', 'MC', 'MC']"
1382,6b4bfa1e32f513071c6b138a86c3bac9,"['SLT PeoTV Service', 'AB WireLess Access', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2020-04', '2020-04', '2020-07', '2020-07']","[899.0, 2690.0]",[],"['PeoTV', 'Other', 'BB', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC', 'MC']"
1383,6b5791f8d00c5c49343e59f25e25f284,"['SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08']",[690.0],[],"['Voice', 'PeoTV']","['MC', 'MC']"
1384,6b628606a6e15dff054c04e924db67d5,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
1385,6b7be273b0a6a07061de0e420cf360fd,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1386,6b8276d024a25f06e2dcdb5e79ab3c9d,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1387,6b965152170bd6f4f6599d400ea125d9,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1388,6b984300da4e5e062cf619379323de3d,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1389,6be6cf2fd54e5ab5916c5c3a520a776f,['AB Megaline Startup'],['2019-03'],[],[],['Other'],[]
1390,6bf0304d07d92ed2d0b1bf295c85e375,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1391,6c07445cedd467f6de8b48f91455f21f,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2019-10']",[740.0],[],"['Other', 'BB']","['MC', 'MC']"
1392,6c1b1435a94926539c7213a9210f8153,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-11']",[890.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1393,6c45bbc1ef4c3220131c979f33af5835,"['AB Megaline', 'AB Megaline Startup']","['2019-02', '2019-02']",[],[],"['Other', 'Other']",[]
1394,6c4e0622eabb0cd72da7dee9ac9e1996,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[2690.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1395,6c802d8e65f4e74225ac1d14060f9468,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1396,6cafb854f073f0dd7a00e306fcd1fbbd,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1397,6cb2da6e8291285316a287a54809c005,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-07', '2018-07']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1398,6cb73a4f1974baf343039aac0c589734,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']","[990.0, 899.0]",[],"['BB', 'Voice', 'PeoTV']","['MC', 'MC', 'MC']"
1399,6ccc9078aebb8c95f543a655d598103d,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[499.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1400,6ceafe0f8f87f26e0b6c869c3f47ed3a,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1401,6cf0d611df144dc4ea3a358ec0253843,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1402,6d085bf684ebd2d0318c7ab499936410,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[690.0, 390.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1403,6d1c2dc1bebe10c372c2c73a211a3b7a,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1404,6d21ae241d0a56b42c4d238ca15123a9,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1405,6d431382e652af97c903f62fbcfec84d,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2020-07']","[550.0, 990.0]",[],"['PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1406,6d5d7ecacdec4c47bb9be7b232c76034,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[740.0],[],"['Voice', 'BB', 'Other']","['MC', 'MC', 'MC']"
1407,6d9f3cbc0d0046147d331287181b2a84,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1408,6da79766c57e021ac88dde68805bb2b3,"['SLT PeoTV Service', 'BB SLT BroadBand Service']","['2019-10', '2019-10']","[1099.0, 1000.0]",[],"['PeoTV', 'BB']","['MC', 'MC']"
1409,6dfa4a33e0bf5655212fd9aae9b9f278,"['AB Copper Access Bearer', 'SLT Voice Service']","['2019-09', '2019-09']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1410,6e103f04aa3211169552e312a0da99ac,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']","[1790.0, 690.0]",[],"['BB', 'Voice', 'PeoTV']","['MC', 'MC', 'MC']"
1411,6e1954d2a2a8a6b8d0d4dd269374a6c5,['AB Megaline Startup'],['2019-03'],[],[],['Other'],[]
1412,6e2ff211acbb7b15aa9cf671bf8d245d,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-11', '2018-11', '2019-09']",[890.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1413,6e32d0a348d1ad246daa4104318d95b4,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2020-05']",[1290.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1414,6e3b0f37666b5b74931ff0439d520598,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2019-04']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1415,6e4fd4bc9bc10b73977bf04b9051d533,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1416,6e5d5451a70f3501c34689e0ddca3b92,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
1417,6e663c138df5e7af4e67a6101e66435f,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1418,6e8b31106134ab663c0ed4d72fc6d87c,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 450.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
1419,6e960ca70505ead10e577c298a80cf0b,"['SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 450.0]",[],"['PeoTV', 'Voice', 'BB', 'Other']","['MC', 'MC', 'MC', 'MC']"
1420,6e97d1274034cf397ead2451eb938120,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[690.0, 390.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1421,6e9df56cd250e1c25c49d00913ed0924,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[499.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1422,6eda2787e593f0af0788b93ec30bde63,"['SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other']","['MC', 'MC']"
1423,6ee173e7a86d70d7734c409a151322c1,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08']",[499.0],[],"['Other', 'BB']","['MC', 'MC']"
1424,6ee53e0b07497dcb85ec213dbcc09b8c,"['SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2019-03', '2019-05']","[899.0, 990.0]",[],"['Voice', 'PeoTV', 'BB', 'Other']","['MC', 'MC', 'MC', 'MC']"
1425,6ee615b3ed593e33ab9f4bd56bd718e0,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1426,6f0e373a6c2fc4ec0b45ff96cec19ff2,"['SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-12']",[499.0],[],"['Voice', 'BB']","['MC', 'MC']"
1427,6f3ccc65d3c767d20cf271a89c8be40e,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1428,6f4506cabf5416e7f50815aae1c84123,"['BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08']",[990.0],[],"['BB', 'Voice']","['MC', 'MC']"
1429,6f50b5127c5245cd39e61ddb10e3d829,"['SLT Voice Service', 'AB Copper Access Bearer']","['2020-02', '2020-02']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1430,6f5a50d14f88a8bbed200d30e65ddf20,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'SLT Voice Service']","['2017-01', '2017-01', '2018-08']","[1490.0, 2099.0]",[],"['BB', 'PeoTV', 'Voice']","['MC', 'MC', 'MC']"
1431,6f5ffde7ebf235be9920f906ad9c0c8c,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-09']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1432,6f90dfca0e9d624026461189a54090b8,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2020-08', '2020-08', '2020-08']",[2690.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
1433,6fc6cc118ff9ab63ba05f3d681f46096,"['AB Megaline Startup', 'AB Megaline', 'SLT Voice Service', 'AB Copper Access Bearer']","['2020-02', '2020-02', '2020-02', '2020-02']",[],[],"['Other', 'Other', 'Voice', 'Other']","['MC', 'MC']"
1434,6fd213ee040486b10f7b115ff8e751a3,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1435,6fd298cc6b761f6064ebdb94d35ef4b1,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2019-07', '2019-07', '2019-07', '2019-07']","[899.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
1436,6fe425ac9cce6611b2ac578c09d0755d,"['SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-12']",[2690.0],[],"['Voice', 'BB']","['MC', 'MC']"
1437,6ff32ebc06fd38e48423d007289a5841,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[2690.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1438,6ff7f621d3c5809a1771b0f47d7b23ef,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2017-02', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
1439,6ffa4123f4dd549790e4f30cad18025f,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[740.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1440,701386e60c78ce13a256b7ee56ecea73,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[390.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1441,70558ae3e441be9791e66633128ef5bd,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1442,7065a12be55f2d80504af87e2d88211b,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[890.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1443,7069e342b0c8d654186b23a082eff0a0,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[740.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1444,708ec595df8a31e818ec6b58bbb7ace8,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 1490.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1445,70b2cff1551e282f233ccc1c06c97ca3,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2020-02']","[899.0, 450.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1446,70ba15d08f96dcc579f1fd4b0538dfa3,['SLT Voice Service'],['2019-03'],[],[],['Voice'],['MC']
1447,70e0cf7c9948a51b68357ce9cb9e5058,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
1448,70f4d323cbbbebb251ab7ac43394f22d,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 990.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
1449,710549f79d893b8dc57f0082cb28f01e,['AB Copper Access Bearer'],['2018-11'],[],[],['Other'],['MC']
1450,710afdfeb5fc2455f2b962bb52e9dd29,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-07']","[1099.0, 450.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
1451,712b73dcad4ebc3ff0f74b24c6f2e9ae,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 740.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
1452,712dcb28554b9021286790a65c99b441,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2020-08']",[1490.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1453,713aa417c219621eb60e65c2f05d3d22,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 499.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1454,716fc80b86e62e606e697161726e6db1,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
1455,7176a9583c08811399dda24fa5dfc7e7,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-04', '2019-04']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1456,7187391b66100468034c6a404568e258,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1457,718fa83942ab8a7c01de5c7219689da2,"['AB Megaline Startup', 'AB Megaline', 'AB Copper Access Bearer', 'SLT Voice Service']","['2019-01', '2019-01', '2019-06', '2019-06']",[],[],"['Other', 'Other', 'Other', 'Voice']","['MC', 'MC']"
1458,7194eb6e559592ba2f7fcf795eb0e45f,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1459,719f2691cdcfa7bf910e12d8ed681430,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Megaline Startup', 'BB SLT BroadBand Service']","['2019-03', '2019-03', '2019-03', '2020-06']","[690.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC']"
1460,71a4336530295c2214c34da55f5ce115,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1461,71b29a52f949407d06b258e56002dc0d,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1462,7217b86f207517a6376ba22c8d6ead47,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08', '2018-08']","[1490.0, 899.0]",[],"['BB', 'Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC', 'MC']"
1463,72308329e159eba3d54bbcff04af13af,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-09']",[2690.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1464,72468a66915ec413e33079dd8cc383e2,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 450.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
1465,7246cf6cde4cc2993b9f3aed6ab211fe,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1466,724bbbcc09bc1b4d4dc54f48a3063478,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
1467,727600ee8c0eadee39332af841ad6627,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-07', '2018-07']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1468,727e922dedd96f27825622f0591ac619,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
1469,72904ca07dbb7e3724e9b314de91e244,['SLT Voice Service'],['2019-09'],[],[],['Voice'],['MC']
1470,729060c37b1e569afd15c2e3b6a39f61,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
1471,729e0a0a75015a8908d0989386f4454e,"['SLT PeoTV Service', 'AB Megaline', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB WireLess Access']","['2019-04', '2020-03', '2020-03', '2020-03', '2020-03', '2020-03']","[0.0, 399.0]",[],"['PeoTV', 'Other', 'Other', 'BB', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC', 'MC']"
1472,72aa64126fb8fa180b82b03a1e3215c1,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1473,72ac4b8e813b04d0b637f3ff6fa9d278,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1474,72b56a26b547b6e298ac527e9fe5008c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
1475,72b7365340c44fa53ad83a0266b31e17,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-07', '2019-11']","[899.0, 450.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
1476,72e32a65672ecfbc1bf930d23f8c4b0a,"['SLT Voice Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2020-06', '2020-06', '2020-06', '2020-06']","[990.0, 899.0]",[],"['Voice', 'BB', 'Other', 'PeoTV']","['MC', 'MC', 'MC', 'MC']"
1477,72ff977b134d9c2261db6dfa217714d6,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
1478,73020dfcf9dcd10974ae464a18a1bf27,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
1479,7316f319b7165c774f3cf89a8534bc48,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1480,733f5c3b394b6e2779e1f01f16068417,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1481,7348718c37a9837837c1a380e2641364,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
1482,7372b9c4d9cc4f325546a02e33d1571d,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-11']",[450.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
1483,7387e7c635e86b0a60369f664760d5a1,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
