,ACCOUNT_NUM.hash,Megaline_Package,Megaline_Month_Subscribed,Megaline_Rental,Megaline_One_Time_Charge,Package_Type,MEDIUM
438,21aaf0944bbc5257be10717f97c38c18,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
439,21ae95c42acca22030b997bca02c0f28,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
440,21b5845af9911a4c417510fb5239ef9c,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-11']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
441,21b7591b8ab265a451e9a54724e06bad,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
442,21cd57093a47e621c150f57d2a34d18f,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-01']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
443,21e2a94960106171ac59b4a319087d42,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 740.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
444,21e2b08b2903a865047a128f013fafa4,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
445,21ef7d86e14e83c5a8406e700728452b,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
446,21fee7d34d603d74fadea81a6043f450,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
447,2259de9b81a352a02bcddf28bdedde6f,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-11']",[899.0],[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
448,226641ab4771b05de162a82bc0d75bf8,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[390.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
449,226bcbf5205f654ced1b49cb2b5a6aa2,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-09']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
450,2279478e241c2ea3f2aaafaa3497764e,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
451,227b005308529a75ec9253fef2f6fd81,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
452,2293679f6fa1970f6bee16c97d80ac6e,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[740.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
453,229ff04eac1591019e4508ae4cbc64d4,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
454,22a4bde0ca07e95b847c61d23190ded4,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[550.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
455,22b0834e2718881d70660c1e1201895a,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2020-07']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
456,22c1f4554240b8f263b64949d8b6d0ce,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']",[690.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
457,22cf709d30168c38d475974124ed3dd2,"['AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2019-04', '2019-10']",[1490.0],[],"['Other', 'BB']","['MC', 'MC']"
458,22d7fab42cc1991010b94246950473e0,['AB Megaline'],['2019-07'],[],[],['Other'],[]
459,230182b1cd8b616fc65bb963e0bc5b33,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
460,230d8b62a7cc502ab6e883c074a36044,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-10', '2019-10']","[899.0, 990.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
461,231188ceac9e1917754819af84b1456e,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-01']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
462,23353359b6d09e32771c926f0b706c22,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08', '2018-08']",[899.0],[],"['BB', 'Other', 'PeoTV', 'Voice']","['MC', 'MC', 'MC', 'MC']"
463,234570b40795d193a02382f855fed7d2,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-12']","[899.0, 390.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
464,2346d3ad17d707b48595a520a70ed360,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08', '2019-07']","[990.0, 899.0]",[],"['BB', 'Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC', 'MC']"
465,234d44e8bbf0d9a74f95de6c37db5b43,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[3490.0],[],"['BB', 'Voice', 'Other']","['MC', 'MC', 'MC']"
466,235fc8a364ad42cf6c021b75e1eba3c3,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 1490.0]",[],"['PeoTV', 'BB', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC']"
467,236759a3dc8af7b6478449395b272a2c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
468,23741a69b17a577596aee375524a32ba,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 450.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
469,237b3896c652279d0c03b50261b1d284,"['AB Copper Access Bearer', 'SLT Voice Service']","['2019-08', '2019-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
470,239182a0222aff2b85ea70d8adac8a82,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC']"
471,2398673d5c27e210825771e9635dbb94,"['SLT Voice Service', 'BB SLT BroadBand Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08']","[1490.0, 899.0]",[],"['Voice', 'BB', 'PeoTV']","['MC', 'MC', 'MC']"
472,23a290897bf625178ded4162da816f89,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[450.0, 899.0]",[],"['BB', 'Other', 'Voice', 'PeoTV']","['MC', 'MC', 'MC', 'MC']"
473,23a6091036024cbb5eff8d14c7217a4d,"['AB Copper Access Bearer', 'SLT Voice Service']","['2019-12', '2019-12']",[],[],"['Other', 'Voice']","['MC', 'MC']"
474,23b8dcc156cd6c00287efd88ae321631,"['AB Copper Access Bearer', 'AB WireLess Access', 'SLT PeoTV Service', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2019-05', '2020-02', '2020-02', '2020-02']","[899.0, 2690.0]",[],"['Other', 'Other', 'PeoTV', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC', 'MC']"
475,23c42a198e78b3c852f71ca46acbbc35,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
476,23da03c1a709d289a165d9cb166605dc,"['BB SLT BroadBand Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[3490.0],[],"['BB', 'Other']","['MC', 'MC']"
477,23ec013561550cffb5d7bd69ac4d2d80,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
478,23f73bc2d57f3e82a410524e75ba207b,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[390.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
479,23fc6e16b1bbdaeae5cfacfc82e91dbc,"['SLT PeoTV Service', 'AB WireLess Access', 'BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2019-05', '2019-08', '2019-10', '2020-08', '2020-08']","[899.0, 0.0]",[],"['PeoTV', 'Other', 'BB', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC', 'MC']"
480,2410650dfda5812a8a781bffc2ae56cd,"['SLT PeoTV Service', 'SLT Voice Service']","['2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Voice']","['MC', 'MC']"
481,2444e4a09eff7f8af34d2ecef6b537c3,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-01']","[899.0, 740.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
482,246a1ebe67ad5be817ab756da5752684,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
483,248fa6189625166ca11cb4d6ade7d112,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
484,2494927f4c62e61dea41958bca7afa5a,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[1600.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
485,249f222a06a79be79b6c58a436efedbb,['BB SLT BroadBand Service'],['2018-08'],[450.0],[],['BB'],['MC']
486,24a7bc1a75e07d163923da2c0ec257d8,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
487,24bfbfaec2e2087b143006a0d8821a07,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10', '2019-10']","[899.0, 390.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
488,24e084c6291bdfe81bf338f9e8494fc4,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
489,250b4274848d86016d2da3267aefd23c,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[740.0],[],"['BB', 'Voice', 'Other']","['MC', 'MC', 'MC']"
490,2510bfc9c6ea13761a1562f2407c7360,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
491,252f284712996c2529fdec88a791a887,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['BB', 'Voice', 'Other']","['MC', 'MC', 'MC']"
492,258c0817bf2983a3b0979e58c18db8ef,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
493,259cf690aec2dc1cde36946e7f565933,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-02', '2019-02']",[],[],"['Voice', 'Other']","['MC', 'MC']"
494,25a7c8c41d2249c4fbdf026175a8bf37,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
495,25aa94eea44cb545ef46f6a3176db985,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[740.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
496,25ab7fa5dac74ce8ec004df456873f1a,"['SLT Voice Service', 'AB Copper Access Bearer']","['2019-11', '2019-11']",[],[],"['Voice', 'Other']","['MC', 'MC']"
497,25b2c30f24bbd86d7cca43e006f521fa,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[899.0, 450.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
498,25d1913bedab726f1a52f6df23e11677,"['AB Copper Access Bearer', 'SLT PeoTV Service', 'SLT Voice Service']","['2018-08', '2018-08', '2019-07']",[1099.0],[],"['Other', 'PeoTV', 'Voice']","['MC', 'MC', 'MC']"
499,25e6e2871bd9e32697f383a060b5dc52,"['SLT Voice Service', 'BB SLT BroadBand Service']","['2020-03', '2020-03']",[450.0],[],"['Voice', 'BB']","['MC', 'MC']"
500,2605355ca7519820c2de710cfdee166a,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-08']","[899.0, 450.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
501,261e9e1143f277ef9b522244662b3af3,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
502,2629cb4adf6a00143dfe497a9bbddff7,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
503,262cb0e65c8c25018182a7299bfd5e5c,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-11', '2018-11']",[],[],"['Other', 'Voice']","['MC', 'MC']"
504,2642f20fef3a99c9bef4e043fed6ad52,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
505,266e8814522bb30a7ab42b8251bc043b,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
506,2678adf04f7aa159289e254889322f3b,"['BB SLT BroadBand Service', 'SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2019-01', '2019-01', '2019-01', '2019-01']","[450.0, 899.0]",[],"['BB', 'Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC', 'MC']"
507,268149853c4ab63714b8b72c196d398b,"['BB SLT BroadBand Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['BB', 'Voice', 'Other']","['MC', 'MC', 'MC']"
508,26ad26a2b6f5e4f46a248a7043ba190c,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[899.0, 990.0]",[],"['PeoTV', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
509,26d92c5671ff6fa38046f0f105c3ffdd,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
510,26deb7c74bb8325a442bc58d0c784b1d,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[740.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
511,26fa4a17cd478fcf33c1abb76c473b4b,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[2690.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
512,270ce57b6e5e6247e9318c361e1f74ee,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
513,27330368e049e1d4ca9c6987c6a30255,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
514,2740366fe8e8525e4734076ed2c55b74,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[1490.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
515,276a93d6277ea17ae6f3a84ced42d335,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
516,276d0ad8224e2c26bffa21a1462eaadc,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC']"
517,276dd23beb90c75a95dada62490cd142,"['BB SLT BroadBand Service', 'SLT Voice Service']","['2019-11', '2019-11']",[2690.0],[],"['BB', 'Voice']","['MC', 'MC']"
518,276ed6852f3e00ab8a3486fe88ce73ca,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2018-12']","[1100.0, 500.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
519,277fddf52dbbf55506a09f6b71c1eeda,"['AB WireLess Access', 'AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2019-02', '2019-06', '2019-06', '2019-10']",[450.0],[],"['Other', 'Other', 'Voice', 'BB']","['MC', 'MC', 'MC', 'MC']"
520,27848aa8b34298dc21cfd46f51a7d753,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
521,279dc4ef4fa6c59a4f19cf2de5fe9df5,['AB Megaline'],['2019-10'],[],[],['Other'],[]
522,27b9e44be6b26fdf0e4024cc58269ba0,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
523,27bbce92ceb4c834627d45d4b1f49db8,"['BB SLT BroadBand Service', 'SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer']","['2019-04', '2019-04', '2019-04', '2019-05']","[740.0, 899.0]",[],"['BB', 'PeoTV', 'Voice', 'Other']","['MC', 'MC', 'MC', 'MC']"
524,27bcc795349dce0b9f24faff44cf4b97,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[499.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
525,27d0c2bda19d6895a5ad0065e27624ac,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[499.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
526,27f5ea6e4f6004be5bd2f12a98442907,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
527,280d44b084990954211c9bf64dd0cbff,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
528,281c376335652d577b49c8eb2b54bc56,['AB Copper Access Bearer'],['2018-08'],[],[],['Other'],['MC']
529,285fd3fdedeed786815c2e02baad3d84,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
530,2876df13dede6cad09b131a5ad7ed25c,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
531,287cde10ae103ec451caeb0d47b7575c,"['SLT PeoTV Service', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2019-01', '2019-11', '2020-09', '2020-09']","[899.0, 1490.0]",[],"['PeoTV', 'BB', 'Other', 'Voice']","['MC', 'MC', 'MC', 'MC']"
532,2889f3f75dad867c02e40c5c060d694a,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
533,288c3d8448b2dc3a6c19c38f9b7105a9,['SLT Voice Service'],['2018-08'],[],[],['Voice'],['MC']
534,2898768c8a7e21ff83e12bcf3ecd2249,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
535,28beb61a8e870d8635737d2e10b9d613,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-10']","[690.0, 450.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
536,28f6fc012e1d387862d34a02c4a6d278,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['Voice', 'PeoTV', 'Other']","['MC', 'MC', 'MC']"
537,29287bd1779cebdd9e2181b10fd5a1b1,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-07', '2018-07', '2018-07']",[1490.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
538,294456c6cdbead87967904c0963f8add,"['AB Copper Access Bearer', 'SLT Voice Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-10']",[740.0],[],"['Other', 'Voice', 'BB']","['MC', 'MC', 'MC']"
539,295dfffdf38e0dd9a0da016d01c3b6c5,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2019-09', '2019-09', '2019-10']",[450.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
540,29602f9b22ea8b87dd03c8658645a225,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
541,296a3019fe9e13a6b2414a7f1f24651e,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2019-10', '2019-10', '2020-07']",[990.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
542,29b62720508307fb1782dc6f821bbd5b,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-12', '2019-10']","[550.0, 740.0]",[],"['PeoTV', 'Other', 'BB', 'Voice']","['MC', 'MC', 'MC', 'MC']"
543,29e4ed1dd895c838aae14cef338f8640,"['AB WireLess Access', 'BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2020-02', '2020-02', '2020-06', '2020-08']",[0.0],[],"['Other', 'BB', 'Other', 'Voice']","['MC', 'MC', 'MC', 'MC']"
544,29f20575d8df5b395873553e87385196,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
545,2a001f793c1be1fb34b1dc1880db8a71,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
546,2a060fe8c46e824806ae9550c89c4375,"['AB Copper Access Bearer', 'SLT Voice Service', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-08', '2019-02']","[899.0, 450.0]",[],"['Other', 'Voice', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
547,2a28a4c3c9df5f77528b84c3970c4f37,"['SLT PeoTV Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[899.0],[],"['PeoTV', 'Other', 'Voice']","['MC', 'MC', 'MC']"
548,2a3defd31d0d00ec39286695766c38ed,"['AB Copper Access Bearer', 'BB SLT BroadBand Service', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['Other', 'BB', 'Voice']","['MC', 'MC', 'MC']"
549,2a51aa8485e3535e018db3717238ec6a,"['AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08']",[],[],"['Other', 'Voice']","['MC', 'MC']"
550,2a63c5795001181800ea133a0068e2d6,"['SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2018-12']",[740.0],[],"['Voice', 'Other', 'BB']","['MC', 'MC', 'MC']"
551,2a754752a65696b63963569c4556e2c6,"['SLT Voice Service', 'SLT PeoTV Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2017-02', '2017-02', '2018-08', '2019-10']","[899.0, 1490.0]",[],"['Voice', 'PeoTV', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
552,2a8bf3a2b1b37426a99283b69d5ed3b5,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
553,2a9df80810bc200c1ad3613d8eefd53f,"['BB SLT BroadBand Service', 'AB Copper Access Bearer', 'SLT Voice Service']","['2018-08', '2018-08', '2018-08']",[450.0],[],"['BB', 'Other', 'Voice']","['MC', 'MC', 'MC']"
554,2aa22ae98bdbcfe91b5b7ae9c954d26c,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service', 'BB SLT BroadBand Service']","['2018-08', '2018-08', '2019-02', '2019-05']","[899.0, 740.0]",[],"['Voice', 'Other', 'PeoTV', 'BB']","['MC', 'MC', 'MC', 'MC']"
555,2aa7bfec8bab7f65aeb2a1326e12a65a,"['SLT Voice Service', 'AB Copper Access Bearer']","['2018-08', '2018-08']",[],[],"['Voice', 'Other']","['MC', 'MC']"
556,2ac22344aac164b773dbf39e3dd06e65,['SLT Voice Service'],['2019-04'],[],[],['Voice'],['MC']
557,2afa97ddcc2c4ce753252b909f00d884,"['SLT Voice Service', 'AB Copper Access Bearer', 'SLT PeoTV Service']","['2018-08', '2018-08', '2019-10']",[899.0],[],"['Voice', 'Other', 'PeoTV']","['MC', 'MC', 'MC']"
558,2b1f1161870583f0b5280e0c5d629c78,"['SLT PeoTV Service', 'SLT Voice Service', 'AB Copper Access Bearer', 'BB SLT BroadBand Service']","['2018-02', '2018-08', '2018-08', '2019-11']","[2099.0, 1490.0]",[],"['PeoTV', 'Voice', 'Other', 'BB']","['MC', 'MC', 'MC', 'MC']"
