,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental,Rental
Month_Subscribed,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07
event_source.hash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1cfcbbd580a549f8a979386aa2d7eedf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,900,900,2100,0,0,0,0,0,0,0,0,0,0,1445,0,0,0,0,0,0,0,0,0
1d7e2a681f0cd486e400585399ae941d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0
1d92aca119edc3e39732e28c25153f3e,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,750,1000,1500,250,500,250,750,0,0,0,0,0,500,750,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,1500,0,42750,54250,6500,1500,2000,3545,4725,2550,1400,3655,2040,2200,1050,725,2700,2850,5090,4550,7625
1e71288d795f0e9a6ba585415c09273f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,2550,4760,4530,1500,1500
1e9206024b044e1dbd6f2007296f6d35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,1050,425,0
2181789a61a5651d6416d8fcd9a94b02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0
24ae33640914429d6fa63e504ffc0a4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,750,0,500,0,0,750,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24d56f361e733f64bd21fc10fc00698d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,425,0,200,0
24e7a06e5772d4358a0a6f58b37ebaac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,1500,1500,1650,0,0,0,0,0,0,0,900,1800,1800,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2648f85fb293834e39325dd19b9157bb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,425
26cbc33baaced7d848663544b9f1b070,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2722700c496ddd36e96aac5730d96725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,1000,250,0,500,0,0,0,0,0,0,750,0,0,750,0,750,0,0,0,0,0,1000,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282a5805478d0a54e6d47804a51856f0,0,0,0,0,0,0,0,0,0,0,0,0,0,2750,2500,250,0,2000,2000,500,12500,8750,8000,3750,3250,2000,2250,2500,3500,4000,1750,1250,5500,1500,3250,0,2500,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28a5e055716cbe7b8e64ee51ba617de8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100
2a2ef658598b4ff3842db7f69ef05c7c,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,750,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c012a25da7a43e193207c85cdc3cfe2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,2000,1250,0,1250,0,500,0,2250,1750,0,1000,0,500,1250,750,0,0,0,0,0,0,0,0,0,0,750,0,1500,0,0,0,750,4250,425,0,0,0,0,0,0,0,0,0,0,0,0
2c5466b2e617f90a255f4e131e2bada7,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2cbcbda3ebcac1d101ea1612bb75fb36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,750,0,750,0,0,0,0,0,0,0,2250,0,1500,750,15000,0,0,1500,0,0,0,0,0,1500,425,0,425,0,1020,425,0,0,0,3400,3400,2975,0,850
2d9ebe8a3bb1299afcdc5b93d0cb373d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2dfde33c0353972bf881c79f50046502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,3000,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e01a667ad42b7dec9076d121401a5e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,850,0
2e9071894a55e63338baaf062b9f2ae7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,1500,0,750,1500,0,0,0,9000,0,19800,5400,10800,10800,0,0,11750,7500,200,525,200,1275,2350,425,1050,300,0,2125,5400,1925,200,2275
2eb3dfba6c77446975809b6a4fb87d37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,250,0,0,1500,0,0,0,750,0,0,500,0,0,0,0,0,0,0,0,0,750,750,850,0,0,0,0,0,0,0,0,0,0,0,0,0
2f5a13ad5902f624aac769ed2bd1952f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f6668ed9a9cb9caf702c2b70f9baac1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,750,0,750,0,1000,250,750,0,0,250,0,0,750,0,0,750,0,0,0,0,0,0,0,0,0,0,0,3750,0,0,0,1750,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,400,200,100,300,0
2fa57ca21c10cbdb1360faaa3e62da8f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30ffe7dbd80aacb1348401cb8ccd2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,850,1445,0,0,0
3103106aa4c31019c019cf7989d85614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,20250,21000,6750,0,2250,13500,6750,6750,12750,2250,0,0,6000,0,45000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0
3122dbdcf039ff8c7d6ce6791fa7cc71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315618f5115f5fa41dcaab02475f32c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324b6478038fe15841292e164a7a549d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33f5989a2d716d9633091411dea73d7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625,0,0,0
37b5c188a35e71ce0a9a833c01054094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388e0d92cbadae33373d0ada6a2a1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390c6045803d1ed237954529c0fe81a1,0,0,0,0,0,0,0,0,0,0,3000,3000,0,1500,1500,1500,0,0,6000,750,4500,3000,3000,3750,3000,0,2250,3000,3750,0,7500,0,0,0,0,0,0,0,0,0,0,750,0,0,1500,0,0,0,0,0,0,0,0,0,0,1275,510,0,0,0,0,3400,6375,0,2550,2550
3b0ecfa9a472a4c72182d7810d87804a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425
3ce6fead610bb5ce0347510950c3e1fa,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,2750,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,1500,3000,0,1500,0,750,0,0,1500,0,0,2500,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e69e6befaf49e0940f32d654f8c8d81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1700,1700,0,0,0,0,0,0,0,425,300
3fa08638c532d5f9f9f2fdda2ac7434d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0
4032ab9f6daed73e0043d9fdd5e9eaa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,200,1275,425,850
41042ac3c02255e76f028a507ea224b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,750,750,0,0,0,0,0,0,0,2500,0,2250,1500,0,0,0,0,0,0,0,0,0,0,0,200,0,100,0,0,0,0,0,0,0,0,0,0,0
413e29dc39d9736dc58ab52fbc1d9c41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,250,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,525,0,710,400,100,0,0,400,2040,1105,510,695,0
