,201908,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,Usage_Rating_Scaled,Usage_Rating_Categorical
year-month,,,,,,,,,,,,,,
PSTN.hash,,,,,,,,,,,,,,
1f2557e213242dc04f3d50781d1a081a,0.25,0.125,0.5,0.75,0.1875,0.125,0.5,0.5,0.0625,0.5,0.5,0.5,0.375,MEDIUM
1f576c5e12c070fe23fbed5e87c553a6,0.75,0.5625,0.5625,0.75,0.375,0.375,0.75,0.5625,0.5625,0.0625,0.125,0.125,0.4635416666666667,MEDIUM
1f5b13e62d39286122444190ffc78388,0.0,0.0,0.0,0.0625,0.375,0.25,0.25,0.5625,0.25,0.25,0.25,0.25,0.20833333333333334,LOW
1f80a03fe5278e6d8be72f15fe755a51,1.0,0.75,0.5625,0.0625,0.0625,0.125,0.75,1.0,0.75,1.0,0.5,0.75,0.609375,MEDIUM
1f8ad77570cd9d881c0fe658b422987d,0.5,0.75,0.5,0.125,0.25,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,LOW
20185ad8377173060c67ad5edf8b3e8c,0.0,0.0625,0.0625,0.25,0.0625,0.0625,0.25,0.25,0.125,0.0625,0.0625,0.125,0.11458333333333333,LOW
20553805891f796374e3c3dc1e8a5cf9,0.5,0.375,0.375,0.375,0.5625,0.375,0.375,0.75,0.75,0.375,0.375,0.375,0.4635416666666667,MEDIUM
205bd8729588799ce454187da090a6a8,0.75,1.0,1.0,0.75,0.75,0.5625,0.5,0.5,1.0,1.0,1.0,0.75,0.796875,HIGH
2081d909fcce15525df19c637caab997,0.3333333333333333,0.125,0.25,0.25,0.375,0.375,0.375,0.375,0.5625,0.375,0.375,0.375,0.3454861111111111,MEDIUM
20a36ea2b36090f4a0cdd2f562bc9ba3,0.16666666666666666,0.0625,0.25,0.375,0.25,0.0625,0.75,1.0,0.75,0.75,0.125,0.25,0.3993055555555555,MEDIUM
20b9b29cd2daae70207fef8b84e37f08,0.08333333333333333,0.125,0.0625,0.0,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.125,0.0954861111111111,LOW
2125d0465254419b4141d16ba493a7a1,1.0,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.9166666666666666,HIGH
21356167cf7b8fd95da3b1e2e8b6edd8,0.0,0.1875,0.1875,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0.5,0.75,0.3645833333333333,MEDIUM
2155990c85d9a8f95a32328eb324e978,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.125,0.0625,0.08506944444444443,LOW
21801913ca4ed238c2182bc1faa001a0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.010416666666666666,LOW
21e6f3d4943257507b969cdf1a7338df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,1.0,1.0,1.0,0.2604166666666667,LOW
220c50ec725dfd1f0e38d453cf58f1ff,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.19791666666666666,LOW
2248e468c8deb621f8d60ed6216d3cc1,0.25,0.75,0.375,0.25,0.1875,0.25,0.5,0.5,0.0625,0.0,0.0,0.0,0.2604166666666667,LOW
22934b305a099c2e0df2ded9c1dc09b7,0.0,0.375,0.125,0.0625,0.0625,0.0,0.0,0.0,0.0625,0.375,0.375,0.375,0.15104166666666666,LOW
22f91f68d787f423eb5d7f9eb7ee76f0,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.5,0.5,0.25,0.15104166666666666,LOW
2306b1a9ec2a34b8961fe351a5f4ea7e,0.3333333333333333,0.25,0.0625,0.125,0.125,0.0625,0.25,0.5625,0.25,0.125,0.125,0.125,0.19965277777777776,LOW
2307fe8b34b46d699fe55942803cea04,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.5625,0.5625,0.25,0.0625,0.0,0.171875,LOW
235cbed1e48fc9f24b4714801fd35849,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.07465277777777778,LOW
236edaffa7c655aa9c7d3f33de64f755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1875,0.1875,0.052083333333333336,LOW
237a14219b250edf565f21d563dcc9aa,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.375,0.25,0.375,0.0625,0.125,0.2517361111111111,LOW
24c3c7ca6e772ca95aa25afe4eecb0bb,0.16666666666666666,0.0625,0.0625,0.0625,0.125,0.1875,0.25,0.125,0.125,0.0625,0.0625,0.125,0.11805555555555554,LOW
253badb053d854a5dba162bdc3911db8,0.16666666666666666,0.125,0.0625,0.0625,0.125,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.06076388888888889,LOW
255a45affe1a969df0d637048be256ed,0.75,0.5625,0.5625,1.0,0.75,0.5625,1.0,0.75,0.5625,0.5625,0.5625,0.75,0.6979166666666666,HIGH
25ddaf74478cff519f1c5cd83319e3d0,0.08333333333333333,0.125,0.125,0.375,0.0625,0.125,0.25,0.1875,0.375,0.1875,0.125,0.125,0.17881944444444442,LOW
25df24be1c74c1acd44001e933b65e82,0.5,0.375,0.375,0.75,0.5625,0.25,0.125,0.125,0.125,0.375,0.375,0.375,0.359375,MEDIUM
263025921a4dc3adc95698bd37c0c964,0.16666666666666666,0.125,0.125,0.125,0.125,0.125,0.375,0.375,0.25,0.25,0.25,0.25,0.21180555555555555,LOW
263dd74bb2cc245b69f23fab7a9a55f9,0.75,0.75,0.5,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.75,0.6041666666666666,MEDIUM
264fc37811da4bc1b868cb12166a970c,0.0,0.0625,0.125,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,LOW
26652311392358534ac8d9840b10d33e,0.5,0.375,0.375,0.375,0.375,0.375,0.375,0.75,0.5625,0.375,0.5625,0.375,0.4479166666666667,MEDIUM
26928617d2b9035136934ec14f1d6c13,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7708333333333334,HIGH
26a87af2622ab681238a991a2c8ac33c,0.16666666666666666,0.125,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.08159722222222222,LOW
26afa148b85779b9603c9f096c4757f3,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,LOW
2722bc798fca95f49b4654470ffaacdb,1.0,0.5625,0.375,0.25,0.75,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.2760416666666667,LOW
274ab32cb2f9a6707401037be5f4920f,0.0,0.125,0.25,0.125,0.125,0.25,0.5625,0.5625,0.375,0.125,0.25,0.375,0.2604166666666667,LOW
2750162951432df0b26e5690cb3ef82b,0.0,0.125,0.25,0.375,0.75,0.375,0.25,0.1875,0.25,0.75,0.75,0.75,0.4010416666666667,MEDIUM
27a177845a558d6fdd460646bf079bcb,0.0,0.0625,0.125,0.125,0.1875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.07291666666666667,LOW
27b238c7df9288330b9a17a4db245567,0.75,0.5,0.5,0.5,0.25,0.25,0.75,0.75,0.5625,0.75,0.75,0.75,0.5885416666666666,MEDIUM
27f1f54e3518d36eaebe736ee2169a37,1.0,1.0,0.75,1.0,0.75,0.5625,1.0,1.0,0.75,0.5625,0.75,1.0,0.84375,HIGH
2802a98a2cbdda9f63b54d244d409046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.10416666666666667,LOW
2842225bd9b7e1f20d7320a274401735,0.6666666666666666,0.5,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0.0,0.5555555555555555,MEDIUM
28594ab232b99c054a9e2d04d1dfbbcf,0.08333333333333333,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.0625,0.0642361111111111,LOW
28d6c0cc29005732508384346991cc1d,0.16666666666666666,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024305555555555552,LOW
28eacfec0b6b96c1a7ec792bb5efd724,0.08333333333333333,0.125,0.125,0.125,0.125,0.25,0.0625,0.0,0.0,0.0,0.0,0.0,0.07465277777777778,LOW
292a8a95917bb69e4b3e88f4559269b1,0.5,0.25,0.125,0.0625,0.125,0.0625,0.125,0.1875,0.125,0.1875,0.375,0.125,0.1875,LOW
296af931b7ff17d467b4228e16b3b58f,0.08333333333333333,0.125,0.125,0.125,0.125,0.125,0.0625,0.0625,0.0625,0.25,0.375,0.375,0.1579861111111111,LOW
296cb7ef3325c432cbb6ee9f0bb66968,0.3333333333333333,0.125,0.0625,0.0,0.0,0.0,0.375,0.75,0.5625,0.375,0.1875,0.125,0.24131944444444442,LOW
29d0a19fbda725746cceeb32d6f8618c,0.08333333333333333,0.25,0.125,0.25,0.375,0.125,0.375,0.1875,0.1875,0.125,0.125,0.125,0.19444444444444442,LOW
29ebfe2b5e17b1ee70dc1d2fb0b90e3e,0.0,0.0,0.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7291666666666666,HIGH
29f2927f081d61a4d20410bdf3c7ccda,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.0625,0.375,0.5625,0.375,0.59375,MEDIUM
2a4354f8457c7f1ca6c3b07cb0022229,0.08333333333333333,0.25,0.25,0.125,0.0625,0.375,0.375,0.375,0.375,0.125,0.0,0.0,0.19965277777777776,LOW
2a96e4160e20229fd81b4c5d8746565a,0.16666666666666666,0.5625,0.5625,0.5625,1.0,0.5625,0.5625,0.5625,0.5625,0.375,0.75,0.75,0.5815972222222222,MEDIUM
2aa630e52ec27b172bf4fdad4f2eba64,0.75,0.375,0.25,0.0625,0.25,0.5625,0.375,0.375,0.375,0.25,0.25,0.25,0.34375,MEDIUM
2ab20dc0b9187fcea613b3a90619282a,0.5,0.5,0.375,0.75,0.75,0.5625,0.5,0.375,0.5,0.5,0.75,0.75,0.5677083333333334,MEDIUM
2ad712844f7a8ff26230d931cad41c53,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,LOW
2af696f16f36cabeacd85dfa7068f275,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.1875,1.0,1.0,1.0,1.0,0.9114583333333334,HIGH
2b83526c978eaef8d6c9fe24cb75fcd2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.5625,0.5625,0.25,0.14583333333333334,LOW
2b884ca156dfdb98db03f8c7e33ab656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5625,0.5625,0.5625,0.5625,0.25,LOW
2b99f381c073fd92cb682f82abc2b45a,0.75,0.5625,0.375,0.375,0.5625,0.5625,0.375,0.1875,0.5625,0.5625,0.375,0.5625,0.484375,MEDIUM
2c01afd5ea76bec3b15164ab40b95948,0.75,0.375,0.25,0.5625,0.75,0.5625,0.75,0.75,0.75,0.75,0.75,0.75,0.6458333333333334,MEDIUM
2c26cc98c5d741c663245681a2bfc83e,0.16666666666666666,0.125,0.125,0.125,0.125,0.125,0.125,0.375,0.1875,0.125,0.125,0.125,0.15451388888888887,LOW
2c2dbb8b5a437da56522ad3655ee63a9,0.75,0.5625,0.75,0.75,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23958333333333334,LOW
2c6a73c524d2e9f64b0da544308ae4fb,0.25,0.5625,0.1875,0.75,1.0,0.75,0.5,0.1875,0.5,0.75,0.5,0.75,0.5572916666666666,MEDIUM
2c925278e2e4288abead3c465b5339bd,0.16666666666666666,0.125,0.125,0.0625,0.125,0.125,0.1875,0.375,0.125,0.1875,0.125,0.0625,0.14930555555555555,LOW
2cec67820baa3ee08a95ab5ccf91cf49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.25,0.07291666666666667,LOW
2d5aecc7b729e0a06fe42fc60364a02f,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,0.75,1.0,0.75,0.921875,HIGH
2d64cc72845887e17dd0697b45d5e27c,0.0,0.0,0.0,0.0,0.125,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.23958333333333334,LOW
2e15cee02d0989d0beba68d1fe1dacb9,0.0,0.0,0.0,0.0,0.125,0.1875,0.375,0.1875,0.5625,0.5625,0.75,0.75,0.2916666666666667,LOW
2e1e7b22272b7778885a627736dbb2a0,0.75,0.75,0.5625,0.75,0.75,0.5625,0.75,1.0,1.0,1.0,0.75,1.0,0.8020833333333334,HIGH
2e6063d9b6214dfa907890a17afbd354,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.1875,0.1875,0.5,0.5,0.5,0.3645833333333333,MEDIUM
2eb5aeccf29e5317936332e6787c605f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.005208333333333333,LOW
2f2e50bb97dd0fa859b3a5ca27e3276e,0.5,0.1875,0.375,0.5625,0.5625,0.5625,0.5625,0.5625,0.5625,0.375,0.5625,1.0,0.53125,MEDIUM
2f58c73b6aa5767bdd20a4dec5eff856,0.5,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.75,0.75,0.75,0.5208333333333334,MEDIUM
2f6955a90f82ed370b948ada4ed90687,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.5,0.75,0.875,HIGH
2f7f158f41981bbec8d526e50fea8464,0.5,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.0625,0.75,0.75,1.0,0.75,0.4114583333333333,MEDIUM
2ff128681d50b67ecd45f799b056d86c,0.75,1.0,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.5625,0.5,0.75,0.7760416666666666,HIGH
301a321f8f09dc78170d30860d793bb8,1.0,0.75,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.8958333333333334,HIGH
303ad5c06ab2efc339c8453a176f8061,0.0,0.375,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07291666666666667,LOW
30576ca16275a38f6bb4491015edb96c,0.3333333333333333,0.375,0.375,0.375,0.375,0.375,0.375,0.5625,0.375,0.375,0.375,0.5625,0.40277777777777773,MEDIUM
30f124e2f8c1fd7638f9b7d34d7f8bfb,0.3333333333333333,0.25,0.25,0.375,0.375,0.375,0.25,0.375,0.375,0.375,0.375,0.375,0.34027777777777773,MEDIUM
30f3ce3b22175582f6881911c8b5c9ff,0.25,0.25,0.1875,0.25,0.25,0.5,0.5,0.5,0.5,0.75,0.375,0.5,0.4010416666666667,MEDIUM
31110bf10f07e3d5e23da9680b1dd287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.375,0.375,0.5625,0.11458333333333333,LOW
3126b8f1aceb8837fbb8dacbc20274bc,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.06944444444444443,LOW
3137d3cc01358513b8b88c71485c7250,0.0,0.5625,0.75,0.75,0.75,0.75,0.5625,1.0,0.5625,0.5625,0.75,0.375,0.6145833333333334,MEDIUM
313c6deac83fed20faab9c4b98eb568b,0.75,0.75,0.5625,0.75,1.0,1.0,0.75,0.75,0.5625,0.5625,0.75,0.75,0.7447916666666666,HIGH
31735dc2614fac9cca6bf020f2d7cba5,0.6666666666666666,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7013888888888888,HIGH
31b61afc9151420ae301c7cfe62cddff,0.75,0.375,0.375,0.375,0.375,0.5625,0.5625,0.5625,0.75,0.5625,0.5625,0.5625,0.53125,MEDIUM
31d67691d57f8199e202ad2b2958cd38,0.08333333333333333,0.125,0.0625,0.25,0.125,0.1875,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.11631944444444443,LOW
32533f908703e3e91ee61f6b89b4463c,0.5,0.375,0.375,0.375,0.375,0.5,0.1875,0.1875,0.25,0.5,0.5,0.5,0.3854166666666667,MEDIUM
3254e5aa4891df7f48c39a7edcda4ceb,0.3333333333333333,0.125,0.1875,0.375,0.375,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.12152777777777778,LOW
327a8af3a5c4a4301633f83a09d51db8,0.08333333333333333,0.125,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.125,0.0954861111111111,LOW
32cc002f434dc06182c92a4ae9dfa141,0.5,0.375,0.5625,0.25,0.25,0.5625,0.5,1.0,0.375,0.5625,0.75,0.75,0.5364583333333334,MEDIUM
32de2b9eaacabd522ac64e3bce9e114e,0.5,0.375,0.375,0.375,0.25,0.1875,0.375,0.375,0.375,0.5,0.125,0.125,0.328125,LOW
3324db5f571a98a73c0e0289f9b700ff,0.5,0.375,0.375,0.375,0.375,0.5625,0.5,0.5625,0.75,0.5,0.75,0.75,0.53125,MEDIUM
336657610cd356d01ec29676e7c09e03,0.5,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,MEDIUM
33b00ac59868ceffc0870dc037024e09,0.16666666666666666,0.0625,0.0,0.0625,0.125,0.1875,0.0625,0.0,0.0625,0.0,0.0,0.0,0.06076388888888889,LOW
33c2f3d44f7c73b9987a4af7c8393648,0.0,0.0,0.0,0.0,0.1875,0.25,0.25,0.25,0.1875,0.0,0.0625,0.25,0.11979166666666667,LOW
33c98957993633dcdcf9e21877132bb5,0.25,0.1875,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.1875,0.5,0.5,0.40625,MEDIUM
33d9a80e5ad1ad39f714d98bc05bada1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HIGH
33ee613c06870bed34a5e0d25adeab20,0.16666666666666666,0.375,0.125,0.375,0.1875,0.125,0.5625,1.0,0.1875,1.0,1.0,0.75,0.48784722222222215,MEDIUM
341cf3a955537b59ee6a77a4da0ca2c8,0.08333333333333333,0.0625,0.125,0.1875,0.25,0.1875,0.5,0.5,0.5,0.5,0.5,0.5,0.32465277777777773,LOW
34226bd8a7f209ef14fc06b694460733,0.75,0.5,0.5,0.25,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5625,0.6302083333333334,MEDIUM
350f6bb972fc5a97d064b599b3c29989,0.16666666666666666,0.125,0.125,0.125,0.125,0.25,0.125,0.25,0.125,0.25,0.125,0.25,0.17013888888888887,LOW
35184fcf8a3a4c3753d258a41f61d791,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.75,0.75,0.75,0.75,0.75,0.34375,MEDIUM
351af0c01d320c5cfa1e025b04607b96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HIGH
3532402ff5ff9246871850dc11bb7022,0.5,0.5,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.6666666666666666,HIGH
3586ee39bec070bd97b89acfa0c3fdf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.375,0.07291666666666667,LOW
358ac2b2fd5500469f2f2b18df111306,0.5,0.75,0.75,0.5625,0.5,0.5,0.75,1.0,0.75,0.75,0.75,0.375,0.6614583333333334,HIGH
358aede375ab057032386825f910baa2,1.0,0.75,0.5625,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7552083333333334,HIGH
358b76692eca6537cd5ebfe784ea40be,0.3333333333333333,0.5,0.25,0.5,0.375,0.375,0.25,0.5625,0.375,0.375,0.1875,0.1875,0.35590277777777773,MEDIUM
3596fcd7eb4c425e6a124d7fa3acb307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,0.375,0.11458333333333333,LOW
35cb5e55e2024324f3dfa852b72af597,0.75,0.5625,0.5625,0.125,0.0625,0.5625,0.75,0.75,0.75,0.75,0.5625,0.75,0.578125,MEDIUM
35d58cd76f95f9fee963f57f1d25b733,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.25,0.25,0.25,0.25,0.125,0.13715277777777776,LOW
35d678929dbaa56ab419bdcdcc764658,0.3333333333333333,0.25,0.25,0.25,0.375,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.2673611111111111,LOW
35f2c3752b662cc9a63b636b50175836,0.3333333333333333,0.25,0.25,0.25,0.125,0.125,0.25,0.25,0.125,0.125,0.25,0.25,0.21527777777777776,LOW
35fa7072a7df8de557be2426558b00ac,0.5,0.1875,0.1875,0.25,0.5,0.375,0.75,0.75,0.25,0.1875,0.5,0.5,0.4114583333333333,MEDIUM
36adba3ab3196ff055dc0cb66d3fc03d,0.08333333333333333,0.5625,1.0,0.25,0.25,0.25,0.1875,0.0,0.0625,0.0625,0.0625,0.25,0.2517361111111111,LOW
37e8a5b1fe64f26c65093a423af1bf75,0.0,0.0,0.0,0.0,0.0,0.375,1.0,1.0,1.0,0.5625,1.0,0.75,0.4739583333333333,MEDIUM
381d25a27a773d9152bf2922381a66fa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.375,0.1875,0.078125,LOW
3822a692be803ce65a0b9f7b87c20eb1,0.25,1.0,1.0,1.0,1.0,0.75,1.0,0.75,0.75,0.75,0.75,0.75,0.8125,HIGH
3894b9226e782e1246b55dfa249d2586,0.0,0.0,0.0,0.125,0.375,0.25,0.125,0.375,0.375,0.25,0.375,0.375,0.21875,LOW
38ba91fad574cac9e309da9d55d0776e,0.75,0.5625,0.25,0.5,0.375,0.75,0.75,0.5625,0.75,0.75,0.75,0.75,0.625,MEDIUM
38db9866006c65e9ea6fe3c2cf6b6eee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.015625,LOW
38e30e587d665e0c8ef43facdabb3f38,0.16666666666666666,0.25,0.25,0.25,0.25,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.3159722222222222,LOW
3915d7f877608ede0b0547eaf7d72914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.25,0.25,0.06770833333333333,LOW
3927364d856b816bca06a9b0d0b83dcb,0.0,0.0,0.5625,0.5625,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.17708333333333334,LOW
39658442adc0681655607aac80bca7d3,0.16666666666666666,0.5625,0.375,0.5625,0.375,0.5625,0.5625,0.5625,0.75,0.75,0.75,0.5,0.5399305555555555,MEDIUM
3989bbb538e5c814f203867e66800e30,0.16666666666666666,0.25,0.25,0.0625,0.25,0.25,0.125,0.0,0.0625,0.0625,0.25,0.25,0.16493055555555555,LOW
39bd88f69936445e4877480f0242ced6,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.1875,0.0625,0.25,0.5,0.5,0.5,0.4305555555555555,MEDIUM
39ceab663fa594d383843a42d3c51882,0.0,0.0,0.0,0.5,1.0,0.75,0.75,1.0,0.375,0.0,0.0,0.0,0.3645833333333333,MEDIUM
3a41dd3efb28bec3a7acc406dff4e0c8,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9791666666666666,HIGH
3a6276fe3192e10f28ab93fedb94b9f2,0.3333333333333333,0.25,0.5625,0.375,0.375,0.375,0.375,0.375,0.25,0.25,0.25,0.25,0.3350694444444444,MEDIUM
3a66a987cdcb122d99b3c55efeb2a608,0.75,0.75,0.75,0.5,0.375,0.5,0.75,1.0,0.5625,0.5,0.5,0.1875,0.59375,MEDIUM
3a6b8206d17eeb616b3af2ed0cd23f78,0.16666666666666666,0.5,0.1875,0.125,0.0625,0.0625,0.1875,0.375,0.375,0.0625,0.0,0.0,0.1753472222222222,LOW
3a6e8c896fdb51324a059db9b3f0276d,0.6666666666666666,0.75,0.75,0.75,0.5,0.75,0.5,0.125,0.5625,0.5,0.125,0.75,0.5607638888888888,MEDIUM
3a857e4d5fadcf7b7187d615901b2243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.041666666666666664,LOW
3aa1c9192bc70faf8c22bcd35d7a55eb,0.5,0.375,0.5625,0.5,0.375,0.5,0.375,0.5,0.5,0.5,0.5,0.75,0.4947916666666667,MEDIUM
3af183f2f0453303c8dd38bde83f586f,1.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,0.8958333333333334,HIGH
3b243a0b7e610b79712a8fb19eb6f555,0.5,0.5,1.0,0.5,1.0,0.75,1.0,1.0,1.0,1.0,0.125,1.0,0.78125,HIGH
3b56eda19406ad01d76622d1bb1ae896,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,LOW
3b708e14f3c480cfb72a91faaa2ed434,0.5,0.5,0.375,0.5,0.5,0.375,0.375,0.375,0.5,0.5,0.5,0.5,0.4583333333333333,MEDIUM
3b75413c2234782a000fe9944c60daab,0.16666666666666666,0.375,0.25,0.375,0.5625,0.5625,0.5625,0.75,0.75,0.5625,0.5625,0.5625,0.5034722222222222,MEDIUM
3b798c2f5b9c0649473246752c8204df,1.0,0.75,0.5625,0.75,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9010416666666666,HIGH
3c03b8dca4ed848c8d5774391942fd54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,LOW
3c65e648238ddaf0d9a8b831c831fa6c,0.6666666666666666,0.75,0.5,0.5625,0.5625,0.75,0.75,1.0,0.5625,0.75,0.75,0.75,0.6961805555555555,HIGH
3cc8e646c3053630a33f22f2ed11309d,0.5,0.125,0.125,0.375,0.25,0.25,0.375,0.375,0.25,0.375,0.5,0.375,0.3229166666666667,LOW
3cc918a7a5e40586671da9eb896cbfa1,0.75,0.5625,0.75,0.75,1.0,0.375,0.375,0.75,0.75,0.75,1.0,0.375,0.6822916666666666,HIGH
3d16766153a7f1a91cc44a5489265d1f,0.3333333333333333,0.375,0.375,0.375,0.375,0.25,0.375,0.5625,0.5625,0.5625,0.375,0.25,0.3975694444444444,MEDIUM
3df65ca31aaa796ff1cb1dfd438acb4a,0.5,0.375,0.125,0.25,0.375,0.375,0.375,0.375,0.25,0.375,0.1875,0.1875,0.3125,LOW
3e2626762c1af4a114e82f3b09f8754f,0.3333333333333333,0.375,0.25,0.125,0.25,0.125,0.125,0.125,0.25,0.125,0.25,0.125,0.20486111111111108,LOW
3e76c832fd45036eec77630f3655e3c9,0.5,0.375,0.375,0.375,0.375,0.375,0.25,0.1875,0.5625,0.5625,0.5625,0.5625,0.421875,MEDIUM
3e7e191b7d879038577c1b323b858e99,0.5,0.25,0.1875,0.1875,0.5,0.75,0.75,0.75,0.25,0.1875,0.1875,0.25,0.3958333333333333,MEDIUM
3ec6441eb5df6ef9ba2bdd63f919ce8b,0.5,0.375,0.375,0.375,0.375,0.5625,0.375,0.375,0.5,0.375,0.5625,0.5625,0.4427083333333333,MEDIUM
3ee4e7a389112df63acccccea47a14f8,0.25,0.25,0.25,0.25,0.25,0.1875,0.1875,0.25,0.25,0.25,0.25,0.1875,0.234375,LOW
3ef273fb46a66fa5a50cd71caa585d5b,0.3333333333333333,0.375,0.5625,0.125,0.25,0.0625,0.0,0.0625,0.0,0.0625,0.0,0.1875,0.16840277777777776,LOW
