,201908,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,Usage_Rating_Scaled,Usage_Rating_Categorical
year-month,,,,,,,,,,,,,,
PSTN.hash,,,,,,,,,,,,,,
3f4df7086f4a8b9264fa1455e385d443,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013888888888888888,LOW
3f739e7fa7ccc71704e864362033eb60,0.6666666666666666,0.5,0.5,0.0625,0.125,0.125,0.5,0.5,0.5,0.5,0.75,0.5,0.43576388888888884,MEDIUM
3ff964e1c7d3ad62aba6a032cdb80e64,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,LOW
3ffc5ac5e23ebe2b2c8b92d6deb1c253,1.0,0.75,0.375,1.0,0.75,0.5625,0.75,0.75,0.375,0.375,0.25,0.75,0.640625,MEDIUM
4066b858ce7ca2f0956fa4a16d3d00cb,0.0,0.0625,0.125,0.75,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.640625,MEDIUM
40678dea436cd229afcdb418602015bb,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,LOW
408d1b9b9f4bea5d5c27fb761070b48f,0.08333333333333333,0.125,0.0625,0.125,0.25,0.1875,0.25,0.125,0.25,0.5,0.5,0.75,0.2673611111111111,LOW
40d37f19d98b8715bbff5213b5444700,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.25,0.375,0.1875,0.1875,0.75,0.16666666666666666,LOW
40f0ed6f18d4a1b1adb9915b450dbe55,1.0,0.75,0.75,0.5625,0.5625,0.5625,0.75,0.375,0.75,0.5625,0.25,0.375,0.6041666666666666,MEDIUM
414980fcf4522efb3899ec3668541233,0.16666666666666666,0.25,0.1875,0.25,0.25,0.1875,0.25,0.5,0.5,0.75,0.25,0.1875,0.3107638888888889,LOW
415b0e44ede662b30ab7ad41e1aa55b2,1.0,1.0,0.75,0.75,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8958333333333334,HIGH
41715212c9509048300ab842c24cc43d,0.16666666666666666,0.1875,0.1875,0.1875,0.1875,0.375,0.1875,0.375,0.125,0.1875,0.1875,0.1875,0.21180555555555555,LOW
4171e831a4e5edadb1ada3d9f0408f5b,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0642361111111111,LOW
41965d43cbc95576d6ea9f7ca0a4199a,0.0,0.75,0.75,0.5625,0.75,0.75,0.5625,0.75,0.5625,0.75,0.75,1.0,0.6614583333333334,HIGH
419ee5f43d93488875f130b7aab94a12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.9375,HIGH
41df640f48b213517f8c2d9c220be760,0.5,0.375,0.375,0.375,0.375,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5833333333333334,MEDIUM
41f017e9ac9d9745a51841fc378782ed,0.08333333333333333,0.0,0.0,0.0,0.0625,0.25,0.25,0.125,0.0625,0.0625,0.0625,0.0,0.07986111111111112,LOW
41f9fa2f016eec1872b1d62fcb691dca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,1.0,1.0,0.19791666666666666,LOW
423c5f87faa08e85e2bb898e212b2657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.010416666666666666,LOW
42b4b476aa9e5d6fdab3d66bd9243d19,0.25,0.25,0.0625,0.0625,0.1875,0.1875,0.25,0.25,0.25,0.1875,0.0625,0.375,0.19791666666666666,LOW
42e4f6fa89f25f7652bedec1cd0423ef,0.5,0.125,0.0625,0.0625,0.0625,0.25,0.25,0.0625,0.0625,0.0625,0.0625,0.125,0.140625,LOW
42ef31070c3f3b03aea3676aba7cb740,0.25,0.5,0.25,0.25,0.25,0.5,0.1875,0.5,0.25,0.5,0.5,0.25,0.3489583333333333,MEDIUM
430816a525002fb012100f9bf8e27f8d,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0642361111111111,LOW
430cafcd8975a5f7942161ed0d84a54e,0.08333333333333333,0.125,0.125,0.125,0.125,0.125,0.1875,0.375,0.1875,0.1875,0.125,0.125,0.1579861111111111,LOW
43268939e4a85aceeeceea70004d5c5a,0.0,0.0,0.0,0.1875,0.25,0.25,0.25,0.25,0.25,0.1875,0.25,0.5,0.19791666666666666,LOW
43789fc3039794b4f25ca5f027d6f8e2,0.16666666666666666,0.0625,0.0625,0.0625,0.125,0.1875,0.25,0.25,0.125,0.0625,0.0625,0.0625,0.12326388888888888,LOW
43e8ce750aa9bfb5e545408ce862ce6d,0.25,0.0625,0.0625,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,LOW
43ff0446fc119e26a3d70761cd10c671,0.25,0.25,0.25,0.25,0.25,0.1875,0.1875,0.125,0.0,0.0,0.0,0.0,0.14583333333333334,LOW
44a07c8ae4afdfe15333a1ad59b523b2,0.16666666666666666,0.5,0.1875,0.25,0.25,0.25,0.25,0.1875,0.25,0.25,0.25,0.5,0.2743055555555555,LOW
44e7c2c57360f75256ddb742f2c8f72f,0.25,0.1875,0.125,0.1875,0.125,0.125,0.375,0.375,0.25,0.375,0.125,0.125,0.21875,LOW
450326f1c00dc7072efef91e85f57586,0.25,0.125,0.1875,0.125,0.1875,0.1875,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.19791666666666666,LOW
453ed6d12a91a35cfc44d0b2e691a6c0,0.3333333333333333,0.375,0.375,0.5,0.125,0.125,0.125,0.1875,0.25,0.25,0.125,0.375,0.26215277777777773,LOW
454f05eba70b316c4558972d7d0500d8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HIGH
459027cd31673bc20ffb3145d865fa90,0.16666666666666666,0.25,0.125,0.125,0.25,0.25,0.125,0.375,0.1875,0.125,0.125,0.125,0.18576388888888887,LOW
45a07ab773becf8897481be3f13d47eb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5625,0.052083333333333336,LOW
45bfaa33130151975159596d913a8bab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.041666666666666664,LOW
45dfb5a72db8bea6a426ee6a8ee8284d,0.08333333333333333,0.125,0.125,0.0625,0.125,0.25,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.1111111111111111,LOW
45e1cec38e5bdcedadfcae11c78bab01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.375,0.1875,0.052083333333333336,LOW
45f685f7886e61e42638a5fc59b23fbe,0.3333333333333333,0.5,0.375,0.375,0.375,0.1875,0.125,0.0625,0.0625,0.125,0.25,0.375,0.26215277777777773,LOW
467d47b47a4a51717ffce0043c4a23de,0.16666666666666666,0.25,0.25,0.25,0.25,0.125,0.25,0.25,0.125,0.25,0.25,0.25,0.2222222222222222,LOW
46960b77dad950ddae76dd53bd7848cd,0.5,0.375,0.375,0.375,0.5,0.1875,0.375,0.75,0.375,0.1875,0.1875,0.1875,0.3645833333333333,MEDIUM
46b6b65ae4a059f8f8047b40ad342c78,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0642361111111111,LOW
46dc42814032143f31fdc05d02bd199f,0.16666666666666666,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.0625,0.0625,0.0625,0.07638888888888888,LOW
470410d22544dd5bf6bb9f1bdd927d1f,0.5,0.25,0.25,0.25,0.25,0.375,0.25,0.0,0.0,0.0,0.0,0.25,0.19791666666666666,LOW
4704e4b0545adadde4c4132c9c0566e8,0.16666666666666666,0.25,0.5625,0.5625,0.5625,0.5625,0.5625,0.75,0.75,0.75,0.75,0.25,0.5399305555555555,MEDIUM
473a4241169c80abe68f244cd0d9766f,0.16666666666666666,0.375,0.1875,0.1875,0.125,0.125,0.125,0.125,0.125,0.1875,0.1875,0.1875,0.1753472222222222,LOW
474aef26dacb4f2c3ac5983e175e18e4,0.75,0.5,0.5,0.5,0.75,0.5625,0.75,0.75,0.75,0.75,0.5,0.25,0.609375,MEDIUM
4769f75b300a1dabc37dc4f7d8bd93d9,0.25,0.25,0.25,0.25,0.25,0.1875,0.25,0.5,0.5,0.5,0.75,0.75,0.390625,MEDIUM
477a247fbb52aeabc7f2c799811d9bc2,0.0,0.0,0.0,0.0,0.0,0.125,0.25,0.25,0.25,0.25,0.5,0.0625,0.140625,LOW
477fd1f06505d76a90ad2d64fec325ab,0.5,0.5,0.375,0.375,0.1875,0.1875,0.375,0.75,0.5,0.5,0.75,0.375,0.4479166666666667,MEDIUM
478ee4ca3f0511ec8f85b8bc357f9533,0.75,0.5625,0.5625,0.5625,0.5625,0.375,0.5625,0.75,0.5625,0.5625,0.5625,0.75,0.59375,MEDIUM
47bdd51268324f351927dcf33d3f945a,0.0,0.0,0.0,0.125,0.75,0.5625,0.5,0.5,0.375,0.0625,0.5625,0.75,0.3489583333333333,MEDIUM
47e0ced618a0b04ad85a6810f03f4224,1.0,0.75,0.5,0.75,0.75,0.75,0.5,0.5,1.0,1.0,1.0,0.75,0.7708333333333334,HIGH
47e3b5ac0bc788999a114361fb2caa3a,0.3333333333333333,0.5,0.5,0.75,0.5,0.5,0.25,0.0,0.0625,0.0,0.0,0.0,0.2829861111111111,LOW
47fad547574187856ce7193860171b92,0.08333333333333333,0.0625,0.25,0.25,0.375,0.5,0.375,0.25,0.25,0.25,0.25,0.25,0.26215277777777773,LOW
47fc6cc2731ee8394ccc9e57738866b6,0.5,0.1875,0.125,0.5,0.75,0.375,0.0625,0.0,0.0,0.0,0.5625,0.5,0.296875,LOW
482dfaeda3604cbdf90c6c4419c77714,0.0,0.75,0.5625,0.75,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.20833333333333334,LOW
4835e6589b5fe50d1383abe43a9ea6c8,0.0,0.0,0.375,0.5,0.5,0.5,0.1875,0.375,0.0625,0.0,0.0,0.0,0.20833333333333334,LOW
489281ebb43feb7d5457e95dafbba47c,0.0,0.125,0.1875,0.125,0.125,0.25,0.1875,0.25,0.25,0.25,0.125,0.25,0.17708333333333334,LOW
48afaa00652d72176b9da10f76850ab5,0.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.6666666666666666,HIGH
48ea05c4757616b5d14028a79acc8a59,0.25,0.25,0.25,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,LOW
49013712d11b3678efb78e2599ad5327,0.3333333333333333,0.25,0.125,0.25,0.375,0.375,0.375,0.375,0.25,0.1875,0.25,0.125,0.2725694444444444,LOW
49068af17071c855b3b7d2f5c3876852,0.16666666666666666,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03472222222222222,LOW
497df5e116aba1f78c4b295753f035cb,1.0,0.5,0.5,0.375,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.6770833333333334,HIGH
49e562dd7769d41abfb15bca5cb31fff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.5,0.75,0.109375,LOW
49fd02fe57ba3852a8ae4fe55a5237f4,0.25,0.1875,0.125,0.1875,0.125,0.125,0.5625,0.25,0.375,0.0,0.0,0.0,0.18229166666666666,LOW
4a33070eade93695e5cbce233e4493f0,0.16666666666666666,0.5625,0.5,0.375,0.1875,0.375,0.5,1.0,0.75,0.375,0.25,0.375,0.45138888888888884,MEDIUM
4a4e1cf8410377b001ef52d324d696ee,0.75,0.75,0.75,0.75,0.75,0.375,0.5,0.375,0.375,0.5,0.5,0.5,0.5729166666666666,MEDIUM
4b1bf57b9f02b67e54c5a36647d51f0c,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.375,0.5,0.375,0.4791666666666667,MEDIUM
4b9f44b788579235a9c8b78f7ed9cdfb,0.25,0.375,0.1875,0.1875,0.1875,0.1875,0.1875,0.375,0.375,0.375,0.25,0.125,0.2552083333333333,LOW
4bbf6b545148fcd1729da7a9b25b1fe8,0.5,0.5625,0.5625,0.5625,0.75,0.75,0.75,0.75,0.75,0.5625,0.375,0.375,0.6041666666666666,MEDIUM
4bc7f1a7c751b3c12ae83d900bfffd20,0.08333333333333333,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.0,0.0625,0.0625,0.0625,0.125,0.05902777777777777,LOW
4c37d3a84b9a2176c911fef1ad5dab0d,0.16666666666666666,0.0625,0.0625,0.375,0.0625,0.0625,0.5,0.1875,0.375,0.75,0.0625,0.0,0.2222222222222222,LOW
4c55dc6404bf88b8b00a36aa467ab4e6,1.0,0.75,0.5,0.75,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.75,0.6875,HIGH
4cbbe63acdcb39bf0ca0efb0a4988e0c,0.08333333333333333,0.5625,0.375,0.75,0.25,0.75,0.75,0.5,0.5625,0.125,0.0,0.0,0.39236111111111116,MEDIUM
4cf60a0b7b212669cf42523d6dcd92bb,0.3333333333333333,0.25,0.25,0.375,0.5625,0.375,0.25,0.25,0.375,0.375,0.25,0.25,0.32465277777777773,LOW
4d01972e689720b94ebfb5b796873857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.375,0.375,0.375,0.14583333333333334,LOW
4d1dc687c75a3e1b0a53fad1bf1f543f,0.16666666666666666,0.125,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.0625,0.125,0.125,0.09201388888888888,LOW
4d5a5b97a46475bdbdd2d16468ee0aaa,0.25,0.1875,0.1875,0.125,0.125,0.1875,0.1875,0.1875,0.1875,0.125,0.25,0.1875,0.18229166666666666,LOW
4d655366d48ac593216938313cd66590,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,HIGH
4dd51155385e44fdf8d82be5630963f8,0.25,0.375,0.375,0.375,0.5625,0.75,0.375,0.5625,0.125,0.75,0.75,1.0,0.5208333333333334,MEDIUM
4e5031c5688d2e3a94b64ede00e162ca,0.25,0.1875,0.1875,0.1875,0.5625,0.375,0.5625,0.75,0.75,0.75,0.5625,0.5625,0.4739583333333333,MEDIUM
4eb04f00842eb62db6f0248feb98a70c,0.25,0.375,0.1875,0.1875,0.25,0.375,0.1875,0.0625,0.125,0.0625,0.375,0.25,0.22395833333333334,LOW
4eb1ffd42c80a36396a4cd2bb9f3284c,0.0,0.0625,0.0625,0.125,0.0625,0.125,0.0625,0.125,0.0625,0.0,0.0,0.0,0.057291666666666664,LOW
4fcdc47033142af27df4f84d3951c369,0.5,0.5,0.375,0.5625,0.375,0.375,0.5,0.25,0.5,0.375,0.5,0.5,0.4427083333333333,MEDIUM
4fda3ffeece7e9e9f6ea64ac4b1aa6d4,0.25,0.1875,0.1875,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4479166666666667,MEDIUM
4fea24f36ce2ef6be41e7569c396aaf6,0.3333333333333333,0.375,0.375,0.375,0.375,0.375,0.75,0.75,0.375,0.5,0.5,0.5,0.46527777777777773,MEDIUM
4ff7845abe4518b8ecd264564de98f10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.5625,0.25,0.078125,LOW
50c421ecb82e3381ee98d5978d6ea9f3,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.375,0.375,0.5625,0.375,0.375,0.25,0.32465277777777773,LOW
50dae4c3a0ee465e13bc17ee64e006ab,0.0,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,LOW
50ef8dc8186d3c1adf856e4be09b9e50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.375,0.25,0.25,0.08333333333333333,LOW
50efb5241e0885b407cdf5ab12b43bdc,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.7708333333333334,HIGH
516d75323fffd9e5ab90f2bbbcea2bcb,0.16666666666666666,0.0,0.0,0.125,0.0625,0.0,0.125,0.1875,0.1875,0.1875,0.0625,0.0625,0.09722222222222221,LOW
517b461d5b8e09f1c3547218cc2e4947,0.5,0.75,0.5625,0.75,1.0,0.75,0.5625,0.25,0.375,0.125,0.75,0.75,0.59375,MEDIUM
51a7d8b31ea355f9327913d13046863b,0.08333333333333333,0.125,0.125,0.125,0.125,0.5625,0.125,0.0,0.0,0.0625,0.0,0.125,0.12152777777777778,LOW
51f0f126a4e32594b0d7629a565c96f9,0.75,0.5625,0.5625,0.5625,0.5625,0.75,0.75,0.75,0.75,0.75,0.75,0.5625,0.671875,HIGH
520dfada494c4dcd3252ee1ce55ac6b7,0.08333333333333333,0.5,0.375,0.375,0.5,0.375,0.375,0.25,0.375,0.1875,0.375,0.5,0.35590277777777785,MEDIUM
520e562e208d0d0c28f3a17e13c34d83,0.5,0.25,0.5625,0.375,0.25,0.5625,0.75,0.75,0.5,0.75,0.25,0.5625,0.5052083333333334,MEDIUM
522ce0c2c975ea0d19923fc4a4ec4880,0.0,0.0,0.0625,0.375,0.375,0.125,0.0625,0.375,0.5,0.375,0.5625,0.5,0.2760416666666667,LOW
522cf2979be10410f822438aa312bc58,0.16666666666666666,0.25,0.25,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.10243055555555554,LOW
52380877b36538ec9c9a44084bea19e5,0.08333333333333333,0.375,0.375,0.1875,0.0625,0.1875,0.5,0.75,0.75,0.1875,0.1875,0.1875,0.3194444444444444,LOW
52f1551b7a98fcb8c25e3d638dc826ab,0.16666666666666666,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.0625,0.0,0.0,0.0,0.07118055555555555,LOW
5310d96e3bbad105ad34f97d3ca36d30,0.08333333333333333,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.75,0.125,0.37152777777777785,MEDIUM
5323dc71842fb182b03d889df4cb6d06,0.0,0.375,0.375,0.375,0.375,0.5625,0.5625,0.375,0.5625,0.375,0.5,0.5,0.4114583333333333,MEDIUM
53861460b35268b87b7161aec487dfc6,0.5,0.25,0.25,0.125,0.25,0.25,0.375,0.25,0.25,0.375,0.5,0.375,0.3125,LOW
541aae494e0ca618c497cca547a12194,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,MEDIUM
541e5b7703d63ab0ea761b9016b7a572,0.08333333333333333,0.375,0.375,0.1875,0.5,0.5,0.25,0.25,0.25,0.5,0.25,0.75,0.35590277777777773,MEDIUM
542a77b8a963f5c90e123dd68083e199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.75,0.07291666666666667,LOW
54836a6361cb0a0314be9cd45b2468d5,0.25,0.1875,0.1875,0.125,0.125,0.25,0.0625,0.0625,0.125,0.25,0.25,0.1875,0.171875,LOW
54a97f6b808589981a2cec62272be8fc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.0625,0.125,0.03125,LOW
54c299094d9667a162d2952acf8b40b0,0.0,0.0,0.0625,0.375,0.125,0.125,0.1875,0.5,0.125,0.25,0.125,0.125,0.16666666666666666,LOW
54c4bae4450dada905c5ac4c87fa9a40,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,LOW
54cdd018710720b44bac5fcb6a3abb61,0.16666666666666666,0.0625,0.0625,0.0625,0.0625,0.125,0.1875,0.125,0.125,0.125,0.125,0.0625,0.10763888888888888,LOW
54f16eb9c93bf0654c1a261e5c4af944,0.25,1.0,0.75,0.375,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.6770833333333334,HIGH
54fc54493cc30b2ab8249935f05f42f8,0.75,0.5,0.5625,0.0625,0.5625,1.0,0.125,0.0625,0.0,0.0,0.0,0.0,0.3020833333333333,LOW
552c7d72e3cd7b3c1e7d663d98e99ad7,0.3333333333333333,0.25,0.25,0.25,0.25,0.25,0.1875,0.1875,0.5,0.25,0.25,0.25,0.2673611111111111,LOW
5542bff3697ffc9226ca7a34d372c898,0.16666666666666666,0.125,0.0,0.0,0.0625,0.0,0.125,0.25,0.375,0.375,0.1875,0.25,0.1597222222222222,LOW
55b8c84d9d350932ad726c975d33f84b,0.25,0.1875,0.375,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4427083333333333,MEDIUM
569ab7e43caa3fb5a95985090308da45,0.3333333333333333,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.1875,0.375,0.375,0.3663194444444444,MEDIUM
578046c8b48f99dbb32ba29409b56563,0.25,0.25,0.1875,0.1875,0.375,0.75,0.5,0.375,0.5,0.5,0.5,0.5,0.40625,MEDIUM
57f81eff21ce3f03dd69d2837cf9b038,0.3333333333333333,0.25,0.125,0.125,0.125,0.0625,0.25,0.375,0.25,0.375,0.125,0.25,0.22048611111111108,LOW
5857f9e06ee33c44f31ed265871bb4af,0.16666666666666666,0.125,0.125,0.125,0.25,0.125,0.125,0.125,0.125,0.125,0.25,0.25,0.1597222222222222,LOW
585db767189801fc71b03537fc004968,0.08333333333333333,0.0625,0.0625,0.0625,0.0,0.0625,0.25,0.0625,0.25,0.125,0.125,0.125,0.10590277777777778,LOW
587d95dea1b1c29d911a6a6b34558f00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.25,0.125,0.25,0.057291666666666664,LOW
5894054ea2bc1f847421efa6780afd11,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1.0,0.5625,0.734375,HIGH
589b38a81692273a6e6eb92bf670299c,0.08333333333333333,0.0625,0.125,0.125,0.25,0.25,0.375,0.375,0.1875,0.1875,0.1875,0.375,0.21527777777777776,LOW
58dce7eb653a4f602ea2eea38e21fe88,0.5,0.375,0.375,0.375,0.375,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.5416666666666666,MEDIUM
5900167d739a64c37a4e2e131d4dc107,0.16666666666666666,0.125,0.125,0.25,0.25,0.25,0.25,0.25,0.0625,0.25,0.25,0.375,0.21701388888888887,LOW
592df8aab159b0d787e2da818df058b2,0.5,0.5,0.5,0.375,0.5,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.53125,MEDIUM
59aa083d7d0fc9534183a397e66cc259,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0642361111111111,LOW
59ce55487af1cbf6855b860ab5455019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.16666666666666666,LOW
5a0f5918a4504f062028f5ec7d20288b,0.5,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052083333333333336,LOW
5a1120bef273662fc3f091d430a0d0a0,0.3333333333333333,0.1875,0.25,0.25,0.1875,0.25,0.125,0.125,0.375,0.25,0.1875,0.25,0.23090277777777776,LOW
5a3f833d5a3019178a5ec091470b1976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5625,1.0,1.0,0.75,0.3385416666666667,MEDIUM
5aa899bf785247fd5e97694c53e95742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.125,0.125,0.026041666666666668,LOW
5b36830364aac0e222251e82733bc585,0.25,0.1875,0.375,0.5,0.25,0.1875,0.5,0.1875,0.375,0.375,0.375,0.25,0.3177083333333333,LOW
5b6165309249835cf1db1787eb454302,0.5,0.25,0.375,0.375,0.375,0.0625,0.25,0.25,0.375,0.375,0.375,0.125,0.3072916666666667,LOW
5ba41ed88e5231963207938067692d18,0.0,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.0625,0.25,0.25,0.234375,LOW
5bb03273e10f7df788d5cf560f83a7e5,0.08333333333333333,0.375,0.25,0.25,0.375,0.375,0.375,0.5625,0.5625,0.25,0.375,0.375,0.3506944444444444,MEDIUM
5bd67e3d7bb2e515b844efd13b420ca4,1.0,0.75,0.75,1.0,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.75,0.7916666666666666,HIGH
5bda8deb678d3109b91bfbbcb7f64e9d,0.0,0.0625,0.5625,0.5625,0.75,0.5625,0.75,1.0,0.375,0.375,0.375,0.375,0.4791666666666667,MEDIUM
5bdec3c7c5d1a279d7fcc291243297e2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.375,0.375,0.375,0.109375,LOW
5be8e1d39f6ab638d17b91c96d96b1cb,0.0,0.0,0.0,0.0,0.0625,0.0625,0.75,0.375,0.75,0.375,0.375,0.375,0.2604166666666667,LOW
5c8673d0570ee140e9f7d1bc9c5ca8ff,1.0,1.0,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958333333333333,MEDIUM
5cc7f9fce7fe76db2715fa11feabda3a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,1.0,0.171875,LOW
5d1f07c84152a7359b5936624ee80fb5,0.5,0.375,0.5625,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,LOW
5d73c583df881ac4fa122fc09532bffc,0.3333333333333333,0.375,0.0625,0.375,0.5,0.375,0.0625,0.0625,0.375,0.375,0.25,0.125,0.2725694444444444,LOW
5e5b0ff21c797cfa8ea8dde47389535e,0.0,0.0,0.0625,0.5625,0.25,0.5625,0.5625,0.75,0.75,0.75,0.75,1.0,0.5,MEDIUM
5e74dc214fc83075e4e4d28cf7992333,0.08333333333333333,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.125,0.125,0.125,0.0625,0.0798611111111111,LOW
5e823d5bb1afd23a9a5386deb1825d29,0.25,0.1875,0.1875,0.1875,0.1875,0.1875,0.25,0.1875,0.1875,0.1875,0.1875,0.1875,0.19791666666666666,LOW
5ec300b03ec3262bc2dba07590552e1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1875,0.026041666666666668,LOW
5ee74920c82daa6ad62165ba4aef6369,0.75,0.75,0.75,1.0,0.75,0.75,1.0,1.0,0.5625,0.0,0.25,0.375,0.6614583333333334,HIGH
5f3d6748040dfff6fdf405e67face60e,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.041666666666666664,LOW
5f4823ff977d6bcbd4fd5d5ee43341a8,0.5,0.375,0.375,0.5625,0.5625,0.75,0.5625,0.5625,0.5625,0.5625,0.5625,0.5,0.5364583333333334,MEDIUM
5f4e355ab2b54d6399aa5a998af14817,0.25,0.125,0.125,0.125,0.1875,0.125,0.1875,0.5,0.375,0.1875,0.1875,0.1875,0.21354166666666666,LOW
5f5632ee14b6141464a18d5a1082da77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.1875,0.026041666666666668,LOW
5f7e8b9ac24f6c5a1083d036f23e2ba8,0.25,0.25,0.1875,0.0625,0.1875,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.09375,LOW
5f813fd7bb9d9f90f2db92929cb6ee77,0.16666666666666666,0.25,0.25,0.25,0.25,0.25,0.375,0.75,0.5625,0.375,0.25,0.375,0.34201388888888884,MEDIUM
